,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,31900.0,32355.0,Huntsville,Madison,Alabama,02-27-2021
1,Alabama State University,2,22035.0,22536.0,Montgomery,Montgomery,Alabama,02-27-2021
2,Athens State University,35,9219.0,9353.0,Athens,Limestone,Alabama,02-27-2021
3,Auburn University*,"2,134",14797.0,14950.0,Auburn,Lee,Alabama,02-27-2021
4,Auburn University at Montgomery,140,22035.0,22536.0,Montgomery,Montgomery,Alabama,02-27-2021
5,Bevill State Community College,4,6259.0,6514.0,Jasper,Walker,Alabama,02-27-2021
6,Birmingham-Southern College,214,69532.0,70906.0,Birmingham,Jefferson,Alabama,02-27-2021
7,Calhoun Community College,84,9219.0,9353.0,Tanner,Limestone,Alabama,02-27-2021
8,Central Alabama Community College,39,3439.0,3581.0,Alexander City,Tallapoosa,Alabama,02-27-2021
9,Enterprise State Community College,41,5136.0,5238.0,Enterprise,Coffee,Alabama,02-27-2021
10,Gadsden State Community College,62,12844.0,13163.0,Gadsden,Etowah,Alabama,02-27-2021
11,Jacksonville State University,219,12946.0,13232.0,Jacksonville,Calhoun,Alabama,02-27-2021
12,Lurleen B. Wallace Community College,19,3847.0,3953.0,Andalusia,Covington,Alabama,02-27-2021
13,Marion Military Institute,13,1028.0,1055.0,Marion,Perry,Alabama,02-27-2021
14,Samford University,480,69532.0,70906.0,Birmingham,Jefferson,Alabama,02-27-2021
15,Snead State Community College,19,12844.0,13163.0,Boaz,Etowah,Alabama,02-27-2021
16,Southern Union State Community College,59,1596.0,1636.0,Wadley,Randolph,Alabama,02-27-2021
17,Spring Hill College,124,35319.0,36044.0,Mobile,Mobile,Alabama,02-27-2021
18,Troy University,749,2860.0,2932.0,Troy,Pike,Alabama,02-27-2021
19,Troy University Dothan,17,9812.0,10073.0,Dothan,Houston,Alabama,02-27-2021
20,Troy University Montgomery,18,22035.0,22536.0,Montgomery,Montgomery,Alabama,02-27-2021
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,02-27-2021
22,Tuskegee University,110,,,Tuskeegee,,Alabama,02-27-2021
23,University of Alabama,"3,361",23683.0,24093.0,Tuscaloosa,Tuscaloosa,Alabama,02-27-2021
24,University of Alabama at Birmingham*,"2,286",69532.0,70906.0,Birmingham,Jefferson,Alabama,02-27-2021
25,University of Alabama in Huntsville,210,31900.0,32355.0,Huntsville,Madison,Alabama,02-27-2021
26,University of Montevallo,140,21677.0,21892.0,Montevallo,Shelby,Alabama,02-27-2021
27,University of North Alabama,488,8383.0,8594.0,Florence,Lauderdale,Alabama,02-27-2021
28,University of South Alabama,507,35319.0,36044.0,Mobile,Mobile,Alabama,02-27-2021
29,University of West Alabama,30,952.0,983.0,Livingston,Sumter,Alabama,02-27-2021
30,University of Alaska Anchorage,12,26452.0,26607.0,Anchorage,Anchorage,Alaska,02-27-2021
31,University of Alaska Fairbanks,130,6210.0,6236.0,Fairbanks,Fairbanks North Star,Alaska,02-27-2021
32,University of Alaska Southeast,1,1238.0,1243.0,Juneau,Juneau,Alaska,02-27-2021
33,Arizona State University,"3,642",500576.0,509683.0,Tempe,Maricopa,Arizona,02-27-2021
34,Arizona Western College,41,35622.0,36411.0,Yuma,Yuma,Arizona,02-27-2021
35,Dine College,5,10063.0,10444.0,Tsaile,Apache,Arizona,02-27-2021
36,Embry-Riddle Aeronautical University at Prescott,54,16567.0,17027.0,Prescott,Yavapai,Arizona,02-27-2021
37,Grand Canyon University,"1,372",500576.0,509683.0,Phoenix,Maricopa,Arizona,02-27-2021
38,Midwestern University at Glendale,158,500576.0,509683.0,Glendale,Maricopa,Arizona,02-27-2021
39,Northern Arizona University,354,16197.0,16508.0,Flagstaff,Coconino,Arizona,02-27-2021
40,University of Arizona,"2,959",107104.0,109320.0,Tucson,Pima,Arizona,02-27-2021
41,Arkansas Northeastern College,56,5449.0,5561.0,Blytheville,Mississippi,Arkansas,02-27-2021
42,Arkansas State University,"1,153",12575.0,12753.0,Jonesboro,Craighead,Arkansas,02-27-2021
43,Arkansas State University-Newport,43,6385.0,6487.0,Newport,Jackson,Arkansas,02-27-2021
44,Arkansas Tech University,402,7621.0,7723.0,Russellville,Pope,Arkansas,02-27-2021
45,Black River Technical College,85,1596.0,1636.0,Pocahontas,Randolph,Arkansas,02-27-2021
46,Central Baptist College,20,11545.0,11700.0,Conway,Faulkner,Arkansas,02-27-2021
47,Harding University,435,7025.0,7134.0,Searcy,White,Arkansas,02-27-2021
48,Henderson State University,172,1997.0,2034.0,Arkadelphia,Clark,Arkansas,02-27-2021
49,Hendrix College,22,11545.0,11700.0,Conway,Faulkner,Arkansas,02-27-2021
50,John Brown University,66,26757.0,27143.0,Siloam Springs,Benton,Arkansas,02-27-2021
51,Lyon College,22,3538.0,3659.0,Batesville,Independence,Arkansas,02-27-2021
52,National Park College,66,,,Hot Springs,,Arkansas,02-27-2021
53,North Arkansas College,76,3557.0,3636.0,Harrison,Boone,Arkansas,02-27-2021
54,NorthWest Arkansas Community College,34,26757.0,27143.0,Bentonville,Benton,Arkansas,02-27-2021
55,Ouachita Baptist University,197,1997.0,2034.0,Arkadelphia,Clark,Arkansas,02-27-2021
56,South Arkansas Community College,41,3560.0,3662.0,El Dorado,Union,Arkansas,02-27-2021
57,Southern Arkansas University,216,2098.0,2152.0,Magnolia,Columbia,Arkansas,02-27-2021
58,University of Arkansas,"2,742",1529.0,1564.0,Fayetteville,Washington,Arkansas,02-27-2021
59,University of Arkansas Community College Rich Mountain,19,1815.0,1878.0,Mena,Polk,Arkansas,02-27-2021
60,University of Arkansas Community College at Hope - Texarkana,32,3771.0,3805.0,Texarkana,Miller,Arkansas,02-27-2021
61,University of Arkansas Community College-Morrilton,34,2114.0,2145.0,Morrilton,Conway,Arkansas,02-27-2021
62,University of Arkansas at Fort Smith,192,14297.0,14555.0,Fort Smith,Sebastian,Arkansas,02-27-2021
63,University of Arkansas at Little Rock,218,36540.0,37123.0,Little Rock,Pulaski,Arkansas,02-27-2021
64,University of Arkansas at Monticello,106,1918.0,1953.0,Monticello,Drew,Arkansas,02-27-2021
