,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,21443.0,21621.0,Huntsville,Madison,Alabama,12-29-2020
1,Alabama State University,2,15525.0,15796.0,Montgomery,Montgomery,Alabama,12-29-2020
2,Athens State University,35,6573.0,6628.0,Athens,Limestone,Alabama,12-29-2020
3,Auburn University*,"2,134",9973.0,10047.0,Auburn,Lee,Alabama,12-29-2020
4,Auburn University at Montgomery,140,15525.0,15796.0,Montgomery,Montgomery,Alabama,12-29-2020
5,Bevill State Community College,4,4933.0,5069.0,Jasper,Walker,Alabama,12-29-2020
6,Birmingham-Southern College,214,49997.0,50686.0,Birmingham,Jefferson,Alabama,12-29-2020
7,Calhoun Community College,84,6573.0,6628.0,Tanner,Limestone,Alabama,12-29-2020
8,Central Alabama Community College,39,2231.0,2329.0,Alexander City,Tallapoosa,Alabama,12-29-2020
9,Enterprise State Community College,41,3437.0,3475.0,Enterprise,Coffee,Alabama,12-29-2020
10,Gadsden State Community College,62,9736.0,9826.0,Gadsden,Etowah,Alabama,12-29-2020
11,Jacksonville State University,219,9196.0,9345.0,Jacksonville,Calhoun,Alabama,12-29-2020
12,Lurleen B. Wallace Community College,19,2818.0,2856.0,Andalusia,Covington,Alabama,12-29-2020
13,Marion Military Institute,13,833.0,842.0,Marion,Perry,Alabama,12-29-2020
14,Samford University,480,49997.0,50686.0,Birmingham,Jefferson,Alabama,12-29-2020
15,Snead State Community College,19,9736.0,9826.0,Boaz,Etowah,Alabama,12-29-2020
16,Southern Union State Community College,59,1198.0,1228.0,Wadley,Randolph,Alabama,12-29-2020
17,Spring Hill College,124,24862.0,25353.0,Mobile,Mobile,Alabama,12-29-2020
18,Troy University,749,1918.0,1941.0,Troy,Pike,Alabama,12-29-2020
19,Troy University Dothan,17,6972.0,7035.0,Dothan,Houston,Alabama,12-29-2020
20,Troy University Montgomery,18,15525.0,15796.0,Montgomery,Montgomery,Alabama,12-29-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-29-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-29-2020
23,University of Alabama,"3,361",17870.0,18086.0,Tuscaloosa,Tuscaloosa,Alabama,12-29-2020
24,University of Alabama at Birmingham*,"2,286",49997.0,50686.0,Birmingham,Jefferson,Alabama,12-29-2020
25,University of Alabama in Huntsville,210,21443.0,21621.0,Huntsville,Madison,Alabama,12-29-2020
26,University of Montevallo,140,15201.0,15304.0,Montevallo,Shelby,Alabama,12-29-2020
27,University of North Alabama,488,6162.0,6230.0,Florence,Lauderdale,Alabama,12-29-2020
28,University of South Alabama,507,24862.0,25353.0,Mobile,Mobile,Alabama,12-29-2020
29,University of West Alabama,30,801.0,825.0,Livingston,Sumter,Alabama,12-29-2020
30,University of Alaska Anchorage,12,22518.0,22637.0,Anchorage,Anchorage,Alaska,12-29-2020
31,University of Alaska Fairbanks,130,4846.0,4865.0,Fairbanks,Fairbanks North Star,Alaska,12-29-2020
32,University of Alaska Southeast,1,1026.0,1031.0,Juneau,Juneau,Alaska,12-29-2020
