,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,20076.0,20254.0,Huntsville,Madison,Alabama,12-23-2020
1,Alabama State University,2,14875.0,15145.0,Montgomery,Montgomery,Alabama,12-23-2020
2,Athens State University,35,6214.0,6268.0,Athens,Limestone,Alabama,12-23-2020
3,Auburn University*,"2,134",9535.0,9609.0,Auburn,Lee,Alabama,12-23-2020
4,Auburn University at Montgomery,140,14875.0,15145.0,Montgomery,Montgomery,Alabama,12-23-2020
5,Bevill State Community College,4,4750.0,4882.0,Jasper,Walker,Alabama,12-23-2020
6,Birmingham-Southern College,214,47124.0,47754.0,Birmingham,Jefferson,Alabama,12-23-2020
7,Calhoun Community College,84,6214.0,6268.0,Tanner,Limestone,Alabama,12-23-2020
8,Central Alabama Community College,39,2134.0,2231.0,Alexander City,Tallapoosa,Alabama,12-23-2020
9,Enterprise State Community College,41,3276.0,3312.0,Enterprise,Coffee,Alabama,12-23-2020
10,Gadsden State Community College,62,9264.0,9355.0,Gadsden,Etowah,Alabama,12-23-2020
11,Jacksonville State University,219,8823.0,8968.0,Jacksonville,Calhoun,Alabama,12-23-2020
12,Lurleen B. Wallace Community College,19,2740.0,2778.0,Andalusia,Covington,Alabama,12-23-2020
13,Marion Military Institute,13,799.0,808.0,Marion,Perry,Alabama,12-23-2020
14,Samford University,480,47124.0,47754.0,Birmingham,Jefferson,Alabama,12-23-2020
15,Snead State Community College,19,9264.0,9355.0,Boaz,Etowah,Alabama,12-23-2020
16,Southern Union State Community College,59,1166.0,1196.0,Wadley,Randolph,Alabama,12-23-2020
17,Spring Hill College,124,23534.0,24002.0,Mobile,Mobile,Alabama,12-23-2020
18,Troy University,749,1841.0,1864.0,Troy,Pike,Alabama,12-23-2020
19,Troy University Dothan,17,6677.0,6734.0,Dothan,Houston,Alabama,12-23-2020
20,Troy University Montgomery,18,14875.0,15145.0,Montgomery,Montgomery,Alabama,12-23-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-23-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-23-2020
23,University of Alabama,"3,361",17067.0,17279.0,Tuscaloosa,Tuscaloosa,Alabama,12-23-2020
24,University of Alabama at Birmingham*,"2,286",47124.0,47754.0,Birmingham,Jefferson,Alabama,12-23-2020
25,University of Alabama in Huntsville,210,20076.0,20254.0,Huntsville,Madison,Alabama,12-23-2020
26,University of Montevallo,140,14306.0,14407.0,Montevallo,Shelby,Alabama,12-23-2020
27,University of North Alabama,488,5791.0,5859.0,Florence,Lauderdale,Alabama,12-23-2020
28,University of South Alabama,507,23534.0,24002.0,Mobile,Mobile,Alabama,12-23-2020
29,University of West Alabama,30,774.0,798.0,Livingston,Sumter,Alabama,12-23-2020
30,University of Alaska Anchorage,12,21995.0,22112.0,Anchorage,Anchorage,Alaska,12-23-2020
31,University of Alaska Fairbanks,130,4661.0,4680.0,Fairbanks,Fairbanks North Star,Alaska,12-23-2020
32,University of Alaska Southeast,1,1005.0,1010.0,Juneau,Juneau,Alaska,12-23-2020
33,Arizona State University,"3,642",286631.0,291412.0,Tempe,Maricopa,Arizona,12-23-2020
34,Arizona Western College,41,25106.0,25588.0,Yuma,Yuma,Arizona,12-23-2020
35,Dine College,5,6783.0,7004.0,Tsaile,Apache,Arizona,12-23-2020
36,Embry-Riddle Aeronautical University at Prescott,54,9721.0,9902.0,Prescott,Yavapai,Arizona,12-23-2020
37,Grand Canyon University,"1,372",286631.0,291412.0,Phoenix,Maricopa,Arizona,12-23-2020
38,Midwestern University at Glendale,158,286631.0,291412.0,Glendale,Maricopa,Arizona,12-23-2020
39,Northern Arizona University,354,10102.0,10303.0,Flagstaff,Coconino,Arizona,12-23-2020
40,University of Arizona,"2,959",61213.0,62159.0,Tucson,Pima,Arizona,12-23-2020
41,Arkansas Northeastern College,56,4063.0,4155.0,Blytheville,Mississippi,Arkansas,12-23-2020
42,Arkansas State University,"1,153",9240.0,9366.0,Jonesboro,Craighead,Arkansas,12-23-2020
43,Arkansas State University-Newport,43,4753.0,4787.0,Newport,Jackson,Arkansas,12-23-2020
44,Arkansas Tech University,402,4887.0,4938.0,Russellville,Pope,Arkansas,12-23-2020
45,Black River Technical College,85,1166.0,1196.0,Pocahontas,Randolph,Arkansas,12-23-2020
46,Central Baptist College,20,6750.0,6829.0,Conway,Faulkner,Arkansas,12-23-2020
47,Harding University,435,4170.0,4237.0,Searcy,White,Arkansas,12-23-2020
48,Henderson State University,172,1231.0,1250.0,Arkadelphia,Clark,Arkansas,12-23-2020
49,Hendrix College,22,6750.0,6829.0,Conway,Faulkner,Arkansas,12-23-2020
50,John Brown University,66,16006.0,16251.0,Siloam Springs,Benton,Arkansas,12-23-2020
51,Lyon College,22,2483.0,2569.0,Batesville,Independence,Arkansas,12-23-2020
52,National Park College,66,,,Hot Springs,,Arkansas,12-23-2020
53,North Arkansas College,76,2344.0,2405.0,Harrison,Boone,Arkansas,12-23-2020
54,NorthWest Arkansas Community College,34,16006.0,16251.0,Bentonville,Benton,Arkansas,12-23-2020
55,Ouachita Baptist University,197,1231.0,1250.0,Arkadelphia,Clark,Arkansas,12-23-2020
56,South Arkansas Community College,41,2074.0,2144.0,El Dorado,Union,Arkansas,12-23-2020
57,Southern Arkansas University,216,1414.0,1453.0,Magnolia,Columbia,Arkansas,12-23-2020
58,University of Arkansas,"2,742",1101.0,1125.0,Fayetteville,Washington,Arkansas,12-23-2020
59,University of Arkansas Community College Rich Mountain,19,1110.0,1139.0,Mena,Polk,Arkansas,12-23-2020
