,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,13572.0,13723.0,Huntsville,Madison,Alabama,12-01-2020
1,Alabama State University,2,12316.0,12552.0,Montgomery,Montgomery,Alabama,12-01-2020
2,Athens State University,33,4359.0,4404.0,Athens,Limestone,Alabama,12-01-2020
3,Auburn University*,"2,079",7806.0,7872.0,Auburn,Lee,Alabama,12-01-2020
4,Auburn University at Montgomery,101,12316.0,12552.0,Montgomery,Montgomery,Alabama,12-01-2020
5,Bevill State Community College,4,3624.0,3735.0,Jasper,Walker,Alabama,12-01-2020
6,Birmingham-Southern College,214,33025.0,33526.0,Birmingham,Jefferson,Alabama,12-01-2020
7,Calhoun Community College,45,4359.0,4404.0,Tanner,Limestone,Alabama,12-01-2020
8,Central Alabama Community College,34,1781.0,1872.0,Alexander City,Tallapoosa,Alabama,12-01-2020
9,Enterprise State Community College,36,2485.0,2500.0,Enterprise,Coffee,Alabama,12-01-2020
10,Gadsden State Community College,52,6494.0,6561.0,Gadsden,Etowah,Alabama,12-01-2020
11,Jacksonville State University,219,6477.0,6598.0,Jacksonville,Calhoun,Alabama,12-01-2020
12,Lurleen B. Wallace Community College,16,2216.0,2250.0,Andalusia,Covington,Alabama,12-01-2020
13,Marion Military Institute,6,685.0,691.0,Marion,Perry,Alabama,12-01-2020
14,Samford University,461,33025.0,33526.0,Birmingham,Jefferson,Alabama,12-01-2020
15,Snead State Community College,13,6494.0,6561.0,Boaz,Etowah,Alabama,12-01-2020
16,Southern Union State Community College,59,1033.0,1055.0,Wadley,Randolph,Alabama,12-01-2020
17,Spring Hill College,119,19738.0,20103.0,Mobile,Mobile,Alabama,12-01-2020
18,Troy University,715,1601.0,1615.0,Troy,Pike,Alabama,12-01-2020
19,Troy University Dothan,13,5372.0,5410.0,Dothan,Houston,Alabama,12-01-2020
20,Troy University Montgomery,18,12316.0,12552.0,Montgomery,Montgomery,Alabama,12-01-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-01-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-01-2020
23,University of Alabama,"3,219",13212.0,13366.0,Tuscaloosa,Tuscaloosa,Alabama,12-01-2020
24,University of Alabama at Birmingham*,"2,119",33025.0,33526.0,Birmingham,Jefferson,Alabama,12-01-2020
25,University of Alabama in Huntsville,173,13572.0,13723.0,Huntsville,Madison,Alabama,12-01-2020
26,University of Montevallo,130,10719.0,10796.0,Montevallo,Shelby,Alabama,12-01-2020
27,University of North Alabama,426,4213.0,4267.0,Florence,Lauderdale,Alabama,12-01-2020
28,University of South Alabama,457,19738.0,20103.0,Mobile,Mobile,Alabama,12-01-2020
29,University of West Alabama,27,564.0,586.0,Livingston,Sumter,Alabama,12-01-2020
30,University of Alaska Anchorage,11,16669.0,17038.0,Anchorage,Anchorage,Alaska,12-01-2020
31,University of Alaska Fairbanks,104,3475.0,3492.0,Fairbanks,Fairbanks North Star,Alaska,12-01-2020
32,University of Alaska Southeast,1,858.0,863.0,Juneau,Juneau,Alaska,12-01-2020
33,Arizona State University,"2,862",209111.0,213121.0,Tempe,Maricopa,Arizona,12-01-2020
34,Arizona Western College,41,17960.0,18352.0,Yuma,Yuma,Arizona,12-01-2020
35,Dine College,5,5296.0,5492.0,Tsaile,Apache,Arizona,12-01-2020
36,Embry-Riddle Aeronautical University at Prescott,45,5543.0,5666.0,Prescott,Yavapai,Arizona,12-01-2020
37,Grand Canyon University,474,209111.0,213121.0,Phoenix,Maricopa,Arizona,12-01-2020
38,Midwestern University at Glendale,96,209111.0,213121.0,Glendale,Maricopa,Arizona,12-01-2020
39,Northern Arizona University,278,7402.0,7575.0,Flagstaff,Coconino,Arizona,12-01-2020
40,University of Arizona,"2,643",40108.0,40803.0,Tucson,Pima,Arizona,12-01-2020
41,Arkansas Northeastern College,28,3184.0,3265.0,Blytheville,Mississippi,Arkansas,12-01-2020
42,Arkansas State University,"1,026",7153.0,7235.0,Jonesboro,Craighead,Arkansas,12-01-2020
43,Arkansas State University-Newport,43,3381.0,3404.0,Newport,Jackson,Arkansas,12-01-2020
44,Arkansas Tech University,402,3718.0,3761.0,Russellville,Pope,Arkansas,12-01-2020
45,Black River Technical College,56,1033.0,1055.0,Pocahontas,Randolph,Arkansas,12-01-2020
46,Harding University,340,3033.0,3084.0,Searcy,White,Arkansas,12-01-2020
47,Henderson State University,128,830.0,841.0,Arkadelphia,Clark,Arkansas,12-01-2020
48,Hendrix College,20,4851.0,4907.0,Conway,Faulkner,Arkansas,12-01-2020
49,John Brown University,47,12128.0,12288.0,Siloam Springs,Benton,Arkansas,12-01-2020
50,Lyon College,15,2054.0,2125.0,Batesville,Independence,Arkansas,12-01-2020
51,National Park College,39,,,Hot Springs,,Arkansas,12-01-2020
52,NorthWest Arkansas Community College,23,12128.0,12288.0,Bentonville,Benton,Arkansas,12-01-2020
53,Ouachita Baptist University,183,830.0,841.0,Arkadelphia,Clark,Arkansas,12-01-2020
54,Southern Arkansas University,184,1103.0,1127.0,Magnolia,Columbia,Arkansas,12-01-2020
55,University of Arkansas,"2,452",913.0,932.0,Fayetteville,Washington,Arkansas,12-01-2020
56,University of Arkansas Community College Rich Mountain,19,819.0,830.0,Mena,Polk,Arkansas,12-01-2020
57,University of Arkansas Community College at Hope - Texarkana,32,2156.0,2178.0,Texarkana,Miller,Arkansas,12-01-2020
58,University of Arkansas Community College-Morrilton,34,687.0,695.0,Morrilton,Conway,Arkansas,12-01-2020
59,University of Arkansas at Fort Smith,133,7003.0,7122.0,Fort Smith,Sebastian,Arkansas,12-01-2020
60,University of Arkansas at Little Rock,183,16824.0,17100.0,Little Rock,Pulaski,Arkansas,12-01-2020
