,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,25285.0,25463.0,Huntsville,Madison,Alabama,01-10-2021
1,Alabama State University,2,17779.0,18064.0,Montgomery,Montgomery,Alabama,01-10-2021
2,Athens State University,35,7539.0,7599.0,Athens,Limestone,Alabama,01-10-2021
3,Auburn University*,"2,134",11486.0,11565.0,Auburn,Lee,Alabama,01-10-2021
4,Auburn University at Montgomery,140,17779.0,18064.0,Montgomery,Montgomery,Alabama,01-10-2021
5,Bevill State Community College,4,5564.0,5734.0,Jasper,Walker,Alabama,01-10-2021
6,Birmingham-Southern College,214,58112.0,58896.0,Birmingham,Jefferson,Alabama,01-10-2021
7,Calhoun Community College,84,7539.0,7599.0,Tanner,Limestone,Alabama,01-10-2021
8,Central Alabama Community College,39,2445.0,2552.0,Alexander City,Tallapoosa,Alabama,01-10-2021
9,Enterprise State Community College,41,4102.0,4145.0,Enterprise,Coffee,Alabama,01-10-2021
10,Gadsden State Community College,62,11004.0,11111.0,Gadsden,Etowah,Alabama,01-10-2021
11,Jacksonville State University,219,10319.0,10497.0,Jacksonville,Calhoun,Alabama,01-10-2021
12,Lurleen B. Wallace Community College,19,3106.0,3156.0,Andalusia,Covington,Alabama,01-10-2021
13,Marion Military Institute,13,911.0,930.0,Marion,Perry,Alabama,01-10-2021
14,Samford University,480,58112.0,58896.0,Birmingham,Jefferson,Alabama,01-10-2021
15,Snead State Community College,19,11004.0,11111.0,Boaz,Etowah,Alabama,01-10-2021
16,Southern Union State Community College,59,1317.0,1349.0,Wadley,Randolph,Alabama,01-10-2021
17,Spring Hill College,124,28061.0,28584.0,Mobile,Mobile,Alabama,01-10-2021
18,Troy University,749,2315.0,2338.0,Troy,Pike,Alabama,01-10-2021
19,Troy University Dothan,17,8095.0,8167.0,Dothan,Houston,Alabama,01-10-2021
20,Troy University Montgomery,18,17779.0,18064.0,Montgomery,Montgomery,Alabama,01-10-2021
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,01-10-2021
22,Tuskegee University,110,,,Tuskeegee,,Alabama,01-10-2021
23,University of Alabama,"3,361",19875.0,20142.0,Tuscaloosa,Tuscaloosa,Alabama,01-10-2021
24,University of Alabama at Birmingham*,"2,286",58112.0,58896.0,Birmingham,Jefferson,Alabama,01-10-2021
25,University of Alabama in Huntsville,210,25285.0,25463.0,Huntsville,Madison,Alabama,01-10-2021
26,University of Montevallo,140,17456.0,17562.0,Montevallo,Shelby,Alabama,01-10-2021
27,University of North Alabama,488,7119.0,7191.0,Florence,Lauderdale,Alabama,01-10-2021
28,University of South Alabama,507,28061.0,28584.0,Mobile,Mobile,Alabama,01-10-2021
29,University of West Alabama,30,863.0,889.0,Livingston,Sumter,Alabama,01-10-2021
30,University of Alaska Anchorage,12,23965.0,24091.0,Anchorage,Anchorage,Alaska,01-10-2021
31,University of Alaska Fairbanks,130,5343.0,5364.0,Fairbanks,Fairbanks North Star,Alaska,01-10-2021
32,University of Alaska Southeast,1,1069.0,1074.0,Juneau,Juneau,Alaska,01-10-2021
33,Arizona State University,"3,642",376591.0,382409.0,Tempe,Maricopa,Arizona,01-10-2021
34,Arizona Western College,41,30690.0,31268.0,Yuma,Yuma,Arizona,01-10-2021
35,Dine College,5,7985.0,8244.0,Tsaile,Apache,Arizona,01-10-2021
36,Embry-Riddle Aeronautical University at Prescott,54,13290.0,13565.0,Prescott,Yavapai,Arizona,01-10-2021
37,Grand Canyon University,"1,372",376591.0,382409.0,Phoenix,Maricopa,Arizona,01-10-2021
38,Midwestern University at Glendale,158,376591.0,382409.0,Glendale,Maricopa,Arizona,01-10-2021
39,Northern Arizona University,354,12603.0,12836.0,Flagstaff,Coconino,Arizona,01-10-2021
40,University of Arizona,"2,959",80934.0,82197.0,Tucson,Pima,Arizona,01-10-2021
41,Arkansas Northeastern College,56,4620.0,4719.0,Blytheville,Mississippi,Arkansas,01-10-2021
42,Arkansas State University,"1,153",10853.0,10999.0,Jonesboro,Craighead,Arkansas,01-10-2021
43,Arkansas State University-Newport,43,5577.0,5611.0,Newport,Jackson,Arkansas,01-10-2021
44,Arkansas Tech University,402,6175.0,6240.0,Russellville,Pope,Arkansas,01-10-2021
45,Black River Technical College,85,1317.0,1349.0,Pocahontas,Randolph,Arkansas,01-10-2021
46,Central Baptist College,20,8818.0,8923.0,Conway,Faulkner,Arkansas,01-10-2021
47,Harding University,435,5497.0,5572.0,Searcy,White,Arkansas,01-10-2021
48,Henderson State University,172,1497.0,1523.0,Arkadelphia,Clark,Arkansas,01-10-2021
49,Hendrix College,22,8818.0,8923.0,Conway,Faulkner,Arkansas,01-10-2021
50,John Brown University,66,21226.0,21521.0,Siloam Springs,Benton,Arkansas,01-10-2021
