,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,,32818.0,Huntsville,Madison,Alabama,03-11-2021
1,Alabama State University,2,,22926.0,Montgomery,Montgomery,Alabama,03-11-2021
2,Athens State University,35,,9471.0,Athens,Limestone,Alabama,03-11-2021
3,Auburn University*,"2,134",,15117.0,Auburn,Lee,Alabama,03-11-2021
4,Auburn University at Montgomery,140,,22926.0,Montgomery,Montgomery,Alabama,03-11-2021
5,Bevill State Community College,4,,6680.0,Jasper,Walker,Alabama,03-11-2021
6,Birmingham-Southern College,214,,72484.0,Birmingham,Jefferson,Alabama,03-11-2021
7,Calhoun Community College,84,,9471.0,Tanner,Limestone,Alabama,03-11-2021
8,Central Alabama Community College,39,,3668.0,Alexander City,Tallapoosa,Alabama,03-11-2021
9,Enterprise State Community College,41,,5285.0,Enterprise,Coffee,Alabama,03-11-2021
10,Gadsden State Community College,62,,13467.0,Gadsden,Etowah,Alabama,03-11-2021
11,Jacksonville State University,219,,14007.0,Jacksonville,Calhoun,Alabama,03-11-2021
12,Lurleen B. Wallace Community College,19,,4006.0,Andalusia,Covington,Alabama,03-11-2021
13,Marion Military Institute,13,,1072.0,Marion,Perry,Alabama,03-11-2021
14,Samford University,480,,72484.0,Birmingham,Jefferson,Alabama,03-11-2021
15,Snead State Community College,19,,13467.0,Boaz,Etowah,Alabama,03-11-2021
16,Southern Union State Community College,59,,1670.0,Wadley,Randolph,Alabama,03-11-2021
17,Spring Hill College,124,,36598.0,Mobile,Mobile,Alabama,03-11-2021
18,Troy University,749,,2949.0,Troy,Pike,Alabama,03-11-2021
19,Troy University Dothan,17,,10180.0,Dothan,Houston,Alabama,03-11-2021
20,Troy University Montgomery,18,,22926.0,Montgomery,Montgomery,Alabama,03-11-2021
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,03-11-2021
22,Tuskegee University,110,,,Tuskeegee,,Alabama,03-11-2021
23,University of Alabama,"3,361",,24532.0,Tuscaloosa,Tuscaloosa,Alabama,03-11-2021
24,University of Alabama at Birmingham*,"2,286",,72484.0,Birmingham,Jefferson,Alabama,03-11-2021
25,University of Alabama in Huntsville,210,,32818.0,Huntsville,Madison,Alabama,03-11-2021
26,University of Montevallo,140,,22417.0,Montevallo,Shelby,Alabama,03-11-2021
27,University of North Alabama,488,,8662.0,Florence,Lauderdale,Alabama,03-11-2021
28,University of South Alabama,507,,36598.0,Mobile,Mobile,Alabama,03-11-2021
29,University of West Alabama,30,,1013.0,Livingston,Sumter,Alabama,03-11-2021
30,University of Alaska Anchorage,12,,27257.0,Anchorage,Anchorage,Alaska,03-11-2021
31,University of Alaska Fairbanks,130,,6410.0,Fairbanks,Fairbanks North Star,Alaska,03-11-2021
