,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,7803.0,7881.0,Huntsville,Madison,Alabama,09-26-2020
1,Athens State University,2,2081.0,2101.0,Athens,Limestone,Alabama,09-26-2020
2,Auburn University*,"1,912",5837.0,5897.0,Auburn,Lee,Alabama,09-26-2020
3,Birmingham-Southern College,106,19325.0,19676.0,Birmingham,Jefferson,Alabama,09-26-2020
4,Calhoun Community College,23,2081.0,2101.0,Tanner,Limestone,Alabama,09-26-2020
5,Central Alabama Community College,21,1075.0,1160.0,Alexander City,Tallapoosa,Alabama,09-26-2020
6,Enterprise State Community College,19,1342.0,1348.0,Enterprise,Coffee,Alabama,09-26-2020
7,Gadsden State Community College,31,3445.0,3490.0,Gadsden,Etowah,Alabama,09-26-2020
8,Jacksonville State University,219,3471.0,3515.0,Jacksonville,Calhoun,Alabama,09-26-2020
9,Lurleen B. Wallace Community College,9,1374.0,1401.0,Andalusia,Covington,Alabama,09-26-2020
10,Marion Military Institute,3,535.0,541.0,Marion,Perry,Alabama,09-26-2020
11,Samford University,237,19325.0,19676.0,Birmingham,Jefferson,Alabama,09-26-2020
12,Snead State Community College,11,3445.0,3490.0,Boaz,Etowah,Alabama,09-26-2020
13,Southern Union State Community College,48,634.0,647.0,Wadley,Randolph,Alabama,09-26-2020
14,Spring Hill College,69,13081.0,13373.0,Mobile,Mobile,Alabama,09-26-2020
15,Troy University,141,1188.0,1198.0,Troy,Pike,Alabama,09-26-2020
16,Troy University Dothan,8,2882.0,2903.0,Dothan,Houston,Alabama,09-26-2020
17,Troy University Montgomery,5,8650.0,8834.0,Montgomery,Montgomery,Alabama,09-26-2020
18,Troy University-Phenix City Campus,6,,,Phenix,,Alabama,09-26-2020
19,Tuskegee University,41,,,Tuskeegee,,Alabama,09-26-2020
20,University of Alabama,"2,690",8503.0,8621.0,Tuscaloosa,Tuscaloosa,Alabama,09-26-2020
21,University of Alabama at Birmingham*,"1,239",19325.0,19676.0,Birmingham,Jefferson,Alabama,09-26-2020
22,University of Alabama in Huntsville,55,7803.0,7881.0,Huntsville,Madison,Alabama,09-26-2020
23,University of Montevallo,81,5929.0,5978.0,Montevallo,Shelby,Alabama,09-26-2020
24,University of North Alabama,244,1680.0,1713.0,Florence,Lauderdale,Alabama,09-26-2020
25,University of South Alabama,220,13081.0,13373.0,Mobile,Mobile,Alabama,09-26-2020
26,University of Alaska Anchorage,4,4100.0,4131.0,Anchorage,Anchorage,Alaska,09-26-2020
27,University of Alaska Fairbanks,44,1054.0,1065.0,Fairbanks,Fairbanks North Star,Alaska,09-26-2020
28,University of Alaska Southeast,1,286.0,287.0,Juneau,Juneau,Alaska,09-26-2020
29,Arizona State University,"1,701",137600.0,140963.0,Tempe,Maricopa,Arizona,09-26-2020
30,Arizona Western College,5,12334.0,12679.0,Yuma,Yuma,Arizona,09-26-2020
31,Embry-Riddle Aeronautical University at Prescott,31,2446.0,2528.0,Prescott,Yavapai,Arizona,09-26-2020
32,Grand Canyon University,55,137600.0,140963.0,Phoenix,Maricopa,Arizona,09-26-2020
33,Midwestern University at Glendale,61,137600.0,140963.0,Glendale,Maricopa,Arizona,09-26-2020
34,Northern Arizona University,116,3896.0,4040.0,Flagstaff,Coconino,Arizona,09-26-2020
35,University of Arizona†,"2,149",24707.0,25329.0,Tucson,Pima,Arizona,09-26-2020
36,Arkansas State University,143,2912.0,2934.0,Jonesboro,Craighead,Arkansas,09-26-2020
37,Arkansas Tech University,6,2076.0,2107.0,Russellville,Pope,Arkansas,09-26-2020
38,Harding University,17,814.0,837.0,Searcy,White,Arkansas,09-26-2020
39,Henderson State University,59,334.0,338.0,Arkadelphia,Clark,Arkansas,09-26-2020
40,Hendrix College,6,2433.0,2452.0,Conway,Faulkner,Arkansas,09-26-2020
41,John Brown University,29,6442.0,6528.0,Siloam Springs,Benton,Arkansas,09-26-2020
42,Lyon College,6,1072.0,1091.0,Batesville,Independence,Arkansas,09-26-2020
43,National Park College,10,,,Hot Springs,,Arkansas,09-26-2020
44,NorthWest Arkansas Community College,2,6442.0,6528.0,Bentonville,Benton,Arkansas,09-26-2020
45,Ouachita Baptist University,89,334.0,338.0,Arkadelphia,Clark,Arkansas,09-26-2020
