,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,19723.0,19899.0,Huntsville,Madison,Alabama,12-22-2020
1,Alabama State University,2,14714.0,14982.0,Montgomery,Montgomery,Alabama,12-22-2020
2,Athens State University,35,6114.0,6166.0,Athens,Limestone,Alabama,12-22-2020
3,Auburn University*,"2,134",9417.0,9490.0,Auburn,Lee,Alabama,12-22-2020
4,Auburn University at Montgomery,140,14714.0,14982.0,Montgomery,Montgomery,Alabama,12-22-2020
5,Bevill State Community College,4,4693.0,4825.0,Jasper,Walker,Alabama,12-22-2020
6,Birmingham-Southern College,214,46178.0,46794.0,Birmingham,Jefferson,Alabama,12-22-2020
7,Calhoun Community College,84,6114.0,6166.0,Tanner,Limestone,Alabama,12-22-2020
8,Central Alabama Community College,39,2116.0,2212.0,Alexander City,Tallapoosa,Alabama,12-22-2020
9,Enterprise State Community College,41,3241.0,3273.0,Enterprise,Coffee,Alabama,12-22-2020
10,Gadsden State Community College,62,9121.0,9206.0,Gadsden,Etowah,Alabama,12-22-2020
11,Jacksonville State University,219,8715.0,8856.0,Jacksonville,Calhoun,Alabama,12-22-2020
12,Lurleen B. Wallace Community College,19,2710.0,2748.0,Andalusia,Covington,Alabama,12-22-2020
13,Marion Military Institute,13,790.0,799.0,Marion,Perry,Alabama,12-22-2020
14,Samford University,480,46178.0,46794.0,Birmingham,Jefferson,Alabama,12-22-2020
15,Snead State Community College,19,9121.0,9206.0,Boaz,Etowah,Alabama,12-22-2020
16,Southern Union State Community College,59,1164.0,1193.0,Wadley,Randolph,Alabama,12-22-2020
17,Spring Hill College,124,23315.0,23754.0,Mobile,Mobile,Alabama,12-22-2020
18,Troy University,749,1820.0,1843.0,Troy,Pike,Alabama,12-22-2020
19,Troy University Dothan,17,6606.0,6659.0,Dothan,Houston,Alabama,12-22-2020
20,Troy University Montgomery,18,14714.0,14982.0,Montgomery,Montgomery,Alabama,12-22-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-22-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-22-2020
23,University of Alabama,"3,361",16854.0,17063.0,Tuscaloosa,Tuscaloosa,Alabama,12-22-2020
24,University of Alabama at Birmingham*,"2,286",46178.0,46794.0,Birmingham,Jefferson,Alabama,12-22-2020
25,University of Alabama in Huntsville,210,19723.0,19899.0,Huntsville,Madison,Alabama,12-22-2020
26,University of Montevallo,140,14114.0,14212.0,Montevallo,Shelby,Alabama,12-22-2020
27,University of North Alabama,488,5657.0,5722.0,Florence,Lauderdale,Alabama,12-22-2020
28,University of South Alabama,507,23315.0,23754.0,Mobile,Mobile,Alabama,12-22-2020
29,University of West Alabama,30,747.0,771.0,Livingston,Sumter,Alabama,12-22-2020
30,University of Alaska Anchorage,12,21840.0,21954.0,Anchorage,Anchorage,Alaska,12-22-2020
31,University of Alaska Fairbanks,130,4619.0,4638.0,Fairbanks,Fairbanks North Star,Alaska,12-22-2020
32,University of Alaska Southeast,1,1002.0,1007.0,Juneau,Juneau,Alaska,12-22-2020
33,Arizona State University,"3,642",282892.0,287646.0,Tempe,Maricopa,Arizona,12-22-2020
34,Arizona Western College,41,24785.0,25265.0,Yuma,Yuma,Arizona,12-22-2020
35,Dine College,5,6743.0,6964.0,Tsaile,Apache,Arizona,12-22-2020
36,Embry-Riddle Aeronautical University at Prescott,54,9526.0,9707.0,Prescott,Yavapai,Arizona,12-22-2020
37,Grand Canyon University,"1,372",282892.0,287646.0,Phoenix,Maricopa,Arizona,12-22-2020
38,Midwestern University at Glendale,158,282892.0,287646.0,Glendale,Maricopa,Arizona,12-22-2020
39,Northern Arizona University,354,10036.0,10237.0,Flagstaff,Coconino,Arizona,12-22-2020
40,University of Arizona,"2,959",60406.0,61344.0,Tucson,Pima,Arizona,12-22-2020
41,Arkansas Northeastern College,56,4018.0,4110.0,Blytheville,Mississippi,Arkansas,12-22-2020
42,Arkansas State University,"1,153",9134.0,9258.0,Jonesboro,Craighead,Arkansas,12-22-2020
43,Arkansas State University-Newport,43,4704.0,4737.0,Newport,Jackson,Arkansas,12-22-2020
44,Arkansas Tech University,402,4826.0,4877.0,Russellville,Pope,Arkansas,12-22-2020
45,Black River Technical College,85,1164.0,1193.0,Pocahontas,Randolph,Arkansas,12-22-2020
46,Central Baptist College,20,6628.0,6707.0,Conway,Faulkner,Arkansas,12-22-2020
47,Harding University,435,4062.0,4128.0,Searcy,White,Arkansas,12-22-2020
48,Henderson State University,172,1206.0,1225.0,Arkadelphia,Clark,Arkansas,12-22-2020
49,Hendrix College,22,6628.0,6707.0,Conway,Faulkner,Arkansas,12-22-2020
