,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,12264.0,12410.0,Huntsville,Madison,Alabama,11-23-2020
1,Alabama State University,2,11808.0,12040.0,Montgomery,Montgomery,Alabama,11-23-2020
2,Athens State University,33,4001.0,4045.0,Athens,Limestone,Alabama,11-23-2020
3,Auburn University*,"2,079",7475.0,7539.0,Auburn,Lee,Alabama,11-23-2020
4,Auburn University at Montgomery,101,11808.0,12040.0,Montgomery,Montgomery,Alabama,11-23-2020
5,Bevill State Community College,4,3394.0,3490.0,Jasper,Walker,Alabama,11-23-2020
6,Birmingham-Southern College,214,30129.0,30620.0,Birmingham,Jefferson,Alabama,11-23-2020
7,Calhoun Community College,45,4001.0,4045.0,Tanner,Limestone,Alabama,11-23-2020
8,Central Alabama Community College,34,1602.0,1692.0,Alexander City,Tallapoosa,Alabama,11-23-2020
9,Enterprise State Community College,36,2319.0,2334.0,Enterprise,Coffee,Alabama,11-23-2020
10,Gadsden State Community College,52,5841.0,5905.0,Gadsden,Etowah,Alabama,11-23-2020
11,Jacksonville State University,219,5884.0,5997.0,Jacksonville,Calhoun,Alabama,11-23-2020
12,Lurleen B. Wallace Community College,16,2092.0,2125.0,Andalusia,Covington,Alabama,11-23-2020
13,Marion Military Institute,6,662.0,668.0,Marion,Perry,Alabama,11-23-2020
14,Samford University,461,30129.0,30620.0,Birmingham,Jefferson,Alabama,11-23-2020
15,Snead State Community College,13,5841.0,5905.0,Boaz,Etowah,Alabama,11-23-2020
16,Southern Union State Community College,59,977.0,998.0,Wadley,Randolph,Alabama,11-23-2020
17,Spring Hill College,119,18948.0,19306.0,Mobile,Mobile,Alabama,11-23-2020
18,Troy University,715,1541.0,1555.0,Troy,Pike,Alabama,11-23-2020
19,Troy University Dothan,13,5032.0,5070.0,Dothan,Houston,Alabama,11-23-2020
20,Troy University Montgomery,18,11808.0,12040.0,Montgomery,Montgomery,Alabama,11-23-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,11-23-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,11-23-2020
23,University of Alabama,"3,219",12353.0,12501.0,Tuscaloosa,Tuscaloosa,Alabama,11-23-2020
24,University of Alabama at Birmingham*,"2,119",30129.0,30620.0,Birmingham,Jefferson,Alabama,11-23-2020
25,University of Alabama in Huntsville,173,12264.0,12410.0,Huntsville,Madison,Alabama,11-23-2020
26,University of Montevallo,130,9729.0,9805.0,Montevallo,Shelby,Alabama,11-23-2020
27,University of North Alabama,426,3776.0,3829.0,Florence,Lauderdale,Alabama,11-23-2020
28,University of South Alabama,457,18948.0,19306.0,Mobile,Mobile,Alabama,11-23-2020
29,University of West Alabama,27,531.0,553.0,Livingston,Sumter,Alabama,11-23-2020
30,University of Alaska Anchorage,11,14934.0,14998.0,Anchorage,Anchorage,Alaska,11-23-2020
31,University of Alaska Fairbanks,104,3228.0,3245.0,Fairbanks,Fairbanks North Star,Alaska,11-23-2020
32,University of Alaska Southeast,1,800.0,804.0,Juneau,Juneau,Alaska,11-23-2020
33,Arizona State University,"2,862",187607.0,191503.0,Tempe,Maricopa,Arizona,11-23-2020
34,Arizona Western College,41,16451.0,16826.0,Yuma,Yuma,Arizona,11-23-2020
35,Dine College,5,4728.0,4921.0,Tsaile,Apache,Arizona,11-23-2020
36,Embry-Riddle Aeronautical University at Prescott,45,4422.0,4529.0,Prescott,Yavapai,Arizona,11-23-2020
37,Grand Canyon University,474,187607.0,191503.0,Phoenix,Maricopa,Arizona,11-23-2020
38,Midwestern University at Glendale,96,187607.0,191503.0,Glendale,Maricopa,Arizona,11-23-2020
39,Northern Arizona University,278,6824.0,6988.0,Flagstaff,Coconino,Arizona,11-23-2020
40,University of Arizona,"2,643",35985.0,36659.0,Tucson,Pima,Arizona,11-23-2020
41,Arkansas Northeastern College,28,2945.0,3024.0,Blytheville,Mississippi,Arkansas,11-23-2020
42,Arkansas State University,"1,026",6513.0,6585.0,Jonesboro,Craighead,Arkansas,11-23-2020
43,Arkansas State University-Newport,43,2895.0,2919.0,Newport,Jackson,Arkansas,11-23-2020
44,Arkansas Tech University,402,3452.0,3494.0,Russellville,Pope,Arkansas,11-23-2020
45,Black River Technical College,56,977.0,998.0,Pocahontas,Randolph,Arkansas,11-23-2020
46,Harding University,340,2802.0,2849.0,Searcy,White,Arkansas,11-23-2020
47,Henderson State University,128,739.0,749.0,Arkadelphia,Clark,Arkansas,11-23-2020
48,Hendrix College,20,4391.0,4444.0,Conway,Faulkner,Arkansas,11-23-2020
49,John Brown University,47,11057.0,11207.0,Siloam Springs,Benton,Arkansas,11-23-2020
50,Lyon College,15,1897.0,1968.0,Batesville,Independence,Arkansas,11-23-2020
51,National Park College,39,,,Hot Springs,,Arkansas,11-23-2020
52,NorthWest Arkansas Community College,23,11057.0,11207.0,Bentonville,Benton,Arkansas,11-23-2020
53,Ouachita Baptist University,183,739.0,749.0,Arkadelphia,Clark,Arkansas,11-23-2020
54,Southern Arkansas University,184,976.0,1000.0,Magnolia,Columbia,Arkansas,11-23-2020
55,University of Arkansas,"2,452",882.0,900.0,Fayetteville,Washington,Arkansas,11-23-2020
