,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,28373.0,28596.0,Huntsville,Madison,Alabama,01-26-2021
1,Alabama State University,2,19884.0,20220.0,Montgomery,Montgomery,Alabama,01-26-2021
2,Athens State University,35,8343.0,8424.0,Athens,Limestone,Alabama,01-26-2021
3,Auburn University*,"2,134",13269.0,13378.0,Auburn,Lee,Alabama,01-26-2021
4,Auburn University at Montgomery,140,19884.0,20220.0,Montgomery,Montgomery,Alabama,01-26-2021
5,Bevill State Community College,4,5884.0,6068.0,Jasper,Walker,Alabama,01-26-2021
6,Birmingham-Southern College,214,64140.0,65189.0,Birmingham,Jefferson,Alabama,01-26-2021
7,Calhoun Community College,84,8343.0,8424.0,Tanner,Limestone,Alabama,01-26-2021
8,Central Alabama Community College,39,3075.0,3184.0,Alexander City,Tallapoosa,Alabama,01-26-2021
9,Enterprise State Community College,41,4636.0,4705.0,Enterprise,Coffee,Alabama,01-26-2021
10,Gadsden State Community College,62,12007.0,12196.0,Gadsden,Etowah,Alabama,01-26-2021
11,Jacksonville State University,219,11398.0,11626.0,Jacksonville,Calhoun,Alabama,01-26-2021
12,Lurleen B. Wallace Community College,19,3365.0,3446.0,Andalusia,Covington,Alabama,01-26-2021
13,Marion Military Institute,13,987.0,1005.0,Marion,Perry,Alabama,01-26-2021
14,Samford University,480,64140.0,65189.0,Birmingham,Jefferson,Alabama,01-26-2021
15,Snead State Community College,19,12007.0,12196.0,Boaz,Etowah,Alabama,01-26-2021
16,Southern Union State Community College,59,1446.0,1482.0,Wadley,Randolph,Alabama,01-26-2021
17,Spring Hill College,124,31548.0,32138.0,Mobile,Mobile,Alabama,01-26-2021
18,Troy University,749,2642.0,2677.0,Troy,Pike,Alabama,01-26-2021
19,Troy University Dothan,17,8929.0,9097.0,Dothan,Houston,Alabama,01-26-2021
20,Troy University Montgomery,18,19884.0,20220.0,Montgomery,Montgomery,Alabama,01-26-2021
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,01-26-2021
22,Tuskegee University,110,,,Tuskeegee,,Alabama,01-26-2021
23,University of Alabama,"3,361",21427.0,21703.0,Tuscaloosa,Tuscaloosa,Alabama,01-26-2021
24,University of Alabama at Birmingham*,"2,286",64140.0,65189.0,Birmingham,Jefferson,Alabama,01-26-2021
25,University of Alabama in Huntsville,210,28373.0,28596.0,Huntsville,Madison,Alabama,01-26-2021
26,University of Montevallo,140,19446.0,19584.0,Montevallo,Shelby,Alabama,01-26-2021
27,University of North Alabama,488,7874.0,7986.0,Florence,Lauderdale,Alabama,01-26-2021
28,University of South Alabama,507,31548.0,32138.0,Mobile,Mobile,Alabama,01-26-2021
29,University of West Alabama,30,880.0,908.0,Livingston,Sumter,Alabama,01-26-2021
30,University of Alaska Anchorage,12,25027.0,25168.0,Anchorage,Anchorage,Alaska,01-26-2021
31,University of Alaska Fairbanks,130,5781.0,5806.0,Fairbanks,Fairbanks North Star,Alaska,01-26-2021
32,University of Alaska Southeast,1,1134.0,1139.0,Juneau,Juneau,Alaska,01-26-2021
33,Arizona State University,"3,642",448777.0,455830.0,Tempe,Maricopa,Arizona,01-26-2021
34,Arizona Western College,41,33862.0,34543.0,Yuma,Yuma,Arizona,01-26-2021
35,Dine College,5,8985.0,9283.0,Tsaile,Apache,Arizona,01-26-2021
36,Embry-Riddle Aeronautical University at Prescott,54,15567.0,15929.0,Prescott,Yavapai,Arizona,01-26-2021
37,Grand Canyon University,"1,372",448777.0,455830.0,Phoenix,Maricopa,Arizona,01-26-2021
38,Midwestern University at Glendale,158,448777.0,455830.0,Glendale,Maricopa,Arizona,01-26-2021
39,Northern Arizona University,354,14630.0,14894.0,Flagstaff,Coconino,Arizona,01-26-2021
40,University of Arizona,"2,959",96385.0,98034.0,Tucson,Pima,Arizona,01-26-2021
41,Arkansas Northeastern College,56,5006.0,5109.0,Blytheville,Mississippi,Arkansas,01-26-2021
42,Arkansas State University,"1,153",11815.0,11976.0,Jonesboro,Craighead,Arkansas,01-26-2021
43,Arkansas State University-Newport,43,6007.0,6056.0,Newport,Jackson,Arkansas,01-26-2021
44,Arkansas Tech University,402,6947.0,7030.0,Russellville,Pope,Arkansas,01-26-2021
