,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,22019.0,22197.0,Huntsville,Madison,Alabama,12-31-2020
1,Alabama State University,2,15840.0,16116.0,Montgomery,Montgomery,Alabama,12-31-2020
2,Athens State University,35,6764.0,6822.0,Athens,Limestone,Alabama,12-31-2020
3,Auburn University*,"2,134",10245.0,10320.0,Auburn,Lee,Alabama,12-31-2020
4,Auburn University at Montgomery,140,15840.0,16116.0,Montgomery,Montgomery,Alabama,12-31-2020
5,Bevill State Community College,4,5121.0,5259.0,Jasper,Walker,Alabama,12-31-2020
6,Birmingham-Southern College,214,51642.0,52339.0,Birmingham,Jefferson,Alabama,12-31-2020
7,Calhoun Community College,84,6764.0,6822.0,Tanner,Limestone,Alabama,12-31-2020
8,Central Alabama Community College,39,2270.0,2368.0,Alexander City,Tallapoosa,Alabama,12-31-2020
9,Enterprise State Community College,41,3556.0,3594.0,Enterprise,Coffee,Alabama,12-31-2020
10,Gadsden State Community College,62,9937.0,10031.0,Gadsden,Etowah,Alabama,12-31-2020
11,Jacksonville State University,219,9338.0,9494.0,Jacksonville,Calhoun,Alabama,12-31-2020
12,Lurleen B. Wallace Community College,19,2873.0,2913.0,Andalusia,Covington,Alabama,12-31-2020
13,Marion Military Institute,13,857.0,867.0,Marion,Perry,Alabama,12-31-2020
14,Samford University,480,51642.0,52339.0,Birmingham,Jefferson,Alabama,12-31-2020
15,Snead State Community College,19,9937.0,10031.0,Boaz,Etowah,Alabama,12-31-2020
16,Southern Union State Community College,59,1215.0,1245.0,Wadley,Randolph,Alabama,12-31-2020
17,Spring Hill College,124,25352.0,25858.0,Mobile,Mobile,Alabama,12-31-2020
18,Troy University,749,2000.0,2023.0,Troy,Pike,Alabama,12-31-2020
19,Troy University Dothan,17,7215.0,7279.0,Dothan,Houston,Alabama,12-31-2020
20,Troy University Montgomery,18,15840.0,16116.0,Montgomery,Montgomery,Alabama,12-31-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-31-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-31-2020
23,University of Alabama,"3,361",18250.0,18468.0,Tuscaloosa,Tuscaloosa,Alabama,12-31-2020
24,University of Alabama at Birmingham*,"2,286",51642.0,52339.0,Birmingham,Jefferson,Alabama,12-31-2020
25,University of Alabama in Huntsville,210,22019.0,22197.0,Huntsville,Madison,Alabama,12-31-2020
26,University of Montevallo,140,15565.0,15668.0,Montevallo,Shelby,Alabama,12-31-2020
27,University of North Alabama,488,6408.0,6478.0,Florence,Lauderdale,Alabama,12-31-2020
28,University of South Alabama,507,25352.0,25858.0,Mobile,Mobile,Alabama,12-31-2020
29,University of West Alabama,30,825.0,849.0,Livingston,Sumter,Alabama,12-31-2020
30,University of Alaska Anchorage,12,22802.0,22922.0,Anchorage,Anchorage,Alaska,12-31-2020
31,University of Alaska Fairbanks,130,4910.0,4929.0,Fairbanks,Fairbanks North Star,Alaska,12-31-2020
32,University of Alaska Southeast,1,1045.0,1050.0,Juneau,Juneau,Alaska,12-31-2020
33,Arizona State University,"3,642",313717.0,318827.0,Tempe,Maricopa,Arizona,12-31-2020
34,Arizona Western College,41,26847.0,27366.0,Yuma,Yuma,Arizona,12-31-2020
35,Dine College,5,7201.0,7438.0,Tsaile,Apache,Arizona,12-31-2020
36,Embry-Riddle Aeronautical University at Prescott,54,11101.0,11319.0,Prescott,Yavapai,Arizona,12-31-2020
37,Grand Canyon University,"1,372",313717.0,318827.0,Phoenix,Maricopa,Arizona,12-31-2020
38,Midwestern University at Glendale,158,313717.0,318827.0,Glendale,Maricopa,Arizona,12-31-2020
39,Northern Arizona University,354,10916.0,11126.0,Flagstaff,Coconino,Arizona,12-31-2020
40,University of Arizona,"2,959",68458.0,69522.0,Tucson,Pima,Arizona,12-31-2020
41,Arkansas Northeastern College,56,4299.0,4393.0,Blytheville,Mississippi,Arkansas,12-31-2020
42,Arkansas State University,"1,153",9941.0,10077.0,Jonesboro,Craighead,Arkansas,12-31-2020
43,Arkansas State University-Newport,43,5063.0,5097.0,Newport,Jackson,Arkansas,12-31-2020
44,Arkansas Tech University,402,5390.0,5448.0,Russellville,Pope,Arkansas,12-31-2020
45,Black River Technical College,85,1215.0,1245.0,Pocahontas,Randolph,Arkansas,12-31-2020
46,Central Baptist College,20,7526.0,7618.0,Conway,Faulkner,Arkansas,12-31-2020
47,Harding University,435,4679.0,4748.0,Searcy,White,Arkansas,12-31-2020
48,Henderson State University,172,1350.0,1371.0,Arkadelphia,Clark,Arkansas,12-31-2020
49,Hendrix College,22,7526.0,7618.0,Conway,Faulkner,Arkansas,12-31-2020
50,John Brown University,66,17494.0,17758.0,Siloam Springs,Benton,Arkansas,12-31-2020
51,Lyon College,22,2658.0,2751.0,Batesville,Independence,Arkansas,12-31-2020
52,National Park College,66,,,Hot Springs,,Arkansas,12-31-2020
53,North Arkansas College,76,2503.0,2571.0,Harrison,Boone,Arkansas,12-31-2020
54,NorthWest Arkansas Community College,34,17494.0,17758.0,Bentonville,Benton,Arkansas,12-31-2020
55,Ouachita Baptist University,197,1350.0,1371.0,Arkadelphia,Clark,Arkansas,12-31-2020
56,South Arkansas Community College,41,2355.0,2428.0,El Dorado,Union,Arkansas,12-31-2020
57,Southern Arkansas University,216,1526.0,1567.0,Magnolia,Columbia,Arkansas,12-31-2020
58,University of Arkansas,"2,742",1160.0,1184.0,Fayetteville,Washington,Arkansas,12-31-2020
59,University of Arkansas Community College Rich Mountain,19,1213.0,1255.0,Mena,Polk,Arkansas,12-31-2020
60,University of Arkansas Community College at Hope - Texarkana,32,2724.0,2749.0,Texarkana,Miller,Arkansas,12-31-2020
61,University of Arkansas Community College-Morrilton,34,1290.0,1306.0,Morrilton,Conway,Arkansas,12-31-2020
62,University of Arkansas at Fort Smith,192,9358.0,9514.0,Fort Smith,Sebastian,Arkansas,12-31-2020
63,University of Arkansas at Little Rock,218,24272.0,24662.0,Little Rock,Pulaski,Arkansas,12-31-2020
64,University of Arkansas at Monticello,106,1429.0,1448.0,Monticello,Drew,Arkansas,12-31-2020
65,University of Arkansas at Pine Bluff,201,51642.0,52339.0,Pine Bluff,Jefferson,Arkansas,12-31-2020
66,University of Arkansas for Medical Sciences,181,24272.0,24662.0,Little Rock,Pulaski,Arkansas,12-31-2020
67,University of Arkansas-Pulaski Technical College,108,24272.0,24662.0,North Little Rock,Pulaski,Arkansas,12-31-2020
68,University of Central Arkansas,563,7526.0,7618.0,Conway,Faulkner,Arkansas,12-31-2020
69,University of the Ozarks,63,1803.0,1823.0,Clarksville,Johnson,Arkansas,12-31-2020
70,Antelope Valley College,28,760257.0,770602.0,Lancaster,Los Angeles,California,12-31-2020
71,Azusa Pacific University,44,760257.0,770602.0,Azusa,Los Angeles,California,12-31-2020
72,Biola University,10,760257.0,770602.0,La Mirada,Los Angeles,California,12-31-2020
73,California Baptist University,25,178568.0,180553.0,Riverside,Riverside,California,12-31-2020
74,California Institute of Technology,48,760257.0,770602.0,Pasadena,Los Angeles,California,12-31-2020
75,California Lutheran University,22,38999.0,39259.0,Thousand Oaks,Ventura,California,12-31-2020
76,"California Polytechnic State University, San Luis Obispo",871,10408.0,10490.0,San Luis Obispo,San Luis Obispo,California,12-31-2020
77,"California State Polytechnic University, Pomona",22,760257.0,770602.0,Pomona,Los Angeles,California,12-31-2020
78,California State University Maritime Academy,8,19113.0,19211.0,Vallejo,Solano,California,12-31-2020
79,"California State University, Bakersfield",68,67806.0,68316.0,Bakersfield,Kern,California,12-31-2020
80,"California State University, Channel Islands",14,38999.0,39259.0,Camarillo,Ventura,California,12-31-2020
81,"California State University, Chico",233,7173.0,7269.0,Chico,Butte,California,12-31-2020
82,"California State University, Dominguez Hills",12,760257.0,770602.0,Carson,Los Angeles,California,12-31-2020
83,"California State University, East Bay",27,50933.0,51590.0,Hayward,Alameda,California,12-31-2020
84,"California State University, Fullerton",22,155308.0,157183.0,Fullerton,Orange,California,12-31-2020
85,"California State University, Long Beach",51,760257.0,770602.0,Long Beach,Los Angeles,California,12-31-2020
86,"California State University, Los Angeles",105,760257.0,770602.0,Los Angeles,Los Angeles,California,12-31-2020
87,"California State University, Monterey Bay",10,27099.0,27289.0,Marina,Monterey,California,12-31-2020
88,"California State University, Northridge",71,760257.0,770602.0,Los Angeles,Los Angeles,California,12-31-2020
89,"California State University, Sacramento",77,64697.0,65541.0,Sacramento,Sacramento,California,12-31-2020
90,"California State University, San Bernardino",28,192932.0,194377.0,San Bernardino,San Bernardino,California,12-31-2020
91,"California State University, San Marcos",45,154061.0,155595.0,San Marcos,San Diego,California,12-31-2020
92,"California State University, Stanislaus",20,33849.0,34465.0,Turlock,Stanislaus,California,12-31-2020
93,Chapman University,152,155308.0,157183.0,Orange,Orange,California,12-31-2020
94,Concordia University Irvine,23,155308.0,157183.0,Irvine,Orange,California,12-31-2020
95,Cypress College,19,155308.0,157183.0,Cypress,Orange,California,12-31-2020
