,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,9298.0,9394.0,Huntsville,Madison,Alabama,10-26-2020
1,Athens State University,2,2863.0,2893.0,Athens,Limestone,Alabama,10-26-2020
2,Auburn University*,"2,019",6485.0,6550.0,Auburn,Lee,Alabama,10-26-2020
3,Auburn University at Montgomery,59,10101.0,10298.0,Montgomery,Montgomery,Alabama,10-26-2020
4,Bevill State Community College,4,2731.0,2823.0,Jasper,Walker,Alabama,10-26-2020
5,Birmingham-Southern College,180,23066.0,23443.0,Birmingham,Jefferson,Alabama,10-26-2020
6,Calhoun Community College,31,2863.0,2893.0,Tanner,Limestone,Alabama,10-26-2020
7,Central Alabama Community College,24,1243.0,1330.0,Alexander City,Tallapoosa,Alabama,10-26-2020
8,Enterprise State Community College,31,1784.0,1795.0,Enterprise,Coffee,Alabama,10-26-2020
9,Gadsden State Community College,37,4261.0,4312.0,Gadsden,Etowah,Alabama,10-26-2020
10,Jacksonville State University,219,4560.0,4621.0,Jacksonville,Calhoun,Alabama,10-26-2020
11,Lurleen B. Wallace Community College,9,1726.0,1755.0,Andalusia,Covington,Alabama,10-26-2020
12,Marion Military Institute,5,587.0,593.0,Marion,Perry,Alabama,10-26-2020
13,Samford University,370,23066.0,23443.0,Birmingham,Jefferson,Alabama,10-26-2020
14,Snead State Community College,11,4261.0,4312.0,Boaz,Etowah,Alabama,10-26-2020
15,Southern Union State Community College,59,813.0,829.0,Wadley,Randolph,Alabama,10-26-2020
16,Spring Hill College,112,16619.0,16934.0,Mobile,Mobile,Alabama,10-26-2020
17,Troy University,547,1331.0,1344.0,Troy,Pike,Alabama,10-26-2020
18,Troy University Dothan,12,4146.0,4180.0,Dothan,Houston,Alabama,10-26-2020
19,Troy University Montgomery,13,10101.0,10298.0,Montgomery,Montgomery,Alabama,10-26-2020
20,Troy University-Phenix City Campus,8,,,Phenix,,Alabama,10-26-2020
21,Tuskegee University,62,,,Tuskeegee,,Alabama,10-26-2020
22,University of Alabama,"2,882",10274.0,10414.0,Tuscaloosa,Tuscaloosa,Alabama,10-26-2020
23,University of Alabama at Birmingham*,"1,562",23066.0,23443.0,Birmingham,Jefferson,Alabama,10-26-2020
24,University of Alabama in Huntsville,91,9298.0,9394.0,Huntsville,Madison,Alabama,10-26-2020
25,University of Montevallo,101,7373.0,7436.0,Montevallo,Shelby,Alabama,10-26-2020
26,University of North Alabama,301,2271.0,2313.0,Florence,Lauderdale,Alabama,10-26-2020
27,University of South Alabama,322,16619.0,16934.0,Mobile,Mobile,Alabama,10-26-2020
28,University of Alaska Anchorage,7,7174.0,7216.0,Anchorage,Anchorage,Alaska,10-26-2020
29,University of Alaska Fairbanks,85,1998.0,2011.0,Fairbanks,Fairbanks North Star,Alaska,10-26-2020
30,University of Alaska Southeast,1,431.0,434.0,Juneau,Juneau,Alaska,10-26-2020
31,Arizona State University,"2,369",151181.0,154722.0,Tempe,Maricopa,Arizona,10-26-2020
32,Arizona Western College,5,13292.0,13646.0,Yuma,Yuma,Arizona,10-26-2020
33,Dine College,7,3716.0,3885.0,Tsaile,Apache,Arizona,10-26-2020
34,Embry-Riddle Aeronautical University at Prescott,37,2805.0,2893.0,Prescott,Yavapai,Arizona,10-26-2020
35,Grand Canyon University,80,151181.0,154722.0,Phoenix,Maricopa,Arizona,10-26-2020
36,Midwestern University at Glendale,66,151181.0,154722.0,Glendale,Maricopa,Arizona,10-26-2020
37,Northern Arizona University,215,4943.0,5090.0,Flagstaff,Coconino,Arizona,10-26-2020
38,University of Arizona,"2,433",26939.0,27575.0,Tucson,Pima,Arizona,10-26-2020
39,Arkansas Northeastern College,28,2199.0,2267.0,Blytheville,Mississippi,Arkansas,10-26-2020
40,Arkansas State University,618,4429.0,4472.0,Jonesboro,Craighead,Arkansas,10-26-2020
41,Arkansas Tech University,293,2670.0,2707.0,Russellville,Pope,Arkansas,10-26-2020
42,Black River Technical College,51,813.0,829.0,Pocahontas,Randolph,Arkansas,10-26-2020
43,Harding University,250,1420.0,1452.0,Searcy,White,Arkansas,10-26-2020
44,Henderson State University,108,490.0,495.0,Arkadelphia,Clark,Arkansas,10-26-2020
45,Hendrix College,15,3289.0,3320.0,Conway,Faulkner,Arkansas,10-26-2020
46,John Brown University,35,7980.0,8098.0,Siloam Springs,Benton,Arkansas,10-26-2020
47,Lyon College,12,1410.0,1457.0,Batesville,Independence,Arkansas,10-26-2020
48,National Park College,29,,,Hot Springs,,Arkansas,10-26-2020
