,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,31319.0,31741.0,Huntsville,Madison,Alabama,02-18-2021
1,Alabama State University,2,21691.0,22167.0,Montgomery,Montgomery,Alabama,02-18-2021
2,Athens State University,35,9096.0,9223.0,Athens,Limestone,Alabama,02-18-2021
3,Auburn University*,"2,134",14588.0,14729.0,Auburn,Lee,Alabama,02-18-2021
4,Auburn University at Montgomery,140,21691.0,22167.0,Montgomery,Montgomery,Alabama,02-18-2021
5,Bevill State Community College,4,6164.0,6403.0,Jasper,Walker,Alabama,02-18-2021
6,Birmingham-Southern College,214,68571.0,69890.0,Birmingham,Jefferson,Alabama,02-18-2021
7,Calhoun Community College,84,9096.0,9223.0,Tanner,Limestone,Alabama,02-18-2021
8,Central Alabama Community College,39,3337.0,3475.0,Alexander City,Tallapoosa,Alabama,02-18-2021
9,Enterprise State Community College,41,5103.0,5194.0,Enterprise,Coffee,Alabama,02-18-2021
10,Gadsden State Community College,62,12712.0,13012.0,Gadsden,Etowah,Alabama,02-18-2021
11,Jacksonville State University,219,12568.0,12833.0,Jacksonville,Calhoun,Alabama,02-18-2021
12,Lurleen B. Wallace Community College,19,3788.0,3886.0,Andalusia,Covington,Alabama,02-18-2021
13,Marion Military Institute,13,1018.0,1045.0,Marion,Perry,Alabama,02-18-2021
14,Samford University,480,68571.0,69890.0,Birmingham,Jefferson,Alabama,02-18-2021
15,Snead State Community College,19,12712.0,13012.0,Boaz,Etowah,Alabama,02-18-2021
16,Southern Union State Community College,59,1556.0,1596.0,Wadley,Randolph,Alabama,02-18-2021
17,Spring Hill College,124,34485.0,35182.0,Mobile,Mobile,Alabama,02-18-2021
18,Troy University,749,2831.0,2901.0,Troy,Pike,Alabama,02-18-2021
19,Troy University Dothan,17,9718.0,9969.0,Dothan,Houston,Alabama,02-18-2021
20,Troy University Montgomery,18,21691.0,22167.0,Montgomery,Montgomery,Alabama,02-18-2021
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,02-18-2021
22,Tuskegee University,110,,,Tuskeegee,,Alabama,02-18-2021
23,University of Alabama,"3,361",23194.0,23595.0,Tuscaloosa,Tuscaloosa,Alabama,02-18-2021
24,University of Alabama at Birmingham*,"2,286",68571.0,69890.0,Birmingham,Jefferson,Alabama,02-18-2021
25,University of Alabama in Huntsville,210,31319.0,31741.0,Huntsville,Madison,Alabama,02-18-2021
26,University of Montevallo,140,21260.0,21461.0,Montevallo,Shelby,Alabama,02-18-2021
27,University of North Alabama,488,8303.0,8508.0,Florence,Lauderdale,Alabama,02-18-2021
28,University of South Alabama,507,34485.0,35182.0,Mobile,Mobile,Alabama,02-18-2021
29,University of West Alabama,30,942.0,973.0,Livingston,Sumter,Alabama,02-18-2021
30,University of Alaska Anchorage,12,26138.0,26292.0,Anchorage,Anchorage,Alaska,02-18-2021
31,University of Alaska Fairbanks,130,6072.0,6098.0,Fairbanks,Fairbanks North Star,Alaska,02-18-2021
32,University of Alaska Southeast,1,1208.0,1213.0,Juneau,Juneau,Alaska,02-18-2021
33,Arizona State University,"3,642",492538.0,501214.0,Tempe,Maricopa,Arizona,02-18-2021
34,Arizona Western College,41,35423.0,36190.0,Yuma,Yuma,Arizona,02-18-2021
35,Dine College,5,9843.0,10203.0,Tsaile,Apache,Arizona,02-18-2021
36,Embry-Riddle Aeronautical University at Prescott,54,16350.0,16793.0,Prescott,Yavapai,Arizona,02-18-2021
37,Grand Canyon University,"1,372",492538.0,501214.0,Phoenix,Maricopa,Arizona,02-18-2021
38,Midwestern University at Glendale,158,492538.0,501214.0,Glendale,Maricopa,Arizona,02-18-2021
39,Northern Arizona University,354,15833.0,16138.0,Flagstaff,Coconino,Arizona,02-18-2021
40,University of Arizona,"2,959",105463.0,107582.0,Tucson,Pima,Arizona,02-18-2021
41,Arkansas Northeastern College,56,5393.0,5505.0,Blytheville,Mississippi,Arkansas,02-18-2021
42,Arkansas State University,"1,153",12475.0,12649.0,Jonesboro,Craighead,Arkansas,02-18-2021
43,Arkansas State University-Newport,43,6326.0,6421.0,Newport,Jackson,Arkansas,02-18-2021
44,Arkansas Tech University,402,7475.0,7575.0,Russellville,Pope,Arkansas,02-18-2021
45,Black River Technical College,85,1556.0,1596.0,Pocahontas,Randolph,Arkansas,02-18-2021
46,Central Baptist College,20,11351.0,11499.0,Conway,Faulkner,Arkansas,02-18-2021
47,Harding University,435,6929.0,7033.0,Searcy,White,Arkansas,02-18-2021
48,Henderson State University,172,1947.0,1983.0,Arkadelphia,Clark,Arkansas,02-18-2021
49,Hendrix College,22,11351.0,11499.0,Conway,Faulkner,Arkansas,02-18-2021
50,John Brown University,66,26234.0,26615.0,Siloam Springs,Benton,Arkansas,02-18-2021
51,Lyon College,22,3514.0,3634.0,Batesville,Independence,Arkansas,02-18-2021
52,National Park College,66,,,Hot Springs,,Arkansas,02-18-2021
53,North Arkansas College,76,3497.0,3574.0,Harrison,Boone,Arkansas,02-18-2021
54,NorthWest Arkansas Community College,34,26234.0,26615.0,Bentonville,Benton,Arkansas,02-18-2021
55,Ouachita Baptist University,197,1947.0,1983.0,Arkadelphia,Clark,Arkansas,02-18-2021
56,South Arkansas Community College,41,3513.0,3611.0,El Dorado,Union,Arkansas,02-18-2021
57,Southern Arkansas University,216,2039.0,2092.0,Magnolia,Columbia,Arkansas,02-18-2021
58,University of Arkansas,"2,742",1503.0,1534.0,Fayetteville,Washington,Arkansas,02-18-2021
59,University of Arkansas Community College Rich Mountain,19,1785.0,1846.0,Mena,Polk,Arkansas,02-18-2021
60,University of Arkansas Community College at Hope - Texarkana,32,3673.0,3706.0,Texarkana,Miller,Arkansas,02-18-2021
61,University of Arkansas Community College-Morrilton,34,2093.0,2124.0,Morrilton,Conway,Arkansas,02-18-2021
62,University of Arkansas at Fort Smith,192,14098.0,14354.0,Fort Smith,Sebastian,Arkansas,02-18-2021
63,University of Arkansas at Little Rock,218,36009.0,36577.0,Little Rock,Pulaski,Arkansas,02-18-2021
64,University of Arkansas at Monticello,106,1906.0,1941.0,Monticello,Drew,Arkansas,02-18-2021
65,University of Arkansas at Pine Bluff,201,68571.0,69890.0,Pine Bluff,Jefferson,Arkansas,02-18-2021
66,University of Arkansas for Medical Sciences,181,36009.0,36577.0,Little Rock,Pulaski,Arkansas,02-18-2021
67,University of Arkansas-Pulaski Technical College,108,36009.0,36577.0,North Little Rock,Pulaski,Arkansas,02-18-2021
68,University of Central Arkansas,563,11351.0,11499.0,Conway,Faulkner,Arkansas,02-18-2021
69,University of the Ozarks,63,2630.0,2661.0,Clarksville,Johnson,Arkansas,02-18-2021
70,Antelope Valley College,28,1154826.0,1174340.0,Lancaster,Los Angeles,California,02-18-2021
71,Azusa Pacific University,44,1154826.0,1174340.0,Azusa,Los Angeles,California,02-18-2021
72,Biola University,10,1154826.0,1174340.0,La Mirada,Los Angeles,California,02-18-2021
73,California Baptist University,25,283601.0,287200.0,Riverside,Riverside,California,02-18-2021
74,California Institute of Technology,48,1154826.0,1174340.0,Pasadena,Los Angeles,California,02-18-2021
75,California Lutheran University,22,75467.0,76234.0,Thousand Oaks,Ventura,California,02-18-2021
76,"California Polytechnic State University, San Luis Obispo",871,19038.0,19248.0,San Luis Obispo,San Luis Obispo,California,02-18-2021
77,"California State Polytechnic University, Pomona",22,1154826.0,1174340.0,Pomona,Los Angeles,California,02-18-2021
78,California State University Maritime Academy,8,29534.0,29690.0,Vallejo,Solano,California,02-18-2021
79,"California State University, Bakersfield",68,100159.0,100849.0,Bakersfield,Kern,California,02-18-2021
80,"California State University, Channel Islands",14,75467.0,76234.0,Camarillo,Ventura,California,02-18-2021
81,"California State University, Chico",233,10617.0,10770.0,Chico,Butte,California,02-18-2021
82,"California State University, Dominguez Hills",12,1154826.0,1174340.0,Carson,Los Angeles,California,02-18-2021
83,"California State University, East Bay",27,77966.0,79092.0,Hayward,Alameda,California,02-18-2021
84,"California State University, Fullerton",22,254497.0,258182.0,Fullerton,Orange,California,02-18-2021
85,"California State University, Long Beach",51,1154826.0,1174340.0,Long Beach,Los Angeles,California,02-18-2021
86,"California State University, Los Angeles",105,1154826.0,1174340.0,Los Angeles,Los Angeles,California,02-18-2021
87,"California State University, Monterey Bay",10,41322.0,41632.0,Marina,Monterey,California,02-18-2021
88,"California State University, Northridge",71,1154826.0,1174340.0,Los Angeles,Los Angeles,California,02-18-2021
89,"California State University, Sacramento",77,89907.0,91309.0,Sacramento,Sacramento,California,02-18-2021
90,"California State University, San Bernardino",28,280864.0,283356.0,San Bernardino,San Bernardino,California,02-18-2021
91,"California State University, San Marcos",45,251855.0,254990.0,San Marcos,San Diego,California,02-18-2021
92,"California State University, Stanislaus",20,53812.0,54728.0,Turlock,Stanislaus,California,02-18-2021
93,Chapman University,152,254497.0,258182.0,Orange,Orange,California,02-18-2021
