,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,21027.0,21206.0,Huntsville,Madison,Alabama,12-27-2020
1,Alabama State University,2,15287.0,15558.0,Montgomery,Montgomery,Alabama,12-27-2020
2,Athens State University,35,6456.0,6511.0,Athens,Limestone,Alabama,12-27-2020
3,Auburn University*,"2,134",9782.0,9856.0,Auburn,Lee,Alabama,12-27-2020
4,Auburn University at Montgomery,140,15287.0,15558.0,Montgomery,Montgomery,Alabama,12-27-2020
5,Bevill State Community College,4,4903.0,5036.0,Jasper,Walker,Alabama,12-27-2020
6,Birmingham-Southern College,214,48987.0,49645.0,Birmingham,Jefferson,Alabama,12-27-2020
7,Calhoun Community College,84,6456.0,6511.0,Tanner,Limestone,Alabama,12-27-2020
8,Central Alabama Community College,39,2195.0,2293.0,Alexander City,Tallapoosa,Alabama,12-27-2020
9,Enterprise State Community College,41,3377.0,3415.0,Enterprise,Coffee,Alabama,12-27-2020
10,Gadsden State Community College,62,9544.0,9635.0,Gadsden,Etowah,Alabama,12-27-2020
11,Jacksonville State University,219,9083.0,9232.0,Jacksonville,Calhoun,Alabama,12-27-2020
12,Lurleen B. Wallace Community College,19,2760.0,2798.0,Andalusia,Covington,Alabama,12-27-2020
13,Marion Military Institute,13,818.0,827.0,Marion,Perry,Alabama,12-27-2020
14,Samford University,480,48987.0,49645.0,Birmingham,Jefferson,Alabama,12-27-2020
15,Snead State Community College,19,9544.0,9635.0,Boaz,Etowah,Alabama,12-27-2020
16,Southern Union State Community College,59,1186.0,1216.0,Wadley,Randolph,Alabama,12-27-2020
17,Spring Hill College,124,24446.0,24933.0,Mobile,Mobile,Alabama,12-27-2020
18,Troy University,749,1882.0,1905.0,Troy,Pike,Alabama,12-27-2020
19,Troy University Dothan,17,6832.0,6895.0,Dothan,Houston,Alabama,12-27-2020
20,Troy University Montgomery,18,15287.0,15558.0,Montgomery,Montgomery,Alabama,12-27-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-27-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-27-2020
23,University of Alabama,"3,361",17556.0,17772.0,Tuscaloosa,Tuscaloosa,Alabama,12-27-2020
24,University of Alabama at Birmingham*,"2,286",48987.0,49645.0,Birmingham,Jefferson,Alabama,12-27-2020
25,University of Alabama in Huntsville,210,21027.0,21206.0,Huntsville,Madison,Alabama,12-27-2020
26,University of Montevallo,140,14917.0,15020.0,Montevallo,Shelby,Alabama,12-27-2020
27,University of North Alabama,488,6049.0,6117.0,Florence,Lauderdale,Alabama,12-27-2020
28,University of South Alabama,507,24446.0,24933.0,Mobile,Mobile,Alabama,12-27-2020
29,University of West Alabama,30,794.0,818.0,Livingston,Sumter,Alabama,12-27-2020
30,University of Alaska Anchorage,12,22351.0,22469.0,Anchorage,Anchorage,Alaska,12-27-2020
31,University of Alaska Fairbanks,130,4811.0,4830.0,Fairbanks,Fairbanks North Star,Alaska,12-27-2020
32,University of Alaska Southeast,1,1025.0,1030.0,Juneau,Juneau,Alaska,12-27-2020
33,Arizona State University,"3,642",297800.0,302707.0,Tempe,Maricopa,Arizona,12-27-2020
34,Arizona Western College,41,26088.0,26586.0,Yuma,Yuma,Arizona,12-27-2020
35,Dine College,5,6967.0,7192.0,Tsaile,Apache,Arizona,12-27-2020
36,Embry-Riddle Aeronautical University at Prescott,54,10548.0,10740.0,Prescott,Yavapai,Arizona,12-27-2020
37,Grand Canyon University,"1,372",297800.0,302707.0,Phoenix,Maricopa,Arizona,12-27-2020
38,Midwestern University at Glendale,158,297800.0,302707.0,Glendale,Maricopa,Arizona,12-27-2020
39,Northern Arizona University,354,10572.0,10777.0,Flagstaff,Coconino,Arizona,12-27-2020
40,University of Arizona,"2,959",64932.0,65915.0,Tucson,Pima,Arizona,12-27-2020
41,Arkansas Northeastern College,56,4156.0,4248.0,Blytheville,Mississippi,Arkansas,12-27-2020
42,Arkansas State University,"1,153",9545.0,9676.0,Jonesboro,Craighead,Arkansas,12-27-2020
43,Arkansas State University-Newport,43,4863.0,4897.0,Newport,Jackson,Arkansas,12-27-2020
44,Arkansas Tech University,402,5143.0,5194.0,Russellville,Pope,Arkansas,12-27-2020
45,Black River Technical College,85,1186.0,1216.0,Pocahontas,Randolph,Arkansas,12-27-2020
46,Central Baptist College,20,7050.0,7137.0,Conway,Faulkner,Arkansas,12-27-2020
47,Harding University,435,4311.0,4378.0,Searcy,White,Arkansas,12-27-2020
48,Henderson State University,172,1281.0,1302.0,Arkadelphia,Clark,Arkansas,12-27-2020
49,Hendrix College,22,7050.0,7137.0,Conway,Faulkner,Arkansas,12-27-2020
50,John Brown University,66,16631.0,16884.0,Siloam Springs,Benton,Arkansas,12-27-2020
51,Lyon College,22,2563.0,2650.0,Batesville,Independence,Arkansas,12-27-2020
52,National Park College,66,,,Hot Springs,,Arkansas,12-27-2020
53,North Arkansas College,76,2397.0,2463.0,Harrison,Boone,Arkansas,12-27-2020
54,NorthWest Arkansas Community College,34,16631.0,16884.0,Bentonville,Benton,Arkansas,12-27-2020
55,Ouachita Baptist University,197,1281.0,1302.0,Arkadelphia,Clark,Arkansas,12-27-2020
56,South Arkansas Community College,41,2205.0,2278.0,El Dorado,Union,Arkansas,12-27-2020
57,Southern Arkansas University,216,1453.0,1493.0,Magnolia,Columbia,Arkansas,12-27-2020
58,University of Arkansas,"2,742",1134.0,1158.0,Fayetteville,Washington,Arkansas,12-27-2020
59,University of Arkansas Community College Rich Mountain,19,1148.0,1183.0,Mena,Polk,Arkansas,12-27-2020
60,University of Arkansas Community College at Hope - Texarkana,32,2630.0,2654.0,Texarkana,Miller,Arkansas,12-27-2020
61,University of Arkansas Community College-Morrilton,34,1211.0,1223.0,Morrilton,Conway,Arkansas,12-27-2020
62,University of Arkansas at Fort Smith,192,8933.0,9083.0,Fort Smith,Sebastian,Arkansas,12-27-2020
63,University of Arkansas at Little Rock,218,22879.0,23245.0,Little Rock,Pulaski,Arkansas,12-27-2020
64,University of Arkansas at Monticello,106,1392.0,1408.0,Monticello,Drew,Arkansas,12-27-2020
65,University of Arkansas at Pine Bluff,201,48987.0,49645.0,Pine Bluff,Jefferson,Arkansas,12-27-2020
66,University of Arkansas for Medical Sciences,181,22879.0,23245.0,Little Rock,Pulaski,Arkansas,12-27-2020
67,University of Arkansas-Pulaski Technical College,108,22879.0,23245.0,North Little Rock,Pulaski,Arkansas,12-27-2020
68,University of Central Arkansas,563,7050.0,7137.0,Conway,Faulkner,Arkansas,12-27-2020
69,University of the Ozarks,63,1717.0,1735.0,Clarksville,Johnson,Arkansas,12-27-2020
70,Antelope Valley College,28,710351.0,719833.0,Lancaster,Los Angeles,California,12-27-2020
71,Azusa Pacific University,44,710351.0,719833.0,Azusa,Los Angeles,California,12-27-2020
72,Biola University,10,710351.0,719833.0,La Mirada,Los Angeles,California,12-27-2020
73,California Baptist University,25,167531.0,169360.0,Riverside,Riverside,California,12-27-2020
74,California Institute of Technology,48,710351.0,719833.0,Pasadena,Los Angeles,California,12-27-2020
75,California Lutheran University,22,35831.0,36064.0,Thousand Oaks,Ventura,California,12-27-2020
76,"California Polytechnic State University, San Luis Obispo",871,9878.0,9945.0,San Luis Obispo,San Luis Obispo,California,12-27-2020
77,"California State Polytechnic University, Pomona",22,710351.0,719833.0,Pomona,Los Angeles,California,12-27-2020
78,California State University Maritime Academy,8,17433.0,17528.0,Vallejo,Solano,California,12-27-2020
79,"California State University, Bakersfield",68,63072.0,63557.0,Bakersfield,Kern,California,12-27-2020
80,"California State University, Channel Islands",14,35831.0,36064.0,Camarillo,Ventura,California,12-27-2020
81,"California State University, Chico",233,6885.0,6968.0,Chico,Butte,California,12-27-2020
82,"California State University, Dominguez Hills",12,710351.0,719833.0,Carson,Los Angeles,California,12-27-2020
83,"California State University, East Bay",27,48459.0,49084.0,Hayward,Alameda,California,12-27-2020
84,"California State University, Fullerton",22,145617.0,147463.0,Fullerton,Orange,California,12-27-2020
85,"California State University, Long Beach",51,710351.0,719833.0,Long Beach,Los Angeles,California,12-27-2020
86,"California State University, Los Angeles",105,710351.0,719833.0,Los Angeles,Los Angeles,California,12-27-2020
87,"California State University, Monterey Bay",10,25824.0,26010.0,Marina,Monterey,California,12-27-2020
88,"California State University, Northridge",71,710351.0,719833.0,Los Angeles,Los Angeles,California,12-27-2020
89,"California State University, Sacramento",77,61626.0,62435.0,Sacramento,Sacramento,California,12-27-2020
90,"California State University, San Bernardino",28,183674.0,185111.0,San Bernardino,San Bernardino,California,12-27-2020
91,"California State University, San Marcos",45,144377.0,145779.0,San Marcos,San Diego,California,12-27-2020
92,"California State University, Stanislaus",20,32570.0,33148.0,Turlock,Stanislaus,California,12-27-2020
93,Chapman University,152,145617.0,147463.0,Orange,Orange,California,12-27-2020
94,Concordia University Irvine,23,145617.0,147463.0,Irvine,Orange,California,12-27-2020
95,Cypress College,19,145617.0,147463.0,Cypress,Orange,California,12-27-2020
96,Dominican University of California,8,9369.0,9505.0,San Rafael,Marin,California,12-27-2020
97,El Camino Community College,14,710351.0,719833.0,Torrance,Los Angeles,California,12-27-2020
98,Feather River College,7,453.0,455.0,Quincy,Plumas,California,12-27-2020
99,Fresno Pacific University,13,62434.0,63080.0,Fresno,Fresno,California,12-27-2020
100,Fresno State University,48,62434.0,63080.0,Fresno,Fresno,California,12-27-2020
101,Harvey Mudd College,5,710351.0,719833.0,Claremont,Los Angeles,California,12-27-2020
102,Holy Names University,7,48459.0,49084.0,Oakland,Alameda,California,12-27-2020
103,Humboldt State University,31,1566.0,1584.0,Arcata,Humboldt,California,12-27-2020
104,Los Angeles Community College District‡,180,710351.0,719833.0,Los Angeles,Los Angeles,California,12-27-2020
105,Loyola Marymount University,34,710351.0,719833.0,Los Angeles,Los Angeles,California,12-27-2020
106,Menlo College,10,22696.0,22908.0,Atherton,San Mateo,California,12-27-2020
107,Mills College,3,48459.0,49084.0,Oakland,Alameda,California,12-27-2020
108,MiraCosta College,12,144377.0,145779.0,Oceanside,San Diego,California,12-27-2020
109,Occidental College‡,10,710351.0,719833.0,Los Angeles,Los Angeles,California,12-27-2020
110,Pepperdine University,36,710351.0,719833.0,Malibu,Los Angeles,California,12-27-2020
111,Pitzer College,1,710351.0,719833.0,Claremont,Los Angeles,California,12-27-2020
112,Point Loma Nazarene University‡,90,144377.0,145779.0,San Diego,San Diego,California,12-27-2020
113,Pomona College,16,710351.0,719833.0,Claremont,Los Angeles,California,12-27-2020
114,Rio Hondo College*,31,710351.0,719833.0,Whittier,Los Angeles,California,12-27-2020
115,Saint Mary's College of California,15,37817.0,38138.0,Moraga,Contra Costa,California,12-27-2020
