,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,21706.0,21884.0,Huntsville,Madison,Alabama,12-30-2020
1,Alabama State University,2,15713.0,15986.0,Montgomery,Montgomery,Alabama,12-30-2020
2,Athens State University,35,6668.0,6724.0,Athens,Limestone,Alabama,12-30-2020
3,Auburn University*,"2,134",10084.0,10159.0,Auburn,Lee,Alabama,12-30-2020
4,Auburn University at Montgomery,140,15713.0,15986.0,Montgomery,Montgomery,Alabama,12-30-2020
5,Bevill State Community College,4,5048.0,5185.0,Jasper,Walker,Alabama,12-30-2020
6,Birmingham-Southern College,214,50982.0,51676.0,Birmingham,Jefferson,Alabama,12-30-2020
7,Calhoun Community College,84,6668.0,6724.0,Tanner,Limestone,Alabama,12-30-2020
8,Central Alabama Community College,39,2256.0,2354.0,Alexander City,Tallapoosa,Alabama,12-30-2020
9,Enterprise State Community College,41,3498.0,3536.0,Enterprise,Coffee,Alabama,12-30-2020
10,Gadsden State Community College,62,9847.0,9937.0,Gadsden,Etowah,Alabama,12-30-2020
11,Jacksonville State University,219,9273.0,9428.0,Jacksonville,Calhoun,Alabama,12-30-2020
12,Lurleen B. Wallace Community College,19,2830.0,2868.0,Andalusia,Covington,Alabama,12-30-2020
13,Marion Military Institute,13,844.0,853.0,Marion,Perry,Alabama,12-30-2020
14,Samford University,480,50982.0,51676.0,Birmingham,Jefferson,Alabama,12-30-2020
15,Snead State Community College,19,9847.0,9937.0,Boaz,Etowah,Alabama,12-30-2020
16,Southern Union State Community College,59,1205.0,1235.0,Wadley,Randolph,Alabama,12-30-2020
17,Spring Hill College,124,25141.0,25635.0,Mobile,Mobile,Alabama,12-30-2020
18,Troy University,749,1967.0,1990.0,Troy,Pike,Alabama,12-30-2020
19,Troy University Dothan,17,7094.0,7157.0,Dothan,Houston,Alabama,12-30-2020
20,Troy University Montgomery,18,15713.0,15986.0,Montgomery,Montgomery,Alabama,12-30-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-30-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-30-2020
23,University of Alabama,"3,361",18125.0,18341.0,Tuscaloosa,Tuscaloosa,Alabama,12-30-2020
24,University of Alabama at Birmingham*,"2,286",50982.0,51676.0,Birmingham,Jefferson,Alabama,12-30-2020
25,University of Alabama in Huntsville,210,21706.0,21884.0,Huntsville,Madison,Alabama,12-30-2020
26,University of Montevallo,140,15398.0,15501.0,Montevallo,Shelby,Alabama,12-30-2020
27,University of North Alabama,488,6302.0,6371.0,Florence,Lauderdale,Alabama,12-30-2020
28,University of South Alabama,507,25141.0,25635.0,Mobile,Mobile,Alabama,12-30-2020
29,University of West Alabama,30,810.0,834.0,Livingston,Sumter,Alabama,12-30-2020
