,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,8355.0,8438.0,Huntsville,Madison,Alabama,10-09-2020
1,Athens State University,2,2416.0,2439.0,Athens,Limestone,Alabama,10-09-2020
2,Auburn University*,"1,982",6204.0,6268.0,Auburn,Lee,Alabama,10-09-2020
3,Bevill State Community College,4,2423.0,2513.0,Jasper,Walker,Alabama,10-09-2020
4,Birmingham-Southern College,125,20801.0,21162.0,Birmingham,Jefferson,Alabama,10-09-2020
5,Calhoun Community College,28,2416.0,2439.0,Tanner,Limestone,Alabama,10-09-2020
6,Central Alabama Community College,24,1128.0,1213.0,Alexander City,Tallapoosa,Alabama,10-09-2020
7,Enterprise State Community College,27,1506.0,1513.0,Enterprise,Coffee,Alabama,10-09-2020
8,Gadsden State Community College,32,3709.0,3754.0,Gadsden,Etowah,Alabama,10-09-2020
9,Jacksonville State University,219,3756.0,3803.0,Jacksonville,Calhoun,Alabama,10-09-2020
10,Lurleen B. Wallace Community College,9,1504.0,1533.0,Andalusia,Covington,Alabama,10-09-2020
11,Marion Military Institute,3,559.0,565.0,Marion,Perry,Alabama,10-09-2020
12,Samford University,327,20801.0,21162.0,Birmingham,Jefferson,Alabama,10-09-2020
13,Snead State Community College,11,3709.0,3754.0,Boaz,Etowah,Alabama,10-09-2020
14,Southern Union State Community College,59,717.0,730.0,Wadley,Randolph,Alabama,10-09-2020
15,Spring Hill College,104,13563.0,13871.0,Mobile,Mobile,Alabama,10-09-2020
16,Troy University,160,1247.0,1259.0,Troy,Pike,Alabama,10-09-2020
17,Troy University Dothan,8,3441.0,3466.0,Dothan,Houston,Alabama,10-09-2020
18,Troy University Montgomery,11,8964.0,9152.0,Montgomery,Montgomery,Alabama,10-09-2020
19,Troy University-Phenix City Campus,7,,,Phenix,,Alabama,10-09-2020
20,Tuskegee University,62,,,Tuskeegee,,Alabama,10-09-2020
21,University of Alabama,"2,784",9264.0,9390.0,Tuscaloosa,Tuscaloosa,Alabama,10-09-2020
22,University of Alabama at Birmingham*,"1,353",20801.0,21162.0,Birmingham,Jefferson,Alabama,10-09-2020
23,University of Alabama in Huntsville,81,8355.0,8438.0,Huntsville,Madison,Alabama,10-09-2020
24,University of Montevallo,87,6531.0,6589.0,Montevallo,Shelby,Alabama,10-09-2020
25,University of North Alabama,259,1857.0,1894.0,Florence,Lauderdale,Alabama,10-09-2020
26,University of South Alabama,276,13563.0,13871.0,Mobile,Mobile,Alabama,10-09-2020
27,University of Alaska Anchorage,4,5100.0,5138.0,Anchorage,Anchorage,Alaska,10-09-2020
28,University of Alaska Fairbanks,66,1447.0,1458.0,Fairbanks,Fairbanks North Star,Alaska,10-09-2020
29,University of Alaska Southeast,1,306.0,308.0,Juneau,Juneau,Alaska,10-09-2020
30,Arizona State University,"1,821",141840.0,145298.0,Tempe,Maricopa,Arizona,10-09-2020
31,Arizona Western College,5,12594.0,12941.0,Yuma,Yuma,Arizona,10-09-2020
32,Embry-Riddle Aeronautical University at Prescott,37,2598.0,2682.0,Prescott,Yavapai,Arizona,10-09-2020
33,Grand Canyon University,80,141840.0,145298.0,Phoenix,Maricopa,Arizona,10-09-2020
34,Midwestern University at Glendale,63,141840.0,145298.0,Glendale,Maricopa,Arizona,10-09-2020
35,Northern Arizona University,188,4256.0,4401.0,Flagstaff,Coconino,Arizona,10-09-2020
36,University of Arizona,"2,381",25657.0,26287.0,Tucson,Pima,Arizona,10-09-2020
37,Arkansas State University,548,3510.0,3539.0,Jonesboro,Craighead,Arkansas,10-09-2020
38,Arkansas Tech University,199,2317.0,2353.0,Russellville,Pope,Arkansas,10-09-2020
39,Harding University,127,1043.0,1073.0,Searcy,White,Arkansas,10-09-2020
40,Henderson State University,88,408.0,412.0,Arkadelphia,Clark,Arkansas,10-09-2020
41,Hendrix College,9,2847.0,2871.0,Conway,Faulkner,Arkansas,10-09-2020
42,John Brown University,30,7023.0,7121.0,Siloam Springs,Benton,Arkansas,10-09-2020
43,Lyon College,12,1259.0,1285.0,Batesville,Independence,Arkansas,10-09-2020
44,National Park College,21,,,Hot Springs,,Arkansas,10-09-2020
45,NorthWest Arkansas Community College,4,7023.0,7121.0,Bentonville,Benton,Arkansas,10-09-2020
46,Ouachita Baptist University,116,408.0,412.0,Arkadelphia,Clark,Arkansas,10-09-2020
47,Southern Arkansas University,113,584.0,602.0,Magnolia,Columbia,Arkansas,10-09-2020
48,University of Arkansas,"2,034",577.0,589.0,Fayetteville,Washington,Arkansas,10-09-2020
49,University of Arkansas Community College Rich Mountain,2,300.0,304.0,Mena,Polk,Arkansas,10-09-2020
50,University of Arkansas at Little Rock,114,10051.0,10224.0,Little Rock,Pulaski,Arkansas,10-09-2020
51,University of Arkansas at Monticello,27,367.0,374.0,Monticello,Drew,Arkansas,10-09-2020
52,University of Arkansas at Pine Bluff,139,20801.0,21162.0,Pine Bluff,Jefferson,Arkansas,10-09-2020
53,University of Arkansas for Medical Sciences,40,10051.0,10224.0,Little Rock,Pulaski,Arkansas,10-09-2020
54,University of Arkansas-Fort Smith,61,4116.0,4188.0,Fort Smith,Sebastian,Arkansas,10-09-2020
55,University of Central Arkansas,238,2847.0,2871.0,Conway,Faulkner,Arkansas,10-09-2020
56,University of the Ozarks,37,897.0,904.0,Clarksville,Johnson,Arkansas,10-09-2020
57,Antelope Valley College,9,273168.0,279909.0,Lancaster,Los Angeles,California,10-09-2020
58,Biola University,2,273168.0,279909.0,La Mirada,Los Angeles,California,10-09-2020
59,California Institute of Technology,25,273168.0,279909.0,Pasadena,Los Angeles,California,10-09-2020
60,California Lutheran University,6,13242.0,13399.0,Thousand Oaks,Ventura,California,10-09-2020
61,"California Polytechnic State University, San Luis Obispo",127,3784.0,3815.0,San Luis Obispo,San Luis Obispo,California,10-09-2020
62,"California State Polytechnic University, Pomona",12,273168.0,279909.0,Pomona,Los Angeles,California,10-09-2020
63,California State University Maritime Academy,3,6676.0,6750.0,Vallejo,Solano,California,10-09-2020
64,"California State University, Bakersfield",3,32354.0,32741.0,Bakersfield,Kern,California,10-09-2020
65,"California State University, Channel Islands",3,13242.0,13399.0,Camarillo,Ventura,California,10-09-2020
66,"California State University, Chico",195,2890.0,2935.0,Chico,Butte,California,10-09-2020
67,"California State University, Dominguez Hills",9,273168.0,279909.0,Carson,Los Angeles,California,10-09-2020
68,"California State University, East Bay",18,21502.0,21942.0,Hayward,Alameda,California,10-09-2020
