,USA,RUS,JPN,IND,CHN,COL,MEX,BRA,UKR,PER,SWE,ITA,ESP,NLD,CHL,DEU,MYS,CAN,GBR,FRA,BEL,AUS,PAK,DNK,NZL,FIN,ALB,GNB,BOL,CPV,LKA,CYP,PAN,KEN,MKD,MUS,BTN,CHE,ROU,YEM,ERI,BDI,VNM,BRN,PHL,BWA,TTO,LBY,EST,ECU,ISR,BGD,COG,MNG,NAM,KWT,CIV,STP,TUN,MDG,MAR,SMR,BLR,TZA,ETH,HRV,TUR,LIE,OMN,NER,BFA,MCO,TGO,CUB,NPL,KAZ,SRB,KNA,DMA,IRL,CMR,PRT,NGA,LUX,TLS,MWI,JOR,LTU,BHR,MNE,TCD,AGO,SYR,GTM,NIC,ARM,SWZ,UZB,COD,HTI,ZAF,MDV,CAF,MLI,PNG,BEN,GUY,KGZ,GEO,BHS,ZWE,SEN,ARE,LAO,VCT,SSD,SLV,JAM,LCA,GIN,AZE,SUR,FJI,MMR,SYC,ATG,LBR,GRD,QAT,AUT,VEN,CZE,ARG,UGA,KOR,ISL,GRC,BLZ,MRT,EGY,LBN,GHA,RWA,SLE,GAB,IRQ,AFG,MDA,PRY,MLT,MOZ,AND,SVK,NOR,GMB,CRI,IRN,IDN,SGP,BIH,DOM,THA,DJI,HUN,BRB,SOM,LVA,GNQ,SVN,SDN,ZMB,TWN,BGR,SAU,HND,DZA,POL,URY,KHM
2020-05-18,1509914,290678,16305,100328,84063,16295,51633,255368,18616,94933,30377,225886,231606,44341,46059,176551,6941,80033,247709,182147,55559,7068,42125,11166,1499,6380,948,1032,4263,328,992,916,9726,912,1817,332,21,30597,17036,130,39,42,324,141,12718,25,116,65,1784,33582,16570,23870,412,140,16,15691,2119,246,1043,322,6952,668,30572,509,352,2228,150593,83,5379,909,796,97,330,1881,375,6751,10699,15,16,24200,3529,29209,6175,3947,24,70,629,1551,7184,324,519,50,58,1912,25,4823,205,2791,1538,358,16433,1106,327,874,8,339,124,1216,701,96,46,2544,24190,19,17,290,1413,520,18,2796,3387,11,18,191,11,25,226,22,33969,16269,618,8586,8371,248,11078,1802,2836,18,81,12764,931,5735,297,519,1432,3554,7072,6138,788,558,145,761,1495,8257,24,866,122492,18010,28343,2304,12725,3031,1518,3535,88,1455,1009,719,1466,2591,761,440,2235,57345,2798,7201,18885,737,122
2020-05-19,1530025,299941,16367,106475,84063,16935,54346,271885,18876,99483,30799,226699,232037,44449,49579,177778,6978,81183,250138,182648,55791,7072,43966,11242,1503,6399,949,1038,4481,335,1027,917,9867,963,1839,332,21,30618,17191,167,39,42,324,141,12942,25,116,68,1791,34151,16592,25121,420,140,16,16764,2153,251,1044,326,7023,668,31508,509,365,2232,151615,83,5671,914,796,97,338,1887,402,6751,10733,15,16,24251,3529,29432,6401,3958,24,70,649,1559,7532,324,545,52,58,2133,254,5041,208,2855,1629,456,17200,1143,366,901,8,130,125,1243,707,96,46,2617,25063,19,17,290,1498,520,18,2863,3518,11,18,193,11,25,229,22,35606,16321,749,8647,8809,260,11110,1802,2840,18,131,13484,954,6096,308,534,1502,3611,7655,6340,829,569,146,761,1495,8267,24,882,124603,18496,28794,2321,13223,3033,1618,3556,90,1502,1012,825,1467,2591,772,440,2259,59854,2955,7377,19268,738,122
2020-05-20,1553139,308705,16367,112028,84063,17687,56594,294624,19230,104020,31523,227364,232555,44647,53617,178473,7009,82488,249619,183129,55983,7081,45898,11315,1503,6443,964,1089,4919,349,1028,918,9977,1029,1858,332,21,30658,17387,180,39,42,324,141,13221,25,116,69,1794,34854,16607,26738,420,140,16,17568,2231,251,1045,371,7133,668,32426,509,389,2234,152587,83,6043,920,809,97,340,1900,427,6969,10833,15,16,24315,3733,29660,6677,3971,24,71,672,1580,7888,324,565,52,58,2265,254,5271,217,2939,1731,533,18003,1186,418,931,8,130,125,1270,713,97,48,2714,26004,19,18,290,1571,529,18,2863,3631,11,18,199,11,25,233,22,37097,16353,824,8721,9283,264,11122,1803,2850,18,141,14229,961,6269,314,570,1567,3724,8145,6553,833,584,156,762,1496,8281,24,897,126949,19189,29364,2338,13477,3034,1828,3598,90,1573,1016,890,1468,2728,832,440,2292,62545,2955,7542,19739,746,122
2020-05-21,1578654,317554,16424,118226,84063,18330,59567,312761,19706,108769,32172,228006,233037,44900,57581,179021,7059,83650,252246,183396,56235,7095,48091,11380,1504,6493,969,1109,5187,356,1055,922,10116,1109,1898,332,21,30694,17585,193,39,42,324,141,13434,29,116,71,1800,35306,16624,28511,469,140,18,18609,2301,251,1046,405,7211,670,33371,509,399,2237,153548,83,6370,924,812,97,354,1908,457,7234,10919,15,16,24391,4288,29912,7016,3980,24,72,684,1592,8174,324,588,58,58,2512,279,5606,220,2964,1835,596,19137,1216,436,947,8,135,127,1313,721,97,51,2812,26898,19,18,481,1640,534,18,3067,3749,11,18,199,11,25,238,22,38651,16404,882,8754,9931,160,11142,1803,2853,18,173,15003,1024,6269,320,585,1567,3877,8676,6704,836,599,162,762,1502,8309,24,903,129341,20162,29812,2350,13657,3037,2047,3641,90,1594,1025,903,1468,3138,866,440,2331,65077,3204,7728,20143,749,123
2020-05-22,1602534,326448,16513,124794,84081,19131,62527,334568,20148,111698,32809,228658,234824,45088,61857,179710,7137,84814,255544,183813,56511,7099,50694,11428,1504,6537,981,1114,5579,362,1068,923,10267,1161,1921,332,21,30707,17712,205,39,42,324,141,13597,30,116,72,1807,35828,16643,30205,469,141,19,19564,2341,251,1048,448,7332,672,34303,509,433,2243,154500,83,6794,937,814,97,363,1916,516,7919,11024,15,16,24506,4400,30200,7261,3981,24,82,700,1598,8414,324,611,60,59,2743,279,5928,225,3028,1945,663,20125,1274,479,969,8,135,127,1350,723,97,51,2909,27892,19,18,563,1725,544,18,3067,3855,11,18,199,11,25,240,22,40481,16436,944,8813,10649,175,11165,1803,2873,18,200,15786,1086,6486,321,606,1728,3964,9216,6847,838,600,164,762,1503,8332,25,911,131652,20796,30426,2372,13989,3037,2270,3678,90,1594,1030,960,1468,3138,920,441,2372,67719,3477,7918,20619,753,123
2020-05-23,1623750,335882,16536,131423,84084,20177,65856,351565,20580,115754,33188,229327,235290,45265,65393,179986,7185,85823,258504,184040,56810,7114,52437,11487,1504,6568,989,1114,5915,371,1089,927,10577,1192,1941,332,24,30725,17857,212,39,42,325,141,13777,30,116,75,1821,36258,16648,32078,487,141,20,20464,2366,251,1048,488,7406,672,35244,509,494,2243,155686,83,7257,943,814,98,373,1931,584,7919,11092,15,16,24582,4400,30471,7526,3990,24,82,704,1612,8802,324,648,61,70,3054,279,6302,238,3115,2025,734,21343,1313,552,1015,8,135,127,1365,728,100,56,2976,28704,19,18,655,1819,550,18,3176,3982,11,18,201,11,25,249,22,42213,16486,1010,8890,11353,198,11190,1804,2876,18,227,16513,1097,6617,325,621,1934,4272,9952,6994,850,609,168,762,1504,8346,25,918,133521,21745,31068,2391,14422,3040,2270,3713,92,1594,1046,960,1468,3378,920,441,2408,70161,3477,8113,20931,764,124
2020-05-24,1644755,344481,16550,138536,84095,21175,68620,366033,20986,119959,33459,229858,235772,45437,69102,180328,7245,86749,260916,184259,57092,7114,54601,11559,1504,6579,998,1114,6263,380,1141,927,10926,1214,1978,334,24,30736,18070,222,39,42,325,141,14035,35,116,75,1823,36756,16661,33610,487,141,21,21302,2376,251,1051,527,7433,672,36198,509,582,2244,156827,83,7770,945,814,98,381,1941,603,8531,11159,15,16,24639,4890,30623,7839,3992,24,83,708,1618,9138,324,675,69,86,3424,279,6661,250,3164,2141,812,22583,1371,604,1030,8,191,135,1403,730,100,56,3047,29485,19,18,655,1915,552,18,3275,4122,11,18,201,11,25,255,22,43714,16503,1121,8955,12076,198,11206,1804,2878,18,237,17265,1114,6683,327,707,1934,4469,10668,7093,862,610,194,762,1509,8352,25,930,135701,22271,31616,2401,14801,3040,2270,3741,92,1594,1047,960,1468,3634,920,441,2427,72560,3950,8306,21326,769,124
2020-05-25,1663784,353427,16581,144950,84102,21981,71105,378840,21245,123979,33843,230158,235400,45647,73997,180600,7417,87697,262547,184584,57342,7126,56349,11586,1504,6599,1004,1178,6660,390,1182,935,11183,1286,1999,334,27,30746,18283,233,39,42,326,141,14319,35,116,75,1824,37355,16683,35585,487,141,21,21967,2423,299,1051,542,7532,672,37144,509,655,2244,157814,83,7770,951,832,98,386,1947,682,8969,11193,15,16,24698,4890,30788,8068,3993,24,101,711,1628,9171,324,687,70,106,3760,279,7113,256,3189,2297,865,23615,1395,652,1059,8,191,137,1433,731,100,56,3130,30307,19,18,806,1983,556,18,3275,4271,11,18,203,11,25,265,23,45465,16539,1177,9002,12628,222,11225,1804,2882,18,262,17967,1119,6808,336,735,2135,4632,11180,7147,865,611,209,763,1511,8364,25,951,137724,22750,31960,2406,15073,3042,2468,3756,92,1689,1049,1043,1469,3826,920,441,2433,74795,4189,8503,21631,787,124
2020-05-26,1681654,362342,16623,150793,84103,23003,74560,395167,21584,129751,34440,230555,236259,45780,77961,181200,7604,88502,266599,184839,57455,7139,57705,11627,1504,6628,1029,1178,7136,390,1319,937,11447,1348,2014,334,27,30761,18429,249,39,42,327,141,14669,35,116,77,1834,37355,16733,36751,487,141,21,22575,2477,441,1051,586,7577,672,38059,509,701,2244,158762,83,8118,952,832,98,391,1963,772,8969,11227,15,16,24735,5436,31007,8344,3995,24,101,718,1632,9366,324,700,70,121,3954,759,7402,261,3290,2403,958,24264,1438,671,1077,8,208,139,1468,732,100,56,3161,31086,19,18,806,2042,564,18,3275,4403,11,18,206,11,25,265,23,47207,16557,1211,9050,13228,253,11265,1804,2889,18,268,18756,1140,7117,339,754,2238,4848,11917,7305,877,611,213,763,1513,8383,25,956,139511,23165,32343,2416,15264,3045,2468,3771,92,1711,1053,1043,1469,3976,920,441,2443,76726,4401,8697,22074,789,124
2020-05-27,1700902,370680,16651,158086,84106,24104,78023,415366,21905,135905,35088,231139,236259,45970,82289,181524,7619,89380,268619,185012,57592,7150,59151,11680,1504,6692,1050,1195,7768,390,1469,939,11728,1471,2039,334,28,30776,18594,255,39,42,327,141,15049,35,116,99,1840,38103,16773,38292,571,148,22,23267,2556,443,1051,612,7601,672,38956,509,731,2244,159797,83,8373,952,845,98,395,1974,886,9304,11275,15,16,24803,5436,31292,8733,4001,24,101,720,1640,9692,324,715,71,121,4145,759,7774,272,3369,2546,1063,25937,1457,702,1116,8,210,139,1520,735,100,132,3253,31969,19,18,994,2109,569,18,3275,4568,12,18,206,11,25,266,23,48947,16591,1245,9086,13933,281,11344,1805,2903,18,292,19666,1161,7303,346,782,2319,5135,12465,7537,884,612,227,763,1515,8401,25,984,141591,23851,32876,2435,15723,3054,2697,3793,92,1731,1057,1043,1471,4146,1057,441,2460,78541,4640,8857,22473,803,124
2020-05-28,1722837,379051,16588,165386,84106,24141,81400,443703,22382,141779,35727,231732,237906,46152,86943,182196,7629,90219,270508,188355,57849,7165,61227,11712,1504,6743,1076,1195,8387,390,1530,939,12131,1618,2077,334,31,30796,18791,278,39,42,327,141,15588,35,116,105,1851,38471,16850,40321,571,161,22,24112,2641,458,1068,656,7643,672,39858,509,831,2245,160979,83,9009,955,847,98,422,1983,1042,9576,11300,15,16,24841,5436,31596,8915,4008,24,203,728,1649,10052,324,726,74,122,4348,759,8216,279,3444,2660,1174,27403,1513,755,1194,8,210,150,1594,738,101,149,3348,32532,19,25,994,2194,569,18,3553,4759,12,18,206,11,25,266,23,50914,16628,1325,9140,14702,317,11402,1805,2906,18,346,20793,1168,7303,349,812,2431,5457,13102,7725,900,616,233,763,1520,8411,25,1000,143849,24538,33249,2462,16068,3065,2914,3816,92,1828,1061,1043,1473,4346,1057,441,2477,80185,4752,8997,22825,811,124
2020-05-29,1747538,387623,16661,173491,84123,25406,84627,470593,22811,141779,36476,232248,238564,46328,90638,182922,7732,91054,272607,188949,58061,7184,64028,11793,1504,6776,1099,1256,8731,405,1558,941,12531,1745,2129,335,31,30828,18982,283,39,42,328,141,16634,35,116,118,1859,38571,16963,42844,571,179,23,25184,2750,463,1071,698,7714,687,40764,509,968,2245,162120,83,9820,955,847,98,428,2005,1212,9932,11354,15,16,24876,5436,31946,9302,4012,24,273,730,1654,10449,324,759,81,122,4607,759,8676,279,3468,2833,1320,29240,1591,874,1226,8,224,150,1662,746,102,149,3429,33170,19,26,994,2278,575,18,3656,4989,12,18,207,11,25,269,23,52907,16655,1370,9196,15419,329,11441,1805,2909,18,423,22082,1172,7616,355,829,2613,5873,13745,7896,917,616,234,764,1520,8422,25,1022,146668,25216,33860,2485,16531,3076,2914,3841,92,1828,1064,1306,1473,4346,1057,442,2485,81766,4752,9134,23155,816,124
2020-05-30,1772195,396575,16706,181827,84128,26734,87512,502914,23204,155671,37113,232664,239228,46460,94858,183189,7762,91805,274219,190743,58186,7192,66457,11833,1504,6826,1122,1256,9592,421,1620,941,13018,1888,2164,335,33,30845,19133,310,39,63,328,141,17224,35,117,130,1865,38571,16992,44608,571,179,23,26192,2799,479,1076,758,7780,687,41658,509,1063,2246,163103,83,10423,956,847,99,433,2025,1401,10382,11381,15,16,24929,5904,32203,9855,4016,24,279,734,1662,10793,324,759,84,122,4739,759,8927,283,3546,2966,1443,30967,1672,962,1250,8,224,152,1722,757,102,174,3535,33896,19,26,994,2395,581,18,3706,5246,14,18,224,11,25,273,23,55262,16685,1459,9230,16214,413,11468,1806,2915,18,483,23449,1191,7768,359,852,2655,6179,14529,8098,964,618,244,764,1521,8437,25,1047,148950,25773,34366,2494,16908,3077,3194,3867,92,1916,1065,1306,1473,4521,1057,442,2499,83384,5094,9267,23571,821,125
2020-05-31,1792223,405843,16741,190609,84146,27219,90664,516137,23672,164476,37542,232997,239479,46645,99688,183410,7819,92488,276156,190975,58381,7202,69496,11869,1504,6859,1137,1256,9982,435,1633,943,13463,1962,2226,335,43,30862,19257,323,39,63,328,141,18086,35,117,156,1869,39098,17079,47153,611,179,24,27043,2833,483,1077,771,7807,687,42556,509,1172,2246,163942,83,11437,958,847,99,442,2045,1572,10858,11412,15,16,24990,5904,32500,10162,4018,24,284,739,1667,11398,324,778,86,122,5087,759,9282,285,3623,3070,1584,32683,1773,1011,1265,8,232,153,1748,783,102,178,3645,34557,19,26,994,2517,586,18,3706,5494,23,18,224,11,26,280,23,56910,16731,1510,9268,16851,417,11503,1806,2917,18,530,24985,1220,8070,370,861,2655,6439,15180,8251,986,618,254,764,1521,8440,25,1056,151466,26473,34884,2510,17285,3081,3354,3876,92,1976,1066,1306,1473,4800,1057,442,2513,85261,5202,9394,23786,823,125
2020-06-01,1812568,414328,16778,198370,84154,29384,93435,531286,24562,170039,37814,233197,239638,46749,105158,183594,7857,93330,277736,191382,58517,7221,72460,11899,1504,6885,1143,1339,10531,458,1643,944,13837,2021,2315,335,43,30871,19398,354,39,63,328,141,18638,38,117,168,1870,39098,17179,49534,611,185,25,27762,2951,484,1084,826,7833,687,43403,509,1257,2246,164769,83,12223,958,847,99,443,2083,1811,11308,11430,15,16,25062,6397,32700,10578,4019,24,336,746,1671,11871,324,790,86,123,5336,759,9492,293,3702,3195,1865,34357,1829,1069,1315,8,243,153,1817,794,102,203,3739,35192,19,26,994,2582,588,18,3844,5662,44,18,228,11,26,288,23,58433,16733,1662,9302,17415,457,11541,1806,2918,18,588,26384,1233,8070,377,865,2655,6868,15836,8360,995,619,254,765,1522,8446,25,1084,154445,26940,35292,2524,17572,3082,3569,3892,92,2023,1066,1306,1473,5026,1089,443,2519,87142,5362,9513,24165,825,125
2020-06-02,1833600,423186,16829,207191,84161,30593,97326,562963,24895,178165,38589,233515,239932,46852,108686,183879,7877,93991,279392,190603,58615,7229,76398,11934,1504,6887,1164,1339,10991,466,1683,949,14095,2093,2391,335,47,30874,19517,399,39,63,328,141,18997,40,117,182,1870,40414,17300,52445,611,185,25,28649,3024,484,1086,845,7866,687,44255,509,1344,2246,165555,83,12799,960,881,99,445,2092,2099,11571,11454,15,18,25066,6585,32895,10819,4020,24,358,755,1676,12311,324,803,86,123,5586,1118,10009,294,3760,3326,2124,35812,1841,1069,1351,8,244,153,1845,796,102,206,3836,35788,19,26,994,2653,590,18,3886,5935,54,18,232,11,26,296,23,60259,16759,1819,9364,18319,489,11590,1806,2937,18,668,27536,1242,8297,384,896,2803,7387,16578,8548,1013,620,307,844,1522,8455,25,1105,157562,27549,35836,2535,17752,3083,3779,3921,92,2089,1071,1306,1475,5173,1089,443,2538,89011,5527,9626,24395,826,125
2020-06-03,1853454,431715,16858,216824,84160,31935,101238,589048,25385,178914,40803,233836,240326,46939,113628,184121,7970,94658,281270,190905,58685,7240,80463,11971,1504,6911,1184,1339,11638,477,1749,952,14609,2216,2492,335,47,30893,19669,419,39,63,328,141,19748,40,117,196,1880,40966,17397,55140,611,185,25,29359,3110,484,1087,908,7922,687,45116,509,1486,2246,166422,83,13537,961,884,99,452,2107,2300,12067,11523,15,18,25111,6585,33261,11166,4024,24,369,757,1679,12815,324,820,86,123,5760,1118,10524,295,3843,3495,2226,37525,1850,1173,1386,8,244,153,1871,800,102,222,3932,36359,19,26,994,2705,591,18,3933,6260,74,18,233,11,26,311,23,62160,16771,1952,9438,19268,507,11629,1806,2952,18,745,28615,1256,8548,397,909,2902,8168,17353,8795,1070,622,316,851,1525,8477,26,1157,160696,28233,36405,2551,18040,3084,3935,3931,92,2146,1079,1306,1477,5310,1089,443,2560,91182,5690,9733,24687,828,125
2020-06-04,1874900,440538,16902,226713,84171,33466,105680,621002,25981,183198,41883,234013,240660,47148,118292,184472,8247,95283,283079,191737,58767,7247,85264,12011,1504,6911,1197,1339,12245,502,1797,958,15044,2340,2611,335,47,30913,19907,453,39,63,328,141,20382,40,117,209,1890,40966,17539,57563,611,186,25,29921,3262,485,1087,957,8003,687,45981,509,1636,2247,167410,83,14316,963,885,99,465,2119,2634,12067,11571,15,18,25142,6789,33592,11516,4027,24,393,765,1684,13296,324,828,86,124,6154,1118,11221,300,3939,3644,2507,40792,1872,1288,1461,8,261,153,1899,801,102,237,4021,37018,19,26,994,2781,591,19,3991,6522,82,18,236,11,26,316,23,63741,16805,2087,9494,20197,522,11668,1806,2952,18,784,29767,1306,8885,410,914,2955,8840,17977,9018,1086,622,352,852,1526,8504,26,1194,164270,28818,36922,2594,18319,3101,4054,3954,92,2204,1082,1306,1477,5499,1089,443,2585,93157,5880,9831,25048,832,125
