,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,11037.0,11155.0,Huntsville,Madison,Alabama,11-14-2020
1,Athens State University,23,3574.0,3615.0,Athens,Limestone,Alabama,11-14-2020
2,Auburn University*,"2,047",7116.0,7181.0,Auburn,Lee,Alabama,11-14-2020
3,Auburn University at Montgomery,80,11304.0,11528.0,Montgomery,Montgomery,Alabama,11-14-2020
4,Bevill State Community College,4,3182.0,3278.0,Jasper,Walker,Alabama,11-14-2020
5,Birmingham-Southern College,196,27118.0,27579.0,Birmingham,Jefferson,Alabama,11-14-2020
6,Calhoun Community College,36,3574.0,3615.0,Tanner,Limestone,Alabama,11-14-2020
7,Central Alabama Community College,24,1504.0,1592.0,Alexander City,Tallapoosa,Alabama,11-14-2020
8,Enterprise State Community College,32,2141.0,2155.0,Enterprise,Coffee,Alabama,11-14-2020
9,Gadsden State Community College,45,5229.0,5290.0,Gadsden,Etowah,Alabama,11-14-2020
10,Jacksonville State University,219,5393.0,5470.0,Jacksonville,Calhoun,Alabama,11-14-2020
11,Lurleen B. Wallace Community College,16,1990.0,2022.0,Andalusia,Covington,Alabama,11-14-2020
12,Marion Military Institute,5,633.0,639.0,Marion,Perry,Alabama,11-14-2020
13,Samford University,379,27118.0,27579.0,Birmingham,Jefferson,Alabama,11-14-2020
14,Snead State Community College,13,5229.0,5290.0,Boaz,Etowah,Alabama,11-14-2020
15,Southern Union State Community College,59,919.0,939.0,Wadley,Randolph,Alabama,11-14-2020
16,Spring Hill College,113,18108.0,18445.0,Mobile,Mobile,Alabama,11-14-2020
17,Troy University,628,1478.0,1492.0,Troy,Pike,Alabama,11-14-2020
18,Troy University Dothan,12,4676.0,4713.0,Dothan,Houston,Alabama,11-14-2020
19,Troy University Montgomery,16,11304.0,11528.0,Montgomery,Montgomery,Alabama,11-14-2020
20,Troy University-Phenix City Campus,8,,,Phenix,,Alabama,11-14-2020
21,Tuskegee University,69,,,Tuskeegee,,Alabama,11-14-2020
22,University of Alabama,"3,037",11578.0,11726.0,Tuscaloosa,Tuscaloosa,Alabama,11-14-2020
23,University of Alabama at Birmingham*,"1,779",27118.0,27579.0,Birmingham,Jefferson,Alabama,11-14-2020
24,University of Alabama in Huntsville,119,11037.0,11155.0,Huntsville,Madison,Alabama,11-14-2020
25,University of Montevallo,110,8840.0,8913.0,Montevallo,Shelby,Alabama,11-14-2020
26,University of North Alabama,370,3208.0,3259.0,Florence,Lauderdale,Alabama,11-14-2020
27,University of South Alabama,378,18108.0,18445.0,Mobile,Mobile,Alabama,11-14-2020
28,University of Alaska Anchorage,10,11919.0,11979.0,Anchorage,Anchorage,Alaska,11-14-2020
29,University of Alaska Fairbanks,94,2802.0,2819.0,Fairbanks,Fairbanks North Star,Alaska,11-14-2020
30,University of Alaska Southeast,1,727.0,731.0,Juneau,Juneau,Alaska,11-14-2020
