,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,10179.0,10284.0,Huntsville,Madison,Alabama,11-07-2020
1,Athens State University,23,3274.0,3311.0,Athens,Limestone,Alabama,11-07-2020
2,Auburn University*,"2,047",6813.0,6878.0,Auburn,Lee,Alabama,11-07-2020
3,Auburn University at Montgomery,80,10861.0,11080.0,Montgomery,Montgomery,Alabama,11-07-2020
4,Bevill State Community College,4,3033.0,3129.0,Jasper,Walker,Alabama,11-07-2020
5,Birmingham-Southern College,196,25224.0,25627.0,Birmingham,Jefferson,Alabama,11-07-2020
6,Calhoun Community College,36,3274.0,3311.0,Tanner,Limestone,Alabama,11-07-2020
7,Central Alabama Community College,24,1380.0,1467.0,Alexander City,Tallapoosa,Alabama,11-07-2020
8,Enterprise State Community College,32,1958.0,1970.0,Enterprise,Coffee,Alabama,11-07-2020
9,Gadsden State Community College,45,4795.0,4853.0,Gadsden,Etowah,Alabama,11-07-2020
10,Jacksonville State University,219,5086.0,5153.0,Jacksonville,Calhoun,Alabama,11-07-2020
11,Lurleen B. Wallace Community College,16,1909.0,1941.0,Andalusia,Covington,Alabama,11-07-2020
12,Marion Military Institute,5,612.0,618.0,Marion,Perry,Alabama,11-07-2020
13,Samford University,379,25224.0,25627.0,Birmingham,Jefferson,Alabama,11-07-2020
14,Snead State Community College,13,4795.0,4853.0,Boaz,Etowah,Alabama,11-07-2020
15,Southern Union State Community College,59,870.0,888.0,Wadley,Randolph,Alabama,11-07-2020
16,Spring Hill College,113,17402.0,17729.0,Mobile,Mobile,Alabama,11-07-2020
17,Troy University,628,1411.0,1425.0,Troy,Pike,Alabama,11-07-2020
18,Troy University Dothan,12,4436.0,4472.0,Dothan,Houston,Alabama,11-07-2020
19,Troy University Montgomery,16,10861.0,11080.0,Montgomery,Montgomery,Alabama,11-07-2020
20,Troy University-Phenix City Campus,8,,,Phenix,,Alabama,11-07-2020
21,Tuskegee University,69,,,Tuskeegee,,Alabama,11-07-2020
22,University of Alabama,"3,037",10995.0,11141.0,Tuscaloosa,Tuscaloosa,Alabama,11-07-2020
23,University of Alabama at Birmingham*,"1,779",25224.0,25627.0,Birmingham,Jefferson,Alabama,11-07-2020
24,University of Alabama in Huntsville,119,10179.0,10284.0,Huntsville,Madison,Alabama,11-07-2020
25,University of Montevallo,110,8111.0,8182.0,Montevallo,Shelby,Alabama,11-07-2020
26,University of North Alabama,370,2864.0,2911.0,Florence,Lauderdale,Alabama,11-07-2020
27,University of South Alabama,378,17402.0,17729.0,Mobile,Mobile,Alabama,11-07-2020
28,University of Alaska Anchorage,10,9863.0,9914.0,Anchorage,Anchorage,Alaska,11-07-2020
29,University of Alaska Fairbanks,94,2489.0,2505.0,Fairbanks,Fairbanks North Star,Alaska,11-07-2020
30,University of Alaska Southeast,1,649.0,652.0,Juneau,Juneau,Alaska,11-07-2020
31,Arizona State University,"2,518",162003.0,165702.0,Tempe,Maricopa,Arizona,11-07-2020
32,Arizona Western College,41,14014.0,14377.0,Yuma,Yuma,Arizona,11-07-2020
33,Dine College,7,3944.0,4127.0,Tsaile,Apache,Arizona,11-07-2020
34,Embry-Riddle Aeronautical University at Prescott,37,3177.0,3276.0,Prescott,Yavapai,Arizona,11-07-2020
35,Grand Canyon University,230,162003.0,165702.0,Phoenix,Maricopa,Arizona,11-07-2020
36,Midwestern University at Glendale,72,162003.0,165702.0,Glendale,Maricopa,Arizona,11-07-2020
37,Northern Arizona University,268,5622.0,5773.0,Flagstaff,Coconino,Arizona,11-07-2020
38,University of Arizona,"2,517",29408.0,30066.0,Tucson,Pima,Arizona,11-07-2020
39,Arkansas Northeastern College,28,2529.0,2599.0,Blytheville,Mississippi,Arkansas,11-07-2020
40,Arkansas State University,692,5398.0,5452.0,Jonesboro,Craighead,Arkansas,11-07-2020
41,Arkansas Tech University,340,2935.0,2973.0,Russellville,Pope,Arkansas,11-07-2020
42,Black River Technical College,56,870.0,888.0,Pocahontas,Randolph,Arkansas,11-07-2020
43,Harding University,300,1864.0,1902.0,Searcy,White,Arkansas,11-07-2020
44,Henderson State University,116,589.0,595.0,Arkadelphia,Clark,Arkansas,11-07-2020
45,Hendrix College,17,3675.0,3719.0,Conway,Faulkner,Arkansas,11-07-2020
46,John Brown University,36,9301.0,9430.0,Siloam Springs,Benton,Arkansas,11-07-2020
47,Lyon College,12,1533.0,1599.0,Batesville,Independence,Arkansas,11-07-2020
48,National Park College,36,,,Hot Springs,,Arkansas,11-07-2020
49,NorthWest Arkansas Community College,16,9301.0,9430.0,Bentonville,Benton,Arkansas,11-07-2020
50,Ouachita Baptist University,147,589.0,595.0,Arkadelphia,Clark,Arkansas,11-07-2020
51,Southern Arkansas University,144,776.0,798.0,Magnolia,Columbia,Arkansas,11-07-2020
52,University of Arkansas,"2,262",794.0,806.0,Fayetteville,Washington,Arkansas,11-07-2020
53,University of Arkansas Community College Rich Mountain,19,426.0,431.0,Mena,Polk,Arkansas,11-07-2020
54,University of Arkansas Community College at Hope - Texarkana,16,1755.0,1777.0,Texarkana,Miller,Arkansas,11-07-2020
55,University of Arkansas Community College-Morrilton,34,397.0,401.0,Morrilton,Conway,Arkansas,11-07-2020
56,University of Arkansas at Fort Smith,104,5356.0,5461.0,Fort Smith,Sebastian,Arkansas,11-07-2020
57,University of Arkansas at Little Rock,149,12898.0,13126.0,Little Rock,Pulaski,Arkansas,11-07-2020
58,University of Arkansas at Monticello,40,465.0,472.0,Monticello,Drew,Arkansas,11-07-2020
59,University of Arkansas at Pine Bluff,172,25224.0,25627.0,Pine Bluff,Jefferson,Arkansas,11-07-2020
60,University of Arkansas for Medical Sciences,69,12898.0,13126.0,Little Rock,Pulaski,Arkansas,11-07-2020
61,University of Central Arkansas,379,3675.0,3719.0,Conway,Faulkner,Arkansas,11-07-2020
62,University of the Ozarks,52,1078.0,1089.0,Clarksville,Johnson,Arkansas,11-07-2020
63,Antelope Valley College,14,312807.0,319977.0,Lancaster,Los Angeles,California,11-07-2020
64,Azusa Pacific University,8,312807.0,319977.0,Azusa,Los Angeles,California,11-07-2020
65,Biola University,6,312807.0,319977.0,La Mirada,Los Angeles,California,11-07-2020
66,California Baptist University,9,69363.0,70696.0,Riverside,Riverside,California,11-07-2020
67,California Institute of Technology,29,312807.0,319977.0,Pasadena,Los Angeles,California,11-07-2020
68,California Lutheran University,7,15053.0,15222.0,Thousand Oaks,Ventura,California,11-07-2020
69,"California Polytechnic State University, San Luis Obispo",271,4535.0,4568.0,San Luis Obispo,San Luis Obispo,California,11-07-2020
70,"California State Polytechnic University, Pomona",16,312807.0,319977.0,Pomona,Los Angeles,California,11-07-2020
71,California State University Maritime Academy,3,8053.0,8132.0,Vallejo,Solano,California,11-07-2020
72,"California State University, Bakersfield",5,34634.0,35063.0,Bakersfield,Kern,California,11-07-2020
73,"California State University, Channel Islands",9,15053.0,15222.0,Camarillo,Ventura,California,11-07-2020
74,"California State University, Chico",204,3200.0,3254.0,Chico,Butte,California,11-07-2020
75,"California State University, Dominguez Hills",9,312807.0,319977.0,Carson,Los Angeles,California,11-07-2020
76,"California State University, East Bay",22,24189.0,24664.0,Hayward,Alameda,California,11-07-2020
77,"California State University, Fullerton",10,60237.0,61743.0,Fullerton,Orange,California,11-07-2020
78,"California State University, Long Beach",32,312807.0,319977.0,Long Beach,Los Angeles,California,11-07-2020
79,"California State University, Los Angeles",88,312807.0,319977.0,Los Angeles,Los Angeles,California,11-07-2020
80,"California State University, Monterey Bay",5,12037.0,12136.0,Marina,Monterey,California,11-07-2020
81,"California State University, Northridge",39,312807.0,319977.0,Los Angeles,Los Angeles,California,11-07-2020
82,"California State University, Sacramento",43,27022.0,27530.0,Sacramento,Sacramento,California,11-07-2020
83,"California State University, San Bernardino",30,67149.0,68242.0,San Bernardino,San Bernardino,California,11-07-2020
84,"California State University, San Marcos",27,58748.0,59656.0,San Marcos,San Diego,California,11-07-2020
85,"California State University, Stanislaus",15,17961.0,18368.0,Turlock,Stanislaus,California,11-07-2020
86,Chapman University,37,60237.0,61743.0,Orange,Orange,California,11-07-2020
87,Concordia University Irvine,10,60237.0,61743.0,Irvine,Orange,California,11-07-2020
88,Cypress College,9,60237.0,61743.0,Cypress,Orange,California,11-07-2020
89,Dominican University of California,4,7105.0,7232.0,San Rafael,Marin,California,11-07-2020
90,Feather River College,7,99.0,99.0,Quincy,Plumas,California,11-07-2020
91,Fresno State University,30,31824.0,32278.0,Fresno,Fresno,California,11-07-2020
92,Harvey Mudd College,5,312807.0,319977.0,Claremont,Los Angeles,California,11-07-2020
93,Holy Names University,2,24189.0,24664.0,Oakland,Alameda,California,11-07-2020
94,Humboldt State University,12,595.0,605.0,Arcata,Humboldt,California,11-07-2020
95,Los Angeles Community College District‡,175,312807.0,319977.0,Los Angeles,Los Angeles,California,11-07-2020
96,Loyola Marymount University,21,312807.0,319977.0,Los Angeles,Los Angeles,California,11-07-2020
97,Menlo College,3,11648.0,11810.0,Atherton,San Mateo,California,11-07-2020
98,Mills College,3,24189.0,24664.0,Oakland,Alameda,California,11-07-2020
99,MiraCosta College,9,58748.0,59656.0,Oceanside,San Diego,California,11-07-2020
100,Occidental College,5,312807.0,319977.0,Los Angeles,Los Angeles,California,11-07-2020
101,Pepperdine University,26,312807.0,319977.0,Malibu,Los Angeles,California,11-07-2020
102,Pitzer College,1,312807.0,319977.0,Claremont,Los Angeles,California,11-07-2020
103,Point Loma Nazarene University,46,58748.0,59656.0,San Diego,San Diego,California,11-07-2020
104,Pomona College,1,312807.0,319977.0,Claremont,Los Angeles,California,11-07-2020
105,Rio Hondo College*,19,312807.0,319977.0,Whittier,Los Angeles,California,11-07-2020
106,Saint Mary's College of California,9,19535.0,19785.0,Moraga,Contra Costa,California,11-07-2020
107,San Diego City College,5,58748.0,59656.0,San Diego,San Diego,California,11-07-2020
108,San Diego Mesa College,2,58748.0,59656.0,San Diego,San Diego,California,11-07-2020
109,San Diego Miramar College,2,58748.0,59656.0,San Diego,San Diego,California,11-07-2020
110,San Diego State University System,"1,301",58748.0,59656.0,San Diego,San Diego,California,11-07-2020
111,San Francisco State University,7,12709.0,12860.0,San Francisco,San Francisco,California,11-07-2020
112,San Jose State University,54,25707.0,26137.0,San Jose,Santa Clara,California,11-07-2020
113,Santa Ana College,9,60237.0,61743.0,Santa Ana,Orange,California,11-07-2020
114,Santa Clara University,36,25707.0,26137.0,Santa Clara,Santa Clara,California,11-07-2020
115,Santa Monica College,5,312807.0,319977.0,Santa Monica,Los Angeles,California,11-07-2020
116,Scripps College,4,312807.0,319977.0,Claremont,Los Angeles,California,11-07-2020
117,Shasta College,5,2441.0,2475.0,Redding,Shasta,California,11-07-2020
118,Sonoma State University,4,,,Ronhert Park,,California,11-07-2020
119,Southwestern College,10,58748.0,59656.0,Chula Vista,San Diego,California,11-07-2020
120,Stanford University*,165,25707.0,26137.0,Stanford,Santa Clara,California,11-07-2020
121,"University of California, Berkeley",238,24189.0,24664.0,Berkeley,Alameda,California,11-07-2020
122,"University of California, Davis",96,3400.0,3463.0,Davis,Yolo,California,11-07-2020
123,"University of California, Hastings College of Law",5,12709.0,12860.0,San Francisco,San Francisco,California,11-07-2020
124,"University of California, Irvine",119,60237.0,61743.0,Irvine,Orange,California,11-07-2020
125,"University of California, Los Angeles",251,312807.0,319977.0,Los Angeles,Los Angeles,California,11-07-2020
126,"University of California, Merced",22,9818.0,9982.0,Merced,Merced,California,11-07-2020
127,"University of California, Riverside",80,69363.0,70696.0,Riverside,Riverside,California,11-07-2020
128,"University of California, San Diego*",384,58748.0,59656.0,San Diego,San Diego,California,11-07-2020
129,"University of California, San Francisco*",263,12709.0,12860.0,San Francisco,San Francisco,California,11-07-2020
130,"University of California, Santa Barbara",33,9997.0,10128.0,Santa Barbara,Santa Barbara,California,11-07-2020
131,"University of California, Santa Cruz",20,3044.0,3110.0,Santa Cruz,Santa Cruz,California,11-07-2020
132,University of Redlands,9,67149.0,68242.0,Redlands,San Bernardino,California,11-07-2020
133,University of San Diego,175,58748.0,59656.0,San Diego,San Diego,California,11-07-2020
134,University of San Francisco,9,12709.0,12860.0,San Francisco,San Francisco,California,11-07-2020
135,University of Southern California,556,312807.0,319977.0,Los Angeles,Los Angeles,California,11-07-2020
136,University of the Pacific,10,22141.0,22635.0,Stockton,San Joaquin,California,11-07-2020
137,Westmont College,8,9997.0,10128.0,Santa Barbara,Santa Barbara,California,11-07-2020
138,Whittier College,2,312807.0,319977.0,Whittier,Los Angeles,California,11-07-2020
139,Adams State University,17,380.0,389.0,Alamosa,Alamosa,Colorado,11-07-2020
140,Arapahoe Community College,29,15575.0,15965.0,Littleton,Arapahoe,Colorado,11-07-2020
141,Colorado Christian University,25,,,Lakewood,,Colorado,11-07-2020
142,Colorado College,18,13546.0,13755.0,Colorado Springs,El Paso,Colorado,11-07-2020
143,Colorado Mesa University,164,2212.0,2238.0,Grand Junction,Mesa,Colorado,11-07-2020
144,Colorado Mountain College Glenwood Springs,10,1378.0,1383.0,Glenwood Springs,Garfield,Colorado,11-07-2020
145,Colorado School of Mines,109,25224.0,25627.0,Golden,Jefferson,Colorado,11-07-2020
146,Colorado State University,727,5234.0,5294.0,Fort Collins,Larimer,Colorado,11-07-2020
147,Colorado State University-Pueblo,54,3027.0,3081.0,Pueblo,Pueblo,Colorado,11-07-2020
148,Community College of Denver,21,17622.0,17894.0,Denver,Adams,Colorado,11-07-2020
149,Fort Lewis College,42,452.0,454.0,Durango,La Plata,Colorado,11-07-2020
150,Front Range Community College,19,17622.0,17894.0,Westminster,Adams,Colorado,11-07-2020
151,Johnson & Wales University-Denver,1,17622.0,17894.0,Denver,Adams,Colorado,11-07-2020
152,Metropolitan State University of Denver,50,17622.0,17894.0,Denver,Adams,Colorado,11-07-2020
153,Morgan Community College,6,4778.0,4818.0,Fort Morgan,Morgan,Colorado,11-07-2020
154,Pikes Peak Community College,40,13546.0,13755.0,Colorado Springs,El Paso,Colorado,11-07-2020
155,Pueblo Community College,5,3027.0,3081.0,Pueblo,Pueblo,Colorado,11-07-2020
156,Regis University,101,17622.0,17894.0,Denver,Adams,Colorado,11-07-2020
157,Trinidad State Junior College,4,96.0,96.0,Trinidad,Las Animas,Colorado,11-07-2020
158,United States Air Force Academy,2,,,Air Force Academy,,Colorado,11-07-2020
159,University of Colorado Boulder,"1,943",6658.0,6754.0,Boulder,Boulder,Colorado,11-07-2020
160,University of Colorado Colorado Springs,55,13546.0,13755.0,Colorado Springs,El Paso,Colorado,11-07-2020
161,University of Colorado Denver and Anschutz Medical Campus*,94,17622.0,17894.0,Aurora,Adams,Colorado,11-07-2020
162,University of Denver,289,17622.0,17894.0,Denver,Adams,Colorado,11-07-2020
163,University of Northern Colorado,99,7627.0,7790.0,Greeley,Weld,Colorado,11-07-2020
164,Western Colorado University,13,337.0,344.0,Gunnison,Gunnison,Colorado,11-07-2020
165,Albertus Magnus College,4,18017.0,19154.0,New Haven,New Haven,Connecticut,11-07-2020
166,Central Connecticut State University,99,18264.0,19769.0,New Britain,Hartford,Connecticut,11-07-2020
