,School,Cases,City,State,Date
451,Indiana University Kokomo,62,Kokomo,Indiana,12-27-2020
452,Indiana University Northwest,52,Gary,Indiana,12-27-2020
453,Indiana University South Bend,69,South Bend,Indiana,12-27-2020
454,Indiana University Southeast,34,New Albany,Indiana,12-27-2020
455,Indiana University-Purdue University Indianapolis,437,Indianapolis,Indiana,12-27-2020
456,Ivy Tech. Community College-Indianapolis,717,Indianapolis,Indiana,12-27-2020
457,Manchester University,36,North Manchester,Indiana,12-27-2020
458,Marian University,64,Indianapolis,Indiana,12-27-2020
459,Oakland City University,88,Oakland City,Indiana,12-27-2020
460,Purdue University,"3,611",West Lafayette,Indiana,12-27-2020
461,Purdue University Fort Wayne,277,Fort Wayne,Indiana,12-27-2020
462,Purdue University Northwest,104,Hammond,Indiana,12-27-2020
463,Rose-Hulman Institute of Technology,127,Terre Haute,Indiana,12-27-2020
464,Saint Mary's College,143,Notre Dame,Indiana,12-27-2020
465,Taylor University,135,Upland,Indiana,12-27-2020
466,Trine University,288,Angola,Indiana,12-27-2020
467,University of Evansville,181,Evansville,Indiana,12-27-2020
468,University of Indianapolis,357,Indianapolis,Indiana,12-27-2020
469,University of Notre Dame,"1,831",Notre Dame,Indiana,12-27-2020
470,University of Southern Indiana,612,Evansville,Indiana,12-27-2020
471,Valparaiso University,121,Valparaiso,Indiana,12-27-2020
472,Vincennes University,26,Vincennes,Indiana,12-27-2020
473,Wabash College,47,Crawfordsville,Indiana,12-27-2020
474,Buena Vista University,43,Storm Lake,Iowa,12-27-2020
475,Central College,147,Pella,Iowa,12-27-2020
476,Clarke University,155,Dubuque,Iowa,12-27-2020
477,Coe College,36,Cedar Rapids,Iowa,12-27-2020
478,Cornell College,91,Mount Vernon,Iowa,12-27-2020
479,Dordt University,28,Sioux Center,Iowa,12-27-2020
480,Drake University,81,Des Moines,Iowa,12-27-2020
481,Eastern Iowa Community College District,156,Davenport,Iowa,12-27-2020
482,Ellsworth Community College,88,Iowa Falls,Iowa,12-27-2020
483,Graceland University,173,Lamoni,Iowa,12-27-2020
484,Grand View University,208,Des Moines,Iowa,12-27-2020
485,Grinnell College,33,Grinnell,Iowa,12-27-2020
486,Hawkeye Community College,325,Waterloo,Iowa,12-27-2020
487,Iowa State University,"2,496",Ames,Iowa,12-27-2020
488,Iowa Wesleyan University,161,Mount Pleasant,Iowa,12-27-2020
489,Luther College,23,Decorah,Iowa,12-27-2020
490,Marshalltown Community College,21,Marshalltown,Iowa,12-27-2020
491,Morningside College,194,Sioux City,Iowa,12-27-2020
492,Northwestern College,78,Orange City,Iowa,12-27-2020
493,Saint Ambrose University,487,Davenport,Iowa,12-27-2020
494,Simpson College,98,Indianola,Iowa,12-27-2020
495,University of Dubuque,50,Dubuque,Iowa,12-27-2020
496,University of Iowa,"3,102",Iowa City,Iowa,12-27-2020
497,University of Northern Iowa,546,Cedar Falls,Iowa,12-27-2020
498,Upper Iowa University,112,Fayette,Iowa,12-27-2020
499,Wartburg College,69,Waverly,Iowa,12-27-2020
500,William Penn University,30,Oskaloosa,Iowa,12-27-2020
501,Allen County Community College,61,Iola,Kansas,12-27-2020
502,Baker University,110,Baldwin City,Kansas,12-27-2020
503,Benedictine College,130,Atchison,Kansas,12-27-2020
504,Bethany College (Kan.),5,Lindsborg,Kansas,12-27-2020
505,Bethel College,147,North Newton,Kansas,12-27-2020
506,Butler Community College,247,El Dorado,Kansas,12-27-2020
507,Central Christian College,23,McPherson,Kansas,12-27-2020
508,Dodge City Community College,13,Dodge City,Kansas,12-27-2020
509,Emporia State University,242,Emporia,Kansas,12-27-2020
510,Flint Hills Technical College,12,Emporia,Kansas,12-27-2020
511,Fort Hays State University,343,Hays,Kansas,12-27-2020
512,Hesston College,7,Hesston,Kansas,12-27-2020
513,Hutchinson Community College,61,Hutchinson,Kansas,12-27-2020
514,Johnson County Community College,165,Overland Park,Kansas,12-27-2020
515,Kansas State University,"1,364",Manhattan,Kansas,12-27-2020
516,Kansas Wesleyan University,47,Salina,Kansas,12-27-2020
517,Labette Community College,5,Parsons,Kansas,12-27-2020
518,Newman University,93,Whichita,Kansas,12-27-2020
519,Pittsburg State University,286,Pittsburg,Kansas,12-27-2020
520,Southwestern College,111,Winfield,Kansas,12-27-2020
521,Sterling College,52,Sterling,Kansas,12-27-2020
522,University of Kansas,"1,476",Lawrence,Kansas,12-27-2020
523,University of Saint Mary,47,Leavenworth,Kansas,12-27-2020
524,Washburn University,252,Topeka,Kansas,12-27-2020
525,Wichita State University,234,Wichita,Kansas,12-27-2020
526,Alice Lloyd College,141,Pippa Passes,Kentucky,12-27-2020
527,Asbury Theological Seminary,7,Wilmore,Kentucky,12-27-2020
528,Asbury University,18,Wilmore,Kentucky,12-27-2020
529,Ashland Community and Technical College,16,Ashland,Kentucky,12-27-2020
530,Beckfield College,6,Florence,Kentucky,12-27-2020
531,Bellarmine University,277,Louisville,Kentucky,12-27-2020
532,Berea College,17,Berea,Kentucky,12-27-2020
533,Big Sandy Community and Technical College,21,Prestonsburg,Kentucky,12-27-2020
534,Bluegrass Community and Technical College,194,Lexington,Kentucky,12-27-2020
535,Brescia University,28,Owensboro,Kentucky,12-27-2020
536,Campbellsville University,153,Campbellsville,Kentucky,12-27-2020
537,Centre College,73,Danville,Kentucky,12-27-2020
538,Clear Creek Baptist Bible College,3,Pineville,Kentucky,12-27-2020
539,Eastern Kentucky University,470,Richmond,Kentucky,12-27-2020
540,Elizabethtown Community and Technical College,44,Elizabethtown,Kentucky,12-27-2020
541,Frontier Nursing University,1,Hyden,Kentucky,12-27-2020
542,Galen College of Nursing-Louisville,25,Louisville,Kentucky,12-27-2020
543,Gateway Community and Technical College,26,Florence,Kentucky,12-27-2020
544,Georgetown College,188,Georgetown,Kentucky,12-27-2020
545,Hazard Community and Technical College,16,Hazard,Kentucky,12-27-2020
546,Henderson Community College,36,Henderson,Kentucky,12-27-2020
547,Hopkinsville Community College,24,Hopkinsville,Kentucky,12-27-2020
548,Jefferson Community and Technical College,118,Louisville,Kentucky,12-27-2020
549,Kentucky Christian University,4,Grayson,Kentucky,12-27-2020
550,Kentucky State University,133,Frankfort,Kentucky,12-27-2020
551,Kentucky Wesleyan College,49,Owensboro,Kentucky,12-27-2020
552,Lexington Healing Arts Academy,1,Lexington,Kentucky,12-27-2020
553,Lexington Theological Seminary,1,Lexington,Kentucky,12-27-2020
554,Lindsey Wilson College,124,Columbia,Kentucky,12-27-2020
555,Madisonville Community College,37,Madisonville,Kentucky,12-27-2020
556,Maysville Community and Technical College,19,Maysville,Kentucky,12-27-2020
557,MedQuest College,5,Louisville,Kentucky,12-27-2020
558,Midway University,56,Midway,Kentucky,12-27-2020
559,Morehead State University,204,Morehead,Kentucky,12-27-2020
560,Murray State University,502,Murray,Kentucky,12-27-2020
561,Northern Kentucky University,119,Highland Heights,Kentucky,12-27-2020
562,Owensboro Community and Technical College,24,Owensboro,Kentucky,12-27-2020
563,Paul Mitchell the School-Lexington,3,Lexington,Kentucky,12-27-2020
564,Simmons College of Kentucky,1,Louisville,Kentucky,12-27-2020
565,Somerset Community College,56,Somerset,Kentucky,12-27-2020
566,Southcentral Kentucky Community and Technical College,82,Bowling Green,Kentucky,12-27-2020
567,Southeast Kentucky Community and Technical College,24,Cumberland,Kentucky,12-27-2020
568,Spalding University,27,Louisville,Kentucky,12-27-2020
569,Sullivan University,21,Louisville,Kentucky,12-27-2020
570,The Southern Baptist Theological Seminary,6,Louisville,Kentucky,12-27-2020
571,Thomas More University,118,Crestview Hills,Kentucky,12-27-2020
572,Transylvania University,135,Lexington,Kentucky,12-27-2020
573,Union College,54,Barbourville,Kentucky,12-27-2020
574,University of Kentucky,"3,107",Lexington,Kentucky,12-27-2020
575,University of Louisville,"1,583",Louisville,Kentucky,12-27-2020
576,University of Pikeville,151,Pikeville,Kentucky,12-27-2020
577,University of the Cumberlands,154,Williamsburg,Kentucky,12-27-2020
578,West Kentucky Community and Technical College,61,Paducah,Kentucky,12-27-2020
579,Western Kentucky University,986,Bowling Green,Kentucky,12-27-2020
580,Baton Rouge Community College,2,Baton Rouge,Louisiana,12-27-2020
581,Bossier Parish Community College,64,Bossier City,Louisiana,12-27-2020
582,Centenary College of Louisiana,65,Shreveport,Louisiana,12-27-2020
583,Central Louisiana Technical Community College,64,Alexandria,Louisiana,12-27-2020
584,Delgado Community College,33,New Orleans,Louisiana,12-27-2020
585,Dillard University,18,New Orleans,Louisiana,12-27-2020
586,Fletcher Technical Community College,2,Schriever,Louisiana,12-27-2020
587,Franciscan Missionaries of Our Lady University,42,Baton Rouge,Louisiana,12-27-2020
588,Grambling State University,60,Grambling,Louisiana,12-27-2020
589,Louisiana College,76,Pineville,Louisiana,12-27-2020
590,Louisiana Delta Community College,102,Monroe,Louisiana,12-27-2020
591,Louisiana State University,"1,625",Baton Rouge,Louisiana,12-27-2020
592,Louisiana State University Alexandria,78,Alexandria,Louisiana,12-27-2020
593,"Louisiana State University Health Sciences Center, New Orleans*",349,New Orleans,Louisiana,12-27-2020
594,"Louisiana State University Health Sciences Center, Shreveport*",55,Shreveport,Louisiana,12-27-2020
595,"Louisiana State University, Shreveport",82,Shreveport,Louisiana,12-27-2020
596,Louisiana State University-Eunice,74,Eunice,Louisiana,12-27-2020
597,Louisiana Tech University,599,Ruston,Louisiana,12-27-2020
598,Loyola University New Orleans,160,New Orleans,Louisiana,12-27-2020
599,McNeese State University,29,Lake Charles,Louisiana,12-27-2020
600,New Orleans Baptist Theological Seminary,16,New Orleans,Louisiana,12-27-2020
601,Nicholls State University,191,Thibodaux,Louisiana,12-27-2020
602,Northshore Technical Community College,20,Lacombe,Louisiana,12-27-2020
603,Northwest Louisiana Technical College,21,Minden,Louisiana,12-27-2020
604,Northwestern State University of Louisiana,417,Natchitoches,Louisiana,12-27-2020
605,Nunez Community College,9,Chalmette,Louisiana,12-27-2020
606,River Parishes Community College,6,Gonzales,Louisiana,12-27-2020
607,SOWELA Technical Community College,13,Lake Charles,Louisiana,12-27-2020
608,Saint Joseph Seminary College,1,Benedict,Louisiana,12-27-2020
609,South Louisiana Community College,71,Lafayette,Louisiana,12-27-2020
610,Southeastern Louisiana University,368,Hammond,Louisiana,12-27-2020
611,Southern University Law Center,16,Baton Rouge,Louisiana,12-27-2020
612,Southern University and A&M College,227,Baton Rouge,Louisiana,12-27-2020
613,Southern University at New Orleans,16,New Orleans,Louisiana,12-27-2020
614,Southern University at Shreveport,32,Shreveport,Louisiana,12-27-2020
615,Tulane University of Louisiana,"1,344",New Orleans,Louisiana,12-27-2020
616,University of Holy Cross,1,New Orleans,Louisiana,12-27-2020
617,University of Louisiana Monroe,371,Monroe,Louisiana,12-27-2020
618,University of Louisiana at Lafayette,595,Lafeyette,Louisiana,12-27-2020
619,University of New Orleans,59,New Orleans,Louisiana,12-27-2020
620,Xavier University of Louisiana,54,New Orleans,Louisiana,12-27-2020
621,Bates College,30,Lewiston,Maine,12-27-2020
622,Bowdoin College,4,Brunswick,Maine,12-27-2020
623,Colby College,27,Waterville,Maine,12-27-2020
624,Husson University,51,Bangor,Maine,12-27-2020
625,Maine Maritime Academy,23,Castine,Maine,12-27-2020
626,Saint Joseph's College of Maine,29,Standish,Maine,12-27-2020
627,Thomas College,3,Waterville,Maine,12-27-2020
628,University of Maine,133,Orono,Maine,12-27-2020
629,University of Maine Farmington,48,Farmington,Maine,12-27-2020
630,University of Maine at Augusta,14,Augusta,Maine,12-27-2020
631,University of Maine at Fort Kent,6,Fort Kent,Maine,12-27-2020
632,University of Maine at Machias,2,Machias,Maine,12-27-2020
633,University of Maine at Presque Isle,6,Presque Isle,Maine,12-27-2020
634,University of New England,54,Biddeford,Maine,12-27-2020
635,University of Southern Maine,54,Portland,Maine,12-27-2020
636,Bowie State University,75,Bowie,Maryland,12-27-2020
637,Coppin State University,8,Baltimore,Maryland,12-27-2020
638,Frostburg State University,231,Frostburg,Maryland,12-27-2020
639,Hood College,30,Frederick,Maryland,12-27-2020
640,Johns Hopkins University,799,Baltimore,Maryland,12-27-2020
641,McDaniel College,28,Westminster,Maryland,12-27-2020
642,Morgan State University,29,Baltimore,Maryland,12-27-2020
643,Mount St. Mary's University,24,Emmitsburg,Maryland,12-27-2020
644,Notre Dame of Maryland University,17,Baltimore,Maryland,12-27-2020
645,Salisbury University,578,Salisbury,Maryland,12-27-2020
646,St. Mary's College of Maryland,41,St. Mary's City,Maryland,12-27-2020
647,Stevenson University‡,163,Stevenson,Maryland,12-27-2020
648,Towson University,521,Towson,Maryland,12-27-2020
649,United States Naval Academy,8,Annapolis,Maryland,12-27-2020
650,University of Baltimore,4,Baltimore,Maryland,12-27-2020
651,University of Maryland Eastern Shore,45,Princess Anne,Maryland,12-27-2020
652,"University of Maryland, Baltimore",1,Baltimore,Maryland,12-27-2020
653,"University of Maryland, Baltimore County",66,Catonsville,Maryland,12-27-2020
654,"University of Maryland, College Park","1,065",College Park,Maryland,12-27-2020
655,Washington College,17,Chestertown,Maryland,12-27-2020
656,American International College,44,Springfield,Massachusetts,12-27-2020
657,Amherst College,15,Amherst,Massachusetts,12-27-2020
658,Anna Maria College,31,Paxton,Massachusetts,12-27-2020
659,Assumption College,55,Worcester,Massachusetts,12-27-2020
660,Babson College,72,Wellesley,Massachusetts,12-27-2020
661,Bay Path University,14,Longmeadow,Massachusetts,12-27-2020
662,Bentley University,114,Waltham,Massachusetts,12-27-2020
663,Boston College,445,Chestnut Hill,Massachusetts,12-27-2020
664,Boston University,600,Boston,Massachusetts,12-27-2020
665,Brandeis University,66,Waltham,Massachusetts,12-27-2020
666,Bridgewater State University,73,Bridgewater,Massachusetts,12-27-2020
667,Clark University,49,Worcester,Massachusetts,12-27-2020
668,College of Our Lady of the Elms,5,Chicopee,Massachusetts,12-27-2020
669,College of the Holy Cross,37,Worcester,Massachusetts,12-27-2020
670,Curry College,94,Milton,Massachusetts,12-27-2020
671,Eastern Nazarene College,12,Quincy,Massachusetts,12-27-2020
672,Emerson College,59,Boston,Massachusetts,12-27-2020
673,Emmanuel College,4,Boston,Massachusetts,12-27-2020
674,Endicott College,74,Beverly,Massachusetts,12-27-2020
675,Fitchburg State University,48,Fitchburg,Massachusetts,12-27-2020
676,Framingham State University,33,Framingham,Massachusetts,12-27-2020
677,Franklin W Olin College of Engineering,4,Needham,Massachusetts,12-27-2020
678,Gordon College,9,Wenham,Massachusetts,12-27-2020
679,Hampshire College‡,8,Amherst,Massachusetts,12-27-2020
680,Harvard University,318,Cambridge,Massachusetts,12-27-2020
681,Hebrew College,1,Newton Centre,Massachusetts,12-27-2020
682,Lasell University,40,Newton,Massachusetts,12-27-2020
683,Massachusetts College of Art and Design,10,Boston,Massachusetts,12-27-2020
684,Massachusetts College of Liberal Arts,11,North Adams,Massachusetts,12-27-2020
685,Massachusetts College of Pharmacy and Health Sciences*,118,Boston,Massachusetts,12-27-2020
686,Massachusetts Institute of Technology†,252,Cambridge,Massachusetts,12-27-2020
687,Massachusetts Maritime Academy,10,Buzzards Bay,Massachusetts,12-27-2020
688,Merrimack College‡,244,North Andover,Massachusetts,12-27-2020
689,Mount Holyoke College,5,South Hadley,Massachusetts,12-27-2020
690,Nichols College,28,Dudley,Massachusetts,12-27-2020
691,Northeastern University,479,Boston,Massachusetts,12-27-2020
692,Regis College,8,Weston,Massachusetts,12-27-2020
693,Salem State University,46,Salem,Massachusetts,12-27-2020
694,Simmons University,8,Boston,Massachusetts,12-27-2020
695,Smith College,5,Northampton,Massachusetts,12-27-2020
696,Springfield College,67,Springfield,Massachusetts,12-27-2020
697,Stonehill College‡,36,Easton,Massachusetts,12-27-2020
698,Suffolk University,89,Boston,Massachusetts,12-27-2020
699,Tufts University,190,Medford,Massachusetts,12-27-2020
700,University of Massachusetts Amherst,410,Amherst,Massachusetts,12-27-2020
701,University of Massachusetts Boston,45,Boston,Massachusetts,12-27-2020
702,University of Massachusetts Dartmouth,127,Dartmouth,Massachusetts,12-27-2020
703,University of Massachusetts Lowell,38,Lowell,Massachusetts,12-27-2020
704,University of Massachusetts Medical School*,36,Worcester,Massachusetts,12-27-2020
705,Wellesley College,14,Wellesley,Massachusetts,12-27-2020
706,Wentworth Institute of Technology,67,Boston,Massachusetts,12-27-2020
707,Western New England University,62,Springfield,Massachusetts,12-27-2020
708,Westfield State University‡,124,Westfield,Massachusetts,12-27-2020
709,Wheaton College,23,Norton,Massachusetts,12-27-2020
710,Williams College,13,Williamstown,Massachusetts,12-27-2020
711,Worcester Polytechnic Institute,83,Worcester,Massachusetts,12-27-2020
712,Worcester State University‡,62,Worcester,Massachusetts,12-27-2020
713,Adrian College,322,Adrian,Michigan,12-27-2020
714,Albion College,63,Albion,Michigan,12-27-2020
715,Alma College,172,Alma,Michigan,12-27-2020
716,Alpena Community College,11,Alpena,Michigan,12-27-2020
717,Andrews University,90,Berrien Springs,Michigan,12-27-2020
718,Aquinas College,84,Grand Rapids,Michigan,12-27-2020
719,Bay College,14,Escanaba,Michigan,12-27-2020
720,Bay Mills Community College,1,Brimley,Michigan,12-27-2020
721,Calvin University,231,Grand Rapids,Michigan,12-27-2020
722,Central Michigan University,719,Mount Pleasant,Michigan,12-27-2020
723,Cleary University,7,Howell,Michigan,12-27-2020
724,Concordia University Ann Arbor,42,Ann Arbor,Michigan,12-27-2020
725,Cornerstone University,18,Grand Rapids,Michigan,12-27-2020
726,Davenport University,18,Grand Rapids,Michigan,12-27-2020
727,Eastern Michigan University,396,Ypsilanti,Michigan,12-27-2020
728,Ferris State University,525,Big Rapids,Michigan,12-27-2020
729,Finlandia University,67,Hancock,Michigan,12-27-2020
730,Glen Oaks Community College,9,Centreville,Michigan,12-27-2020
731,Grand Rapids Community College,137,Grand Rapids,Michigan,12-27-2020
732,Grand Valley State University,"1,921",Allendale,Michigan,12-27-2020
733,Great Lakes Christian College,18,Lansing,Michigan,12-27-2020
734,Hillsdale College,221,Hillsdale,Michigan,12-27-2020
735,Hope College,182,Holland,Michigan,12-27-2020
736,Jackson College,8,Jackson,Michigan,12-27-2020
737,Kalamazoo College,71,Kalamazoo,Michigan,12-27-2020
738,Kettering University,47,Flint,Michigan,12-27-2020
739,Kuyper College,6,Grand Rapids,Michigan,12-27-2020
740,Lake Michigan College,29,Benton Harbor,Michigan,12-27-2020
741,Lake Superior State University,58,Sault Ste. Marie,Michigan,12-27-2020
742,Lawrence Technological University,62,Southfield,Michigan,12-27-2020
743,Madonna University,130,Livonia,Michigan,12-27-2020
744,Michigan State University,"2,350",East Lansing,Michigan,12-27-2020
745,Michigan Technological University,287,Houghton,Michigan,12-27-2020
746,Mid Michigan College,38,Harrison,Michigan,12-27-2020
747,Mott Community College,12,Flint,Michigan,12-27-2020
748,Northern Michigan University,282,Marquette,Michigan,12-27-2020
749,Northwestern Michigan College,16,Traverse City,Michigan,12-27-2020
750,Northwood University,132,Midland,Michigan,12-27-2020
751,Oakland University,322,Rochester,Michigan,12-27-2020
752,Olivet College,113,Olivet,Michigan,12-27-2020
753,Rochester University,29,Rochester Hills,Michigan,12-27-2020
754,Saginaw Valley State University,329,University Center,Michigan,12-27-2020
755,Schoolcraft College*,77,Livonia,Michigan,12-27-2020
756,Siena Heights University,60,Adrian,Michigan,12-27-2020
757,Spring Arbor University,101,Spring Arbor,Michigan,12-27-2020
758,University of Detroit Mercy,175,Detroit,Michigan,12-27-2020
759,University of Michigan,"3,034",Ann Arbor,Michigan,12-27-2020
760,University of Michigan-Dearborn,17,Dearborn,Michigan,12-27-2020
761,University of Michigan-Flint,48,Flint,Michigan,12-27-2020
762,Washtenaw Community College,2,Ann Arbor,Michigan,12-27-2020
763,Wayne State University,302,Detroit,Michigan,12-27-2020
764,Western Michigan University,"1,226",Kalamazoo,Michigan,12-27-2020
765,Alexandria Technical & Community College,95,Alexandria,Minnesota,12-27-2020
766,Anoka Technical College,36,Anoka,Minnesota,12-27-2020
767,Anoka-Ramsey Community College,127,Coon Rapids,Minnesota,12-27-2020
768,Augsburg University,131,Minneapolis,Minnesota,12-27-2020
769,Bemidji State University,298,Bemidji,Minnesota,12-27-2020
770,Bethany Lutheran College,69,Mankato,Minnesota,12-27-2020
771,Bethel University,363,Saint Paul,Minnesota,12-27-2020
772,Carleton College,40,Northfield,Minnesota,12-27-2020
773,Central Lakes College-Brainerd,31,Brainerd,Minnesota,12-27-2020
774,Central Lakes College-Staples,6,Staples,Minnesota,12-27-2020
775,Century College,131,White Bear Lake,Minnesota,12-27-2020
776,Concordia College at Moorhead,275,Moorhead,Minnesota,12-27-2020
777,"Concordia University, St. Paul",129,St. Paul,Minnesota,12-27-2020
778,Crown College,12,Saint Bonifacius,Minnesota,12-27-2020
779,Dakota County Technical College,46,Rosemount,Minnesota,12-27-2020
780,Fond du Lac Tribal and Community College,13,Cloquet,Minnesota,12-27-2020
781,Gustavus Adolphus College,191,Saint Peter,Minnesota,12-27-2020
782,Hamline University,116,St. Paul,Minnesota,12-27-2020
783,Hennepin Technical College,55,Brooklyn Park,Minnesota,12-27-2020
784,Hibbing Community College,27,Hibbing,Minnesota,12-27-2020
785,Inver Hills Community College,37,Inver Grove Heights,Minnesota,12-27-2020
786,Itasca Community College,16,Grand Rapids,Minnesota,12-27-2020
787,Lake Superior College,113,Duluth,Minnesota,12-27-2020
788,Macalester College,49,St. Paul,Minnesota,12-27-2020
789,Martin Luther College,78,New Ulm,Minnesota,12-27-2020
790,Mesabi Range College,27,Virginia,Minnesota,12-27-2020
791,Metropolitan State University,134,Saint Paul,Minnesota,12-27-2020
792,Minneapolis Community and Technical College,143,Minneapolis,Minnesota,12-27-2020
793,Minnesota State College Southeast,50,Winona,Minnesota,12-27-2020
794,Minnesota State Community and Technical College,152,Fergus Falls,Minnesota,12-27-2020
795,Minnesota State University Moorhead,263,Moorhead,Minnesota,12-27-2020
796,"Minnesota State University, Mankato",481,Mankato,Minnesota,12-27-2020
797,Minnesota West Community and Technical College,61,Granite Falls,Minnesota,12-27-2020
798,Normandale Community College,29,Bloomington,Minnesota,12-27-2020
799,North Hennepin Community College,49,Brooklyn Park,Minnesota,12-27-2020
800,Northland Community and Technical College,133,Thief River Falls,Minnesota,12-27-2020
801,Northwest Technical College,23,Bemidji,Minnesota,12-27-2020
802,Pine Technical & Community College,20,Pine City,Minnesota,12-27-2020
803,Rainy River Community College,1,International Falls,Minnesota,12-27-2020
804,Ridgewater College,92,Willmar,Minnesota,12-27-2020
805,Riverland Community College,37,Austin,Minnesota,12-27-2020
806,Rochester Community and Technical College,123,Rochester,Minnesota,12-27-2020
807,Saint Mary's University of Minnesota,113,Winona,Minnesota,12-27-2020
808,South Central College,38,North Mankato,Minnesota,12-27-2020
809,Southwest Minnesota State University,183,Marshall,Minnesota,12-27-2020
810,St. Catherine University,208,St. Paul,Minnesota,12-27-2020
811,St. Cloud State University,414,St. Cloud,Minnesota,12-27-2020
812,St. Cloud Technical and Community College,60,St. Cloud,Minnesota,12-27-2020
813,St. Olaf College,60,Northfield,Minnesota,12-27-2020
814,St. Paul College,54,St. Paul,Minnesota,12-27-2020
815,The College of Saint Scholastica,152,Duluth,Minnesota,12-27-2020
816,University of Minnesota Crookston,2,Crookston,Minnesota,12-27-2020
817,University of Minnesota Duluth,450,Duluth,Minnesota,12-27-2020
818,University of Minnesota Morris,54,Morris,Minnesota,12-27-2020
819,University of Minnesota Rochester,5,Rochester,Minnesota,12-27-2020
820,University of Minnesota Twin Cities,"1,601",Minneapolis,Minnesota,12-27-2020
821,"University of Northwestern, St. Paul",126,St. Paul,Minnesota,12-27-2020
822,University of St. Thomas,702,St. Paul,Minnesota,12-27-2020
823,Vermilion Community College,4,Ely,Minnesota,12-27-2020
824,Winona State University,600,Winona,Minnesota,12-27-2020
825,Alcorn State University,140,Lorman,Mississippi,12-27-2020
826,Belhaven University,113,Jackson,Mississippi,12-27-2020
827,Delta State University,158,Cleveland,Mississippi,12-27-2020
828,Jackson State University,56,Jackson,Mississippi,12-27-2020
829,Millsaps College,62,Jackson,Mississippi,12-27-2020
830,Mississippi College,178,Clinton,Mississippi,12-27-2020
831,Mississippi Delta Community College,66,Moorhead,Mississippi,12-27-2020
832,Mississippi State University,799,Mississippi State,Mississippi,12-27-2020
833,Mississippi University for Women*,79,Columbus,Mississippi,12-27-2020
834,Mississippi Valley State University,116,Itta Bena,Mississippi,12-27-2020
835,Northeast Mississippi Community College,120,Booneville,Mississippi,12-27-2020
836,Rust College,39,Holly Springs,Mississippi,12-27-2020
837,University of Mississippi,938,Oxford,Mississippi,12-27-2020
838,University of Mississippi Medical Center*,877,Jackson,Mississippi,12-27-2020
839,University of Southern Mississippi,494,Hattiesburg,Mississippi,12-27-2020
840,Central Methodist University,360,Fayette,Missouri,12-27-2020
841,College of the Ozarks,2,Point Lookout,Missouri,12-27-2020
842,Crowder College,199,Neosho,Missouri,12-27-2020
843,Drury University,234,Springfield,Missouri,12-27-2020
844,Evangel University,213,Springfield,Missouri,12-27-2020
845,Fontbonne University,33,Saint Louis,Missouri,12-27-2020
846,Graceland University at Independence,9,Independence,Missouri,12-27-2020
847,Harris-Stowe State University,55,St. Louis,Missouri,12-27-2020
848,Kansas City Art Institute,21,Kansas City,Missouri,12-27-2020
849,Lincoln University of Missouri,14,Jefferson City,Missouri,12-27-2020
850,Lindenwood University,253,St. Charles,Missouri,12-27-2020
851,Maryville University Saint Louis,151,St. Louis,Missouri,12-27-2020
852,Missouri Baptist University,134,St. Louis,Missouri,12-27-2020
853,Missouri Southern State University,276,Joplin,Missouri,12-27-2020
854,Missouri State University,"1,591",Springfield,Missouri,12-27-2020
855,Missouri University of Science and Technology,360,Rolla,Missouri,12-27-2020
856,Missouri Western State University,322,St. Joseph,Missouri,12-27-2020
857,Northwest Missouri State University,747,Maryville,Missouri,12-27-2020
858,Ozarks Technical Community College,607,Springfield,Missouri,12-27-2020
859,Rockhurst University,40,Kansas City,Missouri,12-27-2020
860,Saint Louis University,504,St. Louis,Missouri,12-27-2020
861,Southeast Missouri State University,668,Cape Girardeau,Missouri,12-27-2020
862,Southwest Baptist University,213,Bolivar,Missouri,12-27-2020
863,St. Louis College of Pharmacy*,83,St. Louis,Missouri,12-27-2020
864,St. Louis Community College,108,St. Louis,Missouri,12-27-2020
865,State Fair Community College,197,Sedalia,Missouri,12-27-2020
866,Stephens College,29,Columbia,Missouri,12-27-2020
867,Truman State University,293,Kirksville,Missouri,12-27-2020
868,University of Central Missouri,826,Warrensburg,Missouri,12-27-2020
869,University of Missouri*,"2,899",Columbia,Missouri,12-27-2020
870,University of Missouri-Kansas City,352,Kansas City,Missouri,12-27-2020
871,University of Missouri-St. Louis*,324,Bellerive Acres,Missouri,12-27-2020
872,Washington University in St. Louis*,364,St. Louis,Missouri,12-27-2020
873,Webster University,48,Saint Louis,Missouri,12-27-2020
874,Westminster College,105,Fulton,Missouri,12-27-2020
875,William Jewell College,80,Liberty,Missouri,12-27-2020
876,William Woods University,54,Fulton,Missouri,12-27-2020
877,Carroll College,120,Helena,Montana,12-27-2020
878,Dawson Community College,15,Glendive,Montana,12-27-2020
879,Flathead Valley Community College,14,Kalispell,Montana,12-27-2020
880,Great Falls College Montana State University,5,Great Falls,Montana,12-27-2020
881,Helena College,4,Helena,Montana,12-27-2020
882,Little Big Horn College,2,Crow Agency,Montana,12-27-2020
883,Miles Community College,8,Miles City,Montana,12-27-2020
884,Montana Bible College,1,Bozeman,Montana,12-27-2020
885,Montana State University,"1,420",Bozeman,Montana,12-27-2020
886,Montana State University Billings,58,Billings,Montana,12-27-2020
887,Montana State University Northern,58,Havre,Montana,12-27-2020
888,Montana Technological University,169,Butte,Montana,12-27-2020
889,Pima Medical Institute-Dillon,2,Dillon,Montana,12-27-2020
890,Rocky Mountain College,71,Billings,Montana,12-27-2020
