,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,14062.0,14215.0,Huntsville,Madison,Alabama,12-03-2020
1,Alabama State University,2,12488.0,12731.0,Montgomery,Montgomery,Alabama,12-03-2020
2,Athens State University,33,4504.0,4550.0,Athens,Limestone,Alabama,12-03-2020
3,Auburn University*,"2,079",7949.0,8015.0,Auburn,Lee,Alabama,12-03-2020
4,Auburn University at Montgomery,101,12488.0,12731.0,Montgomery,Montgomery,Alabama,12-03-2020
5,Bevill State Community College,4,3749.0,3861.0,Jasper,Walker,Alabama,12-03-2020
6,Birmingham-Southern College,214,34203.0,34716.0,Birmingham,Jefferson,Alabama,12-03-2020
7,Calhoun Community College,45,4504.0,4550.0,Tanner,Limestone,Alabama,12-03-2020
8,Central Alabama Community College,34,1811.0,1902.0,Alexander City,Tallapoosa,Alabama,12-03-2020
9,Enterprise State Community College,36,2560.0,2577.0,Enterprise,Coffee,Alabama,12-03-2020
10,Gadsden State Community College,52,6851.0,6921.0,Gadsden,Etowah,Alabama,12-03-2020
11,Jacksonville State University,219,6688.0,6809.0,Jacksonville,Calhoun,Alabama,12-03-2020
12,Lurleen B. Wallace Community College,16,2290.0,2324.0,Andalusia,Covington,Alabama,12-03-2020
13,Marion Military Institute,6,691.0,698.0,Marion,Perry,Alabama,12-03-2020
14,Samford University,461,34203.0,34716.0,Birmingham,Jefferson,Alabama,12-03-2020
15,Snead State Community College,13,6851.0,6921.0,Boaz,Etowah,Alabama,12-03-2020
16,Southern Union State Community College,59,1048.0,1070.0,Wadley,Randolph,Alabama,12-03-2020
17,Spring Hill College,119,20082.0,20452.0,Mobile,Mobile,Alabama,12-03-2020
18,Troy University,715,1624.0,1638.0,Troy,Pike,Alabama,12-03-2020
19,Troy University Dothan,13,5488.0,5527.0,Dothan,Houston,Alabama,12-03-2020
20,Troy University Montgomery,18,12488.0,12731.0,Montgomery,Montgomery,Alabama,12-03-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,12-03-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,12-03-2020
23,University of Alabama,"3,219",13582.0,13755.0,Tuscaloosa,Tuscaloosa,Alabama,12-03-2020
24,University of Alabama at Birmingham*,"2,119",34203.0,34716.0,Birmingham,Jefferson,Alabama,12-03-2020
25,University of Alabama in Huntsville,173,14062.0,14215.0,Huntsville,Madison,Alabama,12-03-2020
26,University of Montevallo,130,11024.0,11102.0,Montevallo,Shelby,Alabama,12-03-2020
27,University of North Alabama,426,4376.0,4433.0,Florence,Lauderdale,Alabama,12-03-2020
28,University of South Alabama,457,20082.0,20452.0,Mobile,Mobile,Alabama,12-03-2020
29,University of West Alabama,27,573.0,595.0,Livingston,Sumter,Alabama,12-03-2020
30,University of Alaska Anchorage,11,17526.0,17600.0,Anchorage,Anchorage,Alaska,12-03-2020
31,University of Alaska Fairbanks,104,3520.0,3537.0,Fairbanks,Fairbanks North Star,Alaska,12-03-2020
32,University of Alaska Southeast,1,867.0,872.0,Juneau,Juneau,Alaska,12-03-2020
33,Arizona State University,"2,862",214855.0,218935.0,Tempe,Maricopa,Arizona,12-03-2020
34,Arizona Western College,41,18235.0,18636.0,Yuma,Yuma,Arizona,12-03-2020
35,Dine College,5,5432.0,5630.0,Tsaile,Apache,Arizona,12-03-2020
36,Embry-Riddle Aeronautical University at Prescott,45,5844.0,5971.0,Prescott,Yavapai,Arizona,12-03-2020
37,Grand Canyon University,474,214855.0,218935.0,Phoenix,Maricopa,Arizona,12-03-2020
38,Midwestern University at Glendale,96,214855.0,218935.0,Glendale,Maricopa,Arizona,12-03-2020
39,Northern Arizona University,278,7567.0,7744.0,Flagstaff,Coconino,Arizona,12-03-2020
40,University of Arizona,"2,643",41165.0,41882.0,Tucson,Pima,Arizona,12-03-2020
41,Arkansas Northeastern College,28,3276.0,3358.0,Blytheville,Mississippi,Arkansas,12-03-2020
42,Arkansas State University,"1,026",7388.0,7470.0,Jonesboro,Craighead,Arkansas,12-03-2020
43,Arkansas State University-Newport,43,3593.0,3616.0,Newport,Jackson,Arkansas,12-03-2020
44,Arkansas Tech University,402,3825.0,3868.0,Russellville,Pope,Arkansas,12-03-2020
45,Black River Technical College,56,1048.0,1070.0,Pocahontas,Randolph,Arkansas,12-03-2020
46,Harding University,340,3119.0,3171.0,Searcy,White,Arkansas,12-03-2020
47,Henderson State University,128,849.0,861.0,Arkadelphia,Clark,Arkansas,12-03-2020
48,Hendrix College,20,5048.0,5107.0,Conway,Faulkner,Arkansas,12-03-2020
49,John Brown University,47,12596.0,12760.0,Siloam Springs,Benton,Arkansas,12-03-2020
50,Lyon College,15,2109.0,2180.0,Batesville,Independence,Arkansas,12-03-2020
51,National Park College,39,,,Hot Springs,,Arkansas,12-03-2020
52,NorthWest Arkansas Community College,23,12596.0,12760.0,Bentonville,Benton,Arkansas,12-03-2020
53,Ouachita Baptist University,183,849.0,861.0,Arkadelphia,Clark,Arkansas,12-03-2020
54,Southern Arkansas University,184,1134.0,1159.0,Magnolia,Columbia,Arkansas,12-03-2020
55,University of Arkansas,"2,452",918.0,939.0,Fayetteville,Washington,Arkansas,12-03-2020
56,University of Arkansas Community College Rich Mountain,19,856.0,868.0,Mena,Polk,Arkansas,12-03-2020
57,University of Arkansas Community College at Hope - Texarkana,32,2187.0,2209.0,Texarkana,Miller,Arkansas,12-03-2020
58,University of Arkansas Community College-Morrilton,34,717.0,725.0,Morrilton,Conway,Arkansas,12-03-2020
59,University of Arkansas at Fort Smith,133,7181.0,7300.0,Fort Smith,Sebastian,Arkansas,12-03-2020
60,University of Arkansas at Little Rock,183,17294.0,17578.0,Little Rock,Pulaski,Arkansas,12-03-2020
61,University of Arkansas at Monticello,68,867.0,875.0,Monticello,Drew,Arkansas,12-03-2020
62,University of Arkansas at Pine Bluff,184,34203.0,34716.0,Pine Bluff,Jefferson,Arkansas,12-03-2020
63,University of Arkansas for Medical Sciences,88,17294.0,17578.0,Little Rock,Pulaski,Arkansas,12-03-2020
64,University of Arkansas-Pulaski Technical College,66,17294.0,17578.0,North Little Rock,Pulaski,Arkansas,12-03-2020
65,University of Central Arkansas,481,5048.0,5107.0,Conway,Faulkner,Arkansas,12-03-2020
66,University of the Ozarks,55,1284.0,1297.0,Clarksville,Johnson,Arkansas,12-03-2020
67,Antelope Valley College,15,414099.0,421881.0,Lancaster,Los Angeles,California,12-03-2020
68,Azusa Pacific University,17,414099.0,421881.0,Azusa,Los Angeles,California,12-03-2020
69,Biola University,9,414099.0,421881.0,La Mirada,Los Angeles,California,12-03-2020
70,California Baptist University,10,88632.0,90089.0,Riverside,Riverside,California,12-03-2020
71,California Institute of Technology,32,414099.0,421881.0,Pasadena,Los Angeles,California,12-03-2020
72,California Lutheran University,8,21023.0,21208.0,Thousand Oaks,Ventura,California,12-03-2020
73,"California Polytechnic State University, San Luis Obispo",626,6340.0,6378.0,San Luis Obispo,San Luis Obispo,California,12-03-2020
74,"California State Polytechnic University, Pomona",18,414099.0,421881.0,Pomona,Los Angeles,California,12-03-2020
75,California State University Maritime Academy,3,11038.0,11119.0,Vallejo,Solano,California,12-03-2020
76,"California State University, Bakersfield",42,42486.0,42937.0,Bakersfield,Kern,California,12-03-2020
77,"California State University, Channel Islands",9,21023.0,21208.0,Camarillo,Ventura,California,12-03-2020
78,"California State University, Chico",208,4184.0,4244.0,Chico,Butte,California,12-03-2020
79,"California State University, Dominguez Hills",9,414099.0,421881.0,Carson,Los Angeles,California,12-03-2020
80,"California State University, East Bay",25,30458.0,30980.0,Hayward,Alameda,California,12-03-2020
81,"California State University, Fullerton",18,80067.0,81653.0,Fullerton,Orange,California,12-03-2020
82,"California State University, Long Beach",41,414099.0,421881.0,Long Beach,Los Angeles,California,12-03-2020
83,"California State University, Los Angeles",95,414099.0,421881.0,Los Angeles,Los Angeles,California,12-03-2020
84,"California State University, Monterey Bay",5,15940.0,16064.0,Marina,Monterey,California,12-03-2020
85,"California State University, Northridge",48,414099.0,421881.0,Los Angeles,Los Angeles,California,12-03-2020
86,"California State University, Sacramento",55,38776.0,39367.0,Sacramento,Sacramento,California,12-03-2020
87,"California State University, San Bernardino",28,97950.0,99104.0,San Bernardino,San Bernardino,California,12-03-2020
88,"California State University, San Marcos",34,85102.0,86142.0,San Marcos,San Diego,California,12-03-2020
89,"California State University, Stanislaus",16,22194.0,22876.0,Turlock,Stanislaus,California,12-03-2020
90,Chapman University,152,80067.0,81653.0,Orange,Orange,California,12-03-2020
91,Concordia University Irvine,14,80067.0,81653.0,Irvine,Orange,California,12-03-2020
92,Cypress College,11,80067.0,81653.0,Cypress,Orange,California,12-03-2020
93,Dominican University of California,4,7744.0,7873.0,San Rafael,Marin,California,12-03-2020
94,Feather River College,7,239.0,239.0,Quincy,Plumas,California,12-03-2020
95,Fresno Pacific University,5,38836.0,39324.0,Fresno,Fresno,California,12-03-2020
96,Fresno State University,36,38836.0,39324.0,Fresno,Fresno,California,12-03-2020
97,Harvey Mudd College,5,414099.0,421881.0,Claremont,Los Angeles,California,12-03-2020
98,Holy Names University,3,30458.0,30980.0,Oakland,Alameda,California,12-03-2020
