,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,30819.0,31219.0,Huntsville,Madison,Alabama,02-11-2021
1,Alabama State University,2,21339.0,21788.0,Montgomery,Montgomery,Alabama,02-11-2021
2,Athens State University,35,8972.0,9097.0,Athens,Limestone,Alabama,02-11-2021
3,Auburn University*,"2,134",14354.0,14491.0,Auburn,Lee,Alabama,02-11-2021
4,Auburn University at Montgomery,140,21339.0,21788.0,Montgomery,Montgomery,Alabama,02-11-2021
5,Bevill State Community College,4,6091.0,6325.0,Jasper,Walker,Alabama,02-11-2021
6,Birmingham-Southern College,214,67852.0,69117.0,Birmingham,Jefferson,Alabama,02-11-2021
7,Calhoun Community College,84,8972.0,9097.0,Tanner,Limestone,Alabama,02-11-2021
8,Central Alabama Community College,39,3258.0,3387.0,Alexander City,Tallapoosa,Alabama,02-11-2021
9,Enterprise State Community College,41,5035.0,5125.0,Enterprise,Coffee,Alabama,02-11-2021
10,Gadsden State Community College,62,12601.0,12889.0,Gadsden,Etowah,Alabama,02-11-2021
11,Jacksonville State University,219,12282.0,12539.0,Jacksonville,Calhoun,Alabama,02-11-2021
12,Lurleen B. Wallace Community College,19,3708.0,3804.0,Andalusia,Covington,Alabama,02-11-2021
13,Marion Military Institute,13,1014.0,1039.0,Marion,Perry,Alabama,02-11-2021
14,Samford University,480,67852.0,69117.0,Birmingham,Jefferson,Alabama,02-11-2021
15,Snead State Community College,19,12601.0,12889.0,Boaz,Etowah,Alabama,02-11-2021
16,Southern Union State Community College,59,1528.0,1566.0,Wadley,Randolph,Alabama,02-11-2021
17,Spring Hill College,124,33888.0,34555.0,Mobile,Mobile,Alabama,02-11-2021
18,Troy University,749,2794.0,2861.0,Troy,Pike,Alabama,02-11-2021
19,Troy University Dothan,17,9577.0,9821.0,Dothan,Houston,Alabama,02-11-2021
20,Troy University Montgomery,18,21339.0,21788.0,Montgomery,Montgomery,Alabama,02-11-2021
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,02-11-2021
22,Tuskegee University,110,,,Tuskeegee,,Alabama,02-11-2021
23,University of Alabama,"3,361",22908.0,23291.0,Tuscaloosa,Tuscaloosa,Alabama,02-11-2021
24,University of Alabama at Birmingham*,"2,286",67852.0,69117.0,Birmingham,Jefferson,Alabama,02-11-2021
25,University of Alabama in Huntsville,210,30819.0,31219.0,Huntsville,Madison,Alabama,02-11-2021
26,University of Montevallo,140,20906.0,21098.0,Montevallo,Shelby,Alabama,02-11-2021
27,University of North Alabama,488,8236.0,8432.0,Florence,Lauderdale,Alabama,02-11-2021
28,University of South Alabama,507,33888.0,34555.0,Mobile,Mobile,Alabama,02-11-2021
29,University of West Alabama,30,934.0,963.0,Livingston,Sumter,Alabama,02-11-2021
30,University of Alaska Anchorage,12,25859.0,26011.0,Anchorage,Anchorage,Alaska,02-11-2021
31,University of Alaska Fairbanks,130,5992.0,6018.0,Fairbanks,Fairbanks North Star,Alaska,02-11-2021
32,University of Alaska Southeast,1,1200.0,1205.0,Juneau,Juneau,Alaska,02-11-2021
33,Arizona State University,"3,642",486039.0,494345.0,Tempe,Maricopa,Arizona,02-11-2021
34,Arizona Western College,41,35160.0,35910.0,Yuma,Yuma,Arizona,02-11-2021
35,Dine College,5,9692.0,10036.0,Tsaile,Apache,Arizona,02-11-2021
36,Embry-Riddle Aeronautical University at Prescott,54,16182.0,16616.0,Prescott,Yavapai,Arizona,02-11-2021
37,Grand Canyon University,"1,372",486039.0,494345.0,Phoenix,Maricopa,Arizona,02-11-2021
38,Midwestern University at Glendale,158,486039.0,494345.0,Glendale,Maricopa,Arizona,02-11-2021
39,Northern Arizona University,354,15576.0,15875.0,Flagstaff,Coconino,Arizona,02-11-2021
40,University of Arizona,"2,959",103886.0,105909.0,Tucson,Pima,Arizona,02-11-2021
41,Arkansas Northeastern College,56,5357.0,5468.0,Blytheville,Mississippi,Arkansas,02-11-2021
42,Arkansas State University,"1,153",12389.0,12563.0,Jonesboro,Craighead,Arkansas,02-11-2021
43,Arkansas State University-Newport,43,6315.0,6401.0,Newport,Jackson,Arkansas,02-11-2021
44,Arkansas Tech University,402,7385.0,7476.0,Russellville,Pope,Arkansas,02-11-2021
45,Black River Technical College,85,1528.0,1566.0,Pocahontas,Randolph,Arkansas,02-11-2021
46,Central Baptist College,20,11238.0,11385.0,Conway,Faulkner,Arkansas,02-11-2021
47,Harding University,435,6864.0,6964.0,Searcy,White,Arkansas,02-11-2021
48,Henderson State University,172,1916.0,1952.0,Arkadelphia,Clark,Arkansas,02-11-2021
49,Hendrix College,22,11238.0,11385.0,Conway,Faulkner,Arkansas,02-11-2021
50,John Brown University,66,25898.0,26270.0,Siloam Springs,Benton,Arkansas,02-11-2021
51,Lyon College,22,3483.0,3601.0,Batesville,Independence,Arkansas,02-11-2021
52,National Park College,66,,,Hot Springs,,Arkansas,02-11-2021
53,North Arkansas College,76,3450.0,3526.0,Harrison,Boone,Arkansas,02-11-2021
54,NorthWest Arkansas Community College,34,25898.0,26270.0,Bentonville,Benton,Arkansas,02-11-2021
55,Ouachita Baptist University,197,1916.0,1952.0,Arkadelphia,Clark,Arkansas,02-11-2021
56,South Arkansas Community College,41,3466.0,3563.0,El Dorado,Union,Arkansas,02-11-2021
57,Southern Arkansas University,216,2010.0,2063.0,Magnolia,Columbia,Arkansas,02-11-2021
58,University of Arkansas,"2,742",1482.0,1513.0,Fayetteville,Washington,Arkansas,02-11-2021
59,University of Arkansas Community College Rich Mountain,19,1755.0,1814.0,Mena,Polk,Arkansas,02-11-2021
60,University of Arkansas Community College at Hope - Texarkana,32,3610.0,3642.0,Texarkana,Miller,Arkansas,02-11-2021
61,University of Arkansas Community College-Morrilton,34,2074.0,2105.0,Morrilton,Conway,Arkansas,02-11-2021
62,University of Arkansas at Fort Smith,192,13892.0,14140.0,Fort Smith,Sebastian,Arkansas,02-11-2021
63,University of Arkansas at Little Rock,218,35638.0,36192.0,Little Rock,Pulaski,Arkansas,02-11-2021
64,University of Arkansas at Monticello,106,1896.0,1930.0,Monticello,Drew,Arkansas,02-11-2021
65,University of Arkansas at Pine Bluff,201,67852.0,69117.0,Pine Bluff,Jefferson,Arkansas,02-11-2021
66,University of Arkansas for Medical Sciences,181,35638.0,36192.0,Little Rock,Pulaski,Arkansas,02-11-2021
67,University of Arkansas-Pulaski Technical College,108,35638.0,36192.0,North Little Rock,Pulaski,Arkansas,02-11-2021
68,University of Central Arkansas,563,11238.0,11385.0,Conway,Faulkner,Arkansas,02-11-2021
69,University of the Ozarks,63,2582.0,2612.0,Clarksville,Johnson,Arkansas,02-11-2021
70,Antelope Valley College,28,1140116.0,1158794.0,Lancaster,Los Angeles,California,02-11-2021
71,Azusa Pacific University,44,1140116.0,1158794.0,Azusa,Los Angeles,California,02-11-2021
72,Biola University,10,1140116.0,1158794.0,La Mirada,Los Angeles,California,02-11-2021
73,California Baptist University,25,281337.0,284814.0,Riverside,Riverside,California,02-11-2021
74,California Institute of Technology,48,1140116.0,1158794.0,Pasadena,Los Angeles,California,02-11-2021
75,California Lutheran University,22,73937.0,74651.0,Thousand Oaks,Ventura,California,02-11-2021
76,"California Polytechnic State University, San Luis Obispo",871,18684.0,18889.0,San Luis Obispo,San Luis Obispo,California,02-11-2021
77,"California State Polytechnic University, Pomona",22,1140116.0,1158794.0,Pomona,Los Angeles,California,02-11-2021
78,California State University Maritime Academy,8,29111.0,29251.0,Vallejo,Solano,California,02-11-2021
79,"California State University, Bakersfield",68,98410.0,99087.0,Bakersfield,Kern,California,02-11-2021
80,"California State University, Channel Islands",14,73937.0,74651.0,Camarillo,Ventura,California,02-11-2021
81,"California State University, Chico",233,10445.0,10594.0,Chico,Butte,California,02-11-2021
82,"California State University, Dominguez Hills",12,1140116.0,1158794.0,Carson,Los Angeles,California,02-11-2021
83,"California State University, East Bay",27,76568.0,77632.0,Hayward,Alameda,California,02-11-2021
84,"California State University, Fullerton",22,251761.0,255254.0,Fullerton,Orange,California,02-11-2021
85,"California State University, Long Beach",51,1140116.0,1158794.0,Long Beach,Los Angeles,California,02-11-2021
86,"California State University, Los Angeles",105,1140116.0,1158794.0,Los Angeles,Los Angeles,California,02-11-2021
87,"California State University, Monterey Bay",10,40775.0,41076.0,Marina,Monterey,California,02-11-2021
88,"California State University, Northridge",71,1140116.0,1158794.0,Los Angeles,Los Angeles,California,02-11-2021
89,"California State University, Sacramento",77,88293.0,89653.0,Sacramento,Sacramento,California,02-11-2021
90,"California State University, San Bernardino",28,277825.0,280068.0,San Bernardino,San Bernardino,California,02-11-2021
91,"California State University, San Marcos",45,247019.0,249974.0,San Marcos,San Diego,California,02-11-2021
92,"California State University, Stanislaus",20,52726.0,53614.0,Turlock,Stanislaus,California,02-11-2021
93,Chapman University,152,251761.0,255254.0,Orange,Orange,California,02-11-2021
94,Concordia University Irvine,23,251761.0,255254.0,Irvine,Orange,California,02-11-2021
95,Cypress College,19,251761.0,255254.0,Cypress,Orange,California,02-11-2021
96,Dominican University of California,8,12572.0,12754.0,San Rafael,Marin,California,02-11-2021
97,El Camino Community College,14,1140116.0,1158794.0,Torrance,Los Angeles,California,02-11-2021
98,Feather River College,7,635.0,641.0,Quincy,Plumas,California,02-11-2021
99,Fresno Pacific University,13,90585.0,91876.0,Fresno,Fresno,California,02-11-2021
100,Fresno State University,48,90585.0,91876.0,Fresno,Fresno,California,02-11-2021
101,Harvey Mudd College,5,1140116.0,1158794.0,Claremont,Los Angeles,California,02-11-2021
102,Holy Names University,7,76568.0,77632.0,Oakland,Alameda,California,02-11-2021
103,Humboldt State University,31,2977.0,3009.0,Arcata,Humboldt,California,02-11-2021
104,Los Angeles Community College District‡,180,1140116.0,1158794.0,Los Angeles,Los Angeles,California,02-11-2021
105,Loyola Marymount University,34,1140116.0,1158794.0,Los Angeles,Los Angeles,California,02-11-2021
106,Menlo College,10,36990.0,37437.0,Atherton,San Mateo,California,02-11-2021
107,Mills College,3,76568.0,77632.0,Oakland,Alameda,California,02-11-2021
108,MiraCosta College,12,247019.0,249974.0,Oceanside,San Diego,California,02-11-2021
109,Occidental College‡,10,1140116.0,1158794.0,Los Angeles,Los Angeles,California,02-11-2021
110,Pepperdine University,36,1140116.0,1158794.0,Malibu,Los Angeles,California,02-11-2021
111,Pitzer College,1,1140116.0,1158794.0,Claremont,Los Angeles,California,02-11-2021
112,Point Loma Nazarene University‡,90,247019.0,249974.0,San Diego,San Diego,California,02-11-2021
113,Pomona College,16,1140116.0,1158794.0,Claremont,Los Angeles,California,02-11-2021
114,Rio Hondo College*,31,1140116.0,1158794.0,Whittier,Los Angeles,California,02-11-2021
115,Saint Mary's College of California,15,59300.0,59895.0,Moraga,Contra Costa,California,02-11-2021
116,San Diego City College,7,247019.0,249974.0,San Diego,San Diego,California,02-11-2021
117,San Diego Mesa College,2,247019.0,249974.0,San Diego,San Diego,California,02-11-2021
118,San Diego Miramar College,5,247019.0,249974.0,San Diego,San Diego,California,02-11-2021
119,San Diego State University System,"1,892",247019.0,249974.0,San Diego,San Diego,California,02-11-2021
120,San Francisco State University,10,32604.0,32955.0,San Francisco,San Francisco,California,02-11-2021
121,San Jose State University,73,104748.0,106372.0,San Jose,Santa Clara,California,02-11-2021
122,Santa Ana College,25,251761.0,255254.0,Santa Ana,Orange,California,02-11-2021
123,Santa Clara University,95,104748.0,106372.0,Santa Clara,Santa Clara,California,02-11-2021
124,Santa Monica College,5,1140116.0,1158794.0,Santa Monica,Los Angeles,California,02-11-2021
125,Santiago Canyon College,4,251761.0,255254.0,Orange,Orange,California,02-11-2021
126,Scripps College,4,1140116.0,1158794.0,Claremont,Los Angeles,California,02-11-2021
127,Shasta College,37,10548.0,10718.0,Redding,Shasta,California,02-11-2021
128,Sonoma State University,5,,,Ronhert Park,,California,02-11-2021
129,Southwestern College,14,247019.0,249974.0,Chula Vista,San Diego,California,02-11-2021
130,Stanford University*,242,104748.0,106372.0,Stanford,Santa Clara,California,02-11-2021
131,"University of California, Berkeley",330,76568.0,77632.0,Berkeley,Alameda,California,02-11-2021
132,"University of California, Davis",123,12104.0,12276.0,Davis,Yolo,California,02-11-2021
133,"University of California, Hastings College of Law",11,32604.0,32955.0,San Francisco,San Francisco,California,02-11-2021
134,"University of California, Irvine",341,251761.0,255254.0,Irvine,Orange,California,02-11-2021
135,"University of California, Los Angeles",712,1140116.0,1158794.0,Los Angeles,Los Angeles,California,02-11-2021
136,"University of California, Merced",45,27326.0,27701.0,Merced,Merced,California,02-11-2021
137,"University of California, Riverside",162,281337.0,284814.0,Riverside,Riverside,California,02-11-2021
138,"University of California, San Diego*",720,247019.0,249974.0,San Diego,San Diego,California,02-11-2021
139,"University of California, San Francisco*",380,32604.0,32955.0,San Francisco,San Francisco,California,02-11-2021
140,"University of California, Santa Barbara",33,30136.0,30502.0,Santa Barbara,Santa Barbara,California,02-11-2021
141,"University of California, Santa Cruz",69,7383.0,7548.0,Santa Cruz,Santa Cruz,California,02-11-2021
142,University of Redlands,12,277825.0,280068.0,Redlands,San Bernardino,California,02-11-2021
143,University of San Diego,234,247019.0,249974.0,San Diego,San Diego,California,02-11-2021
144,University of San Francisco,17,32604.0,32955.0,San Francisco,San Francisco,California,02-11-2021
145,University of Southern California,808,1140116.0,1158794.0,Los Angeles,Los Angeles,California,02-11-2021
146,University of the Pacific,10,63744.0,64709.0,Stockton,San Joaquin,California,02-11-2021
147,Westmont College,10,30136.0,30502.0,Santa Barbara,Santa Barbara,California,02-11-2021
148,Whittier College,2,1140116.0,1158794.0,Whittier,Los Angeles,California,02-11-2021
149,Adams State University,108,1190.0,1218.0,Alamosa,Alamosa,Colorado,02-11-2021
150,Arapahoe Community College,72,45889.0,46525.0,Littleton,Arapahoe,Colorado,02-11-2021
151,Colorado Christian University,109,,,Lakewood,,Colorado,02-11-2021
152,Colorado College,55,48702.0,49427.0,Colorado Springs,El Paso,Colorado,02-11-2021
153,Colorado Mesa University,850,12624.0,12804.0,Grand Junction,Mesa,Colorado,02-11-2021
154,Colorado Mountain College Glenwood Springs,44,4909.0,4948.0,Glenwood Springs,Garfield,Colorado,02-11-2021
155,Colorado School of Mines,389,67852.0,69117.0,Golden,Jefferson,Colorado,02-11-2021
156,Colorado State University,"1,695",18569.0,18781.0,Fort Collins,Larimer,Colorado,02-11-2021
157,Colorado State University-Pueblo,217,14100.0,14461.0,Pueblo,Pueblo,Colorado,02-11-2021
158,Community College of Aurora,38,46188.0,46787.0,Aurora,Adams,Colorado,02-11-2021
159,Community College of Denver,59,46188.0,46787.0,Denver,Adams,Colorado,02-11-2021
160,Fort Lewis College,183,2781.0,2816.0,Durango,La Plata,Colorado,02-11-2021
161,Front Range Community College,43,46188.0,46787.0,Westminster,Adams,Colorado,02-11-2021
162,Johnson & Wales University-Denver,8,46188.0,46787.0,Denver,Adams,Colorado,02-11-2021
163,Metropolitan State University of Denver,158,46188.0,46787.0,Denver,Adams,Colorado,02-11-2021
164,Morgan Community College,13,13099.0,13329.0,Fort Morgan,Morgan,Colorado,02-11-2021
165,Northeastern Junior College,104,2091.0,2108.0,Sterling,Logan,Colorado,02-11-2021
166,Otero Junior College,31,1737.0,1797.0,La Junta,Otero,Colorado,02-11-2021
167,Pikes Peak Community College,45,48702.0,49427.0,Colorado Springs,El Paso,Colorado,02-11-2021
168,Pueblo Community College,73,14100.0,14461.0,Pueblo,Pueblo,Colorado,02-11-2021
169,Regis University,177,46188.0,46787.0,Denver,Adams,Colorado,02-11-2021
170,Trinidad State Junior College,37,944.0,955.0,Trinidad,Las Animas,Colorado,02-11-2021
171,United States Air Force Academy,2,,,Air Force Academy,,Colorado,02-11-2021
172,University of Colorado Boulder,"2,520",17680.0,17900.0,Boulder,Boulder,Colorado,02-11-2021
173,University of Colorado Colorado Springs,223,48702.0,49427.0,Colorado Springs,El Paso,Colorado,02-11-2021
174,University of Colorado Denver and Anschutz Medical Campus*,110,46188.0,46787.0,Aurora,Adams,Colorado,02-11-2021
175,University of Denver,763,46188.0,46787.0,Denver,Adams,Colorado,02-11-2021
176,University of Northern Colorado,413,24146.0,24459.0,Greeley,Weld,Colorado,02-11-2021
177,Western Colorado University,119,1094.0,1100.0,Gunnison,Gunnison,Colorado,02-11-2021
178,Albertus Magnus College,49,65528.0,67380.0,New Haven,New Haven,Connecticut,02-11-2021
179,Central Connecticut State University,163,64928.0,67142.0,New Britain,Hartford,Connecticut,02-11-2021
180,Connecticut College‡,84,17761.0,18152.0,New London,New London,Connecticut,02-11-2021
181,Eastern Connecticut State University,148,8672.0,8834.0,Windham,Windham,Connecticut,02-11-2021
182,Fairfield University,641,74284.0,76266.0,Fairfield,Fairfield,Connecticut,02-11-2021
183,Mitchell College,25,17761.0,18152.0,New London,New London,Connecticut,02-11-2021
184,Quinnipiac University,532,65528.0,67380.0,Hamden,New Haven,Connecticut,02-11-2021
185,Sacred Heart University,824,74284.0,76266.0,Fairfield,Fairfield,Connecticut,02-11-2021
186,Southern Connecticut State University,175,65528.0,67380.0,New Haven,New Haven,Connecticut,02-11-2021
187,Trinity College,135,64928.0,67142.0,Hartford,Hartford,Connecticut,02-11-2021
188,Tunxis Community College,14,64928.0,67142.0,Farmington,Hartford,Connecticut,02-11-2021
189,United States Coast Guard Academy,40,17761.0,18152.0,New London,New London,Connecticut,02-11-2021
190,University of Bridgeport,66,74284.0,76266.0,Bridgeport,Fairfield,Connecticut,02-11-2021
191,University of Connecticut*,832,,,Storrs,,Connecticut,02-11-2021
192,University of Hartford,118,64928.0,67142.0,West Hartford,Hartford,Connecticut,02-11-2021
193,University of New Haven,190,65528.0,67380.0,West Haven,New Haven,Connecticut,02-11-2021
194,University of Saint Joseph,17,64928.0,67142.0,West Hartford,Hartford,Connecticut,02-11-2021
195,Wesleyan University,61,9507.0,9837.0,Middletown,Middlesex,Connecticut,02-11-2021
196,Western Connecticut State University,77,74284.0,76266.0,Danbury,Fairfield,Connecticut,02-11-2021
197,Yale University†,566,65528.0,67380.0,New Haven,New Haven,Connecticut,02-11-2021
198,Delaware State University,143,13286.0,13552.0,Dover,Kent,Delaware,02-11-2021
199,Delaware Technical Community College Dover,23,13286.0,13552.0,Dover,Kent,Delaware,02-11-2021
200,Delaware Technical Community College Georgetown,48,21292.0,21683.0,Georgetown,Sussex,Delaware,02-11-2021
201,Delaware Technical Community College Stanton,47,,,Stanton,,Delaware,02-11-2021
202,University of Delaware,873,45850.0,46455.0,Newark,New Castle,Delaware,02-11-2021
203,Wesley College,26,13286.0,13552.0,Dover,Kent,Delaware,02-11-2021
204,AdventHealth University,3,30891.0,31581.0,Orlando,Brevard,Florida,02-11-2021
205,Atlantic Technical College,6,180201.0,182419.0,Coconut Creek,Broward,Florida,02-11-2021
206,Atlantis University,1,,,Miami,Miami-dade,Florida,02-11-2021
