,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,17,7230.0,7303.0,Huntsville,Madison,Alabama,09-16-2020
1,Athens State University,2,1889.0,1908.0,Athens,Limestone,Alabama,09-16-2020
2,Auburn University*,"1,672",5511.0,5570.0,Auburn,Lee,Alabama,09-16-2020
3,Birmingham-Southern College,64,18199.0,18531.0,Birmingham,Jefferson,Alabama,09-16-2020
4,Calhoun Community College,20,1889.0,1908.0,Tanner,Limestone,Alabama,09-16-2020
5,Central Alabama Community College,16,1041.0,1124.0,Alexander City,Tallapoosa,Alabama,09-16-2020
6,Enterprise State Community College,5,1228.0,1235.0,Enterprise,Coffee,Alabama,09-16-2020
7,Gadsden State Community College,25,3203.0,3247.0,Gadsden,Etowah,Alabama,09-16-2020
8,Jacksonville State University,219,3127.0,3165.0,Jacksonville,Calhoun,Alabama,09-16-2020
9,Lurleen B. Wallace Community College,7,1245.0,1272.0,Andalusia,Covington,Alabama,09-16-2020
10,Marion Military Institute,3,530.0,536.0,Marion,Perry,Alabama,09-16-2020
11,Samford University,199,18199.0,18531.0,Birmingham,Jefferson,Alabama,09-16-2020
12,Snead State Community College,11,3203.0,3247.0,Boaz,Etowah,Alabama,09-16-2020
13,Southern Union State Community College,45,569.0,581.0,Wadley,Randolph,Alabama,09-16-2020
14,Troy University,112,1119.0,1128.0,Troy,Pike,Alabama,09-16-2020
15,Troy University Dothan,6,2565.0,2586.0,Dothan,Houston,Alabama,09-16-2020
16,Troy University Montgomery,4,8376.0,8546.0,Montgomery,Montgomery,Alabama,09-16-2020
17,Troy University-Phenix City Campus,6,,,Phenix,,Alabama,09-16-2020
18,Tuskegee University,41,,,Tuskeegee,,Alabama,09-16-2020
19,University of Alabama,"2,225",6875.0,6984.0,Tuscaloosa,Tuscaloosa,Alabama,09-16-2020
20,University of Alabama at Birmingham*,"1,105",18199.0,18531.0,Birmingham,Jefferson,Alabama,09-16-2020
21,University of Alabama in Huntsville,24,7230.0,7303.0,Huntsville,Madison,Alabama,09-16-2020
22,University of Montevallo,63,5397.0,5446.0,Montevallo,Shelby,Alabama,09-16-2020
23,University of North Alabama,189,1559.0,1590.0,Florence,Lauderdale,Alabama,09-16-2020
24,University of South Alabama,169,12643.0,12931.0,Mobile,Mobile,Alabama,09-16-2020
25,University of Alaska Anchorage,4,3605.0,3632.0,Anchorage,Anchorage,Alaska,09-16-2020
26,University of Alaska Fairbanks,35,900.0,909.0,Fairbanks,Fairbanks North Star,Alaska,09-16-2020
27,University of Alaska Southeast,1,241.0,242.0,Juneau,Juneau,Alaska,09-16-2020
28,Arizona State University,"1,330",134954.0,138151.0,Tempe,Maricopa,Arizona,09-16-2020
29,Arizona Western College,4,12103.0,12440.0,Yuma,Yuma,Arizona,09-16-2020
30,Embry-Riddle Aeronautical University at Prescott,21,2357.0,2437.0,Prescott,Yavapai,Arizona,09-16-2020
31,Grand Canyon University,46,134954.0,138151.0,Phoenix,Maricopa,Arizona,09-16-2020
32,Midwestern University at Glendale,55,134954.0,138151.0,Glendale,Maricopa,Arizona,09-16-2020
33,Northern Arizona University,37,3491.0,3624.0,Flagstaff,Coconino,Arizona,09-16-2020
34,University of Arizona,709,22286.0,22887.0,Tucson,Pima,Arizona,09-16-2020
35,Arkansas State University,143,2435.0,2454.0,Jonesboro,Craighead,Arkansas,09-16-2020
36,Arkansas Tech University,6,1943.0,1971.0,Russellville,Pope,Arkansas,09-16-2020
37,Harding University,1,644.0,663.0,Searcy,White,Arkansas,09-16-2020
38,Henderson State University,29,285.0,289.0,Arkadelphia,Clark,Arkansas,09-16-2020
39,John Brown University,26,5904.0,5983.0,Siloam Springs,Benton,Arkansas,09-16-2020
40,Lyon College,4,949.0,962.0,Batesville,Independence,Arkansas,09-16-2020
41,National Park College,2,,,Hot Springs,,Arkansas,09-16-2020
42,NorthWest Arkansas Community College,2,5904.0,5983.0,Bentonville,Benton,Arkansas,09-16-2020
43,Southern Arkansas University,87,336.0,354.0,Magnolia,Columbia,Arkansas,09-16-2020
44,University of Arkansas,888,529.0,542.0,Fayetteville,Washington,Arkansas,09-16-2020
45,University of Arkansas Community College Rich Mountain,2,245.0,249.0,Mena,Polk,Arkansas,09-16-2020
46,University of Arkansas at Little Rock,52,8194.0,8329.0,Little Rock,Pulaski,Arkansas,09-16-2020
47,University of Arkansas at Monticello,14,338.0,344.0,Monticello,Drew,Arkansas,09-16-2020
48,University of Arkansas at Pine Bluff,77,18199.0,18531.0,Pine Bluff,Jefferson,Arkansas,09-16-2020
49,University of Arkansas-Fort Smith,27,3221.0,3277.0,Fort Smith,Sebastian,Arkansas,09-16-2020
50,University of Central Arkansas,60,2088.0,2103.0,Conway,Faulkner,Arkansas,09-16-2020
51,University of the Ozarks,35,803.0,808.0,Clarksville,Johnson,Arkansas,09-16-2020
52,Antelope Valley College,5,249845.0,256148.0,Lancaster,Los Angeles,California,09-16-2020
53,Biola University,2,249845.0,256148.0,La Mirada,Los Angeles,California,09-16-2020
54,California Institute of Technology,21,249845.0,256148.0,Pasadena,Los Angeles,California,09-16-2020
55,California Lutheran University,5,11794.0,11932.0,Thousand Oaks,Ventura,California,09-16-2020
56,"California Polytechnic State University, San Luis Obispo",63,3267.0,3293.0,San Luis Obispo,San Luis Obispo,California,09-16-2020
