,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,23185.0,23364.0,Huntsville,Madison,Alabama,01-03-2021
1,Alabama State University,2,16170.0,16446.0,Montgomery,Montgomery,Alabama,01-03-2021
2,Athens State University,35,6979.0,7037.0,Athens,Limestone,Alabama,01-03-2021
3,Auburn University*,"2,134",10485.0,10560.0,Auburn,Lee,Alabama,01-03-2021
4,Auburn University at Montgomery,140,16170.0,16446.0,Montgomery,Montgomery,Alabama,01-03-2021
5,Bevill State Community College,4,5236.0,5374.0,Jasper,Walker,Alabama,01-03-2021
6,Birmingham-Southern College,214,53293.0,54012.0,Birmingham,Jefferson,Alabama,01-03-2021
7,Calhoun Community College,84,6979.0,7037.0,Tanner,Limestone,Alabama,01-03-2021
8,Central Alabama Community College,39,2313.0,2411.0,Alexander City,Tallapoosa,Alabama,01-03-2021
9,Enterprise State Community College,41,3685.0,3723.0,Enterprise,Coffee,Alabama,01-03-2021
10,Gadsden State Community College,62,10228.0,10324.0,Gadsden,Etowah,Alabama,01-03-2021
11,Jacksonville State University,219,9574.0,9731.0,Jacksonville,Calhoun,Alabama,01-03-2021
12,Lurleen B. Wallace Community College,19,2915.0,2955.0,Andalusia,Covington,Alabama,01-03-2021
13,Marion Military Institute,13,877.0,887.0,Marion,Perry,Alabama,01-03-2021
14,Samford University,480,53293.0,54012.0,Birmingham,Jefferson,Alabama,01-03-2021
15,Snead State Community College,19,10228.0,10324.0,Boaz,Etowah,Alabama,01-03-2021
16,Southern Union State Community College,59,1246.0,1276.0,Wadley,Randolph,Alabama,01-03-2021
17,Spring Hill College,124,26169.0,26677.0,Mobile,Mobile,Alabama,01-03-2021
18,Troy University,749,2014.0,2037.0,Troy,Pike,Alabama,01-03-2021
19,Troy University Dothan,17,7461.0,7525.0,Dothan,Houston,Alabama,01-03-2021
20,Troy University Montgomery,18,16170.0,16446.0,Montgomery,Montgomery,Alabama,01-03-2021
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,01-03-2021
22,Tuskegee University,110,,,Tuskeegee,,Alabama,01-03-2021
23,University of Alabama,"3,361",18825.0,19043.0,Tuscaloosa,Tuscaloosa,Alabama,01-03-2021
24,University of Alabama at Birmingham*,"2,286",53293.0,54012.0,Birmingham,Jefferson,Alabama,01-03-2021
25,University of Alabama in Huntsville,210,23185.0,23364.0,Huntsville,Madison,Alabama,01-03-2021
26,University of Montevallo,140,16083.0,16186.0,Montevallo,Shelby,Alabama,01-03-2021
27,University of North Alabama,488,6612.0,6682.0,Florence,Lauderdale,Alabama,01-03-2021
28,University of South Alabama,507,26169.0,26677.0,Mobile,Mobile,Alabama,01-03-2021
29,University of West Alabama,30,841.0,865.0,Livingston,Sumter,Alabama,01-03-2021
30,University of Alaska Anchorage,12,23158.0,23281.0,Anchorage,Anchorage,Alaska,01-03-2021
31,University of Alaska Fairbanks,130,5028.0,5048.0,Fairbanks,Fairbanks North Star,Alaska,01-03-2021
32,University of Alaska Southeast,1,1054.0,1059.0,Juneau,Juneau,Alaska,01-03-2021
33,Arizona State University,"3,642",337755.0,342994.0,Tempe,Maricopa,Arizona,01-03-2021
34,Arizona Western College,41,28393.0,28921.0,Yuma,Yuma,Arizona,01-03-2021
35,Dine College,5,7514.0,7758.0,Tsaile,Apache,Arizona,01-03-2021
