,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,10689.0,10806.0,Huntsville,Madison,Alabama,11-12-2020
1,Athens State University,23,3474.0,3512.0,Athens,Limestone,Alabama,11-12-2020
2,Auburn University*,"2,047",6978.0,7043.0,Auburn,Lee,Alabama,11-12-2020
3,Auburn University at Montgomery,80,11154.0,11375.0,Montgomery,Montgomery,Alabama,11-12-2020
4,Bevill State Community College,4,3107.0,3203.0,Jasper,Walker,Alabama,11-12-2020
5,Birmingham-Southern College,196,26359.0,26813.0,Birmingham,Jefferson,Alabama,11-12-2020
6,Calhoun Community College,36,3474.0,3512.0,Tanner,Limestone,Alabama,11-12-2020
7,Central Alabama Community College,24,1455.0,1542.0,Alexander City,Tallapoosa,Alabama,11-12-2020
8,Enterprise State Community College,32,2062.0,2074.0,Enterprise,Coffee,Alabama,11-12-2020
9,Gadsden State Community College,45,5027.0,5087.0,Gadsden,Etowah,Alabama,11-12-2020
10,Jacksonville State University,219,5268.0,5345.0,Jacksonville,Calhoun,Alabama,11-12-2020
11,Lurleen B. Wallace Community College,16,1959.0,1991.0,Andalusia,Covington,Alabama,11-12-2020
12,Marion Military Institute,5,625.0,631.0,Marion,Perry,Alabama,11-12-2020
13,Samford University,379,26359.0,26813.0,Birmingham,Jefferson,Alabama,11-12-2020
14,Snead State Community College,13,5027.0,5087.0,Boaz,Etowah,Alabama,11-12-2020
15,Southern Union State Community College,59,893.0,912.0,Wadley,Randolph,Alabama,11-12-2020
16,Spring Hill College,113,17894.0,18228.0,Mobile,Mobile,Alabama,11-12-2020
17,Troy University,628,1447.0,1461.0,Troy,Pike,Alabama,11-12-2020
18,Troy University Dothan,12,4595.0,4631.0,Dothan,Houston,Alabama,11-12-2020
19,Troy University Montgomery,16,11154.0,11375.0,Montgomery,Montgomery,Alabama,11-12-2020
20,Troy University-Phenix City Campus,8,,,Phenix,,Alabama,11-12-2020
21,Tuskegee University,69,,,Tuskeegee,,Alabama,11-12-2020
22,University of Alabama,"3,037",11293.0,11440.0,Tuscaloosa,Tuscaloosa,Alabama,11-12-2020
23,University of Alabama at Birmingham*,"1,779",26359.0,26813.0,Birmingham,Jefferson,Alabama,11-12-2020
24,University of Alabama in Huntsville,119,10689.0,10806.0,Huntsville,Madison,Alabama,11-12-2020
25,University of Montevallo,110,8562.0,8635.0,Montevallo,Shelby,Alabama,11-12-2020
26,University of North Alabama,370,3091.0,3140.0,Florence,Lauderdale,Alabama,11-12-2020
27,University of South Alabama,378,17894.0,18228.0,Mobile,Mobile,Alabama,11-12-2020
28,University of Alaska Anchorage,10,11160.0,11218.0,Anchorage,Anchorage,Alaska,11-12-2020
29,University of Alaska Fairbanks,94,2659.0,2676.0,Fairbanks,Fairbanks North Star,Alaska,11-12-2020
30,University of Alaska Southeast,1,689.0,693.0,Juneau,Juneau,Alaska,11-12-2020
31,Arizona State University,"2,518",167083.0,170842.0,Tempe,Maricopa,Arizona,11-12-2020
32,Arizona Western College,41,14570.0,14935.0,Yuma,Yuma,Arizona,11-12-2020
33,Dine College,7,4083.0,4270.0,Tsaile,Apache,Arizona,11-12-2020
34,Embry-Riddle Aeronautical University at Prescott,37,3308.0,3409.0,Prescott,Yavapai,Arizona,11-12-2020
35,Grand Canyon University,230,167083.0,170842.0,Phoenix,Maricopa,Arizona,11-12-2020
36,Midwestern University at Glendale,72,167083.0,170842.0,Glendale,Maricopa,Arizona,11-12-2020
37,Northern Arizona University,268,5971.0,6124.0,Flagstaff,Coconino,Arizona,11-12-2020
38,University of Arizona,"2,517",30869.0,31538.0,Tucson,Pima,Arizona,11-12-2020
39,Arkansas Northeastern College,28,2659.0,2732.0,Blytheville,Mississippi,Arkansas,11-12-2020
40,Arkansas State University,692,5707.0,5766.0,Jonesboro,Craighead,Arkansas,11-12-2020
41,Arkansas Tech University,340,3035.0,3074.0,Russellville,Pope,Arkansas,11-12-2020
42,Black River Technical College,56,893.0,912.0,Pocahontas,Randolph,Arkansas,11-12-2020
43,Harding University,300,2081.0,2122.0,Searcy,White,Arkansas,11-12-2020
44,Henderson State University,116,642.0,648.0,Arkadelphia,Clark,Arkansas,11-12-2020
45,Hendrix College,17,3898.0,3942.0,Conway,Faulkner,Arkansas,11-12-2020
46,John Brown University,36,9844.0,9977.0,Siloam Springs,Benton,Arkansas,11-12-2020
47,Lyon College,12,1727.0,1795.0,Batesville,Independence,Arkansas,11-12-2020
48,National Park College,36,,,Hot Springs,,Arkansas,11-12-2020
