,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,11320.0,11438.0,Huntsville,Madison,Alabama,11-16-2020
1,Athens State University,23,3648.0,3689.0,Athens,Limestone,Alabama,11-16-2020
2,Auburn University*,"2,047",7175.0,7240.0,Auburn,Lee,Alabama,11-16-2020
3,Auburn University at Montgomery,80,11420.0,11644.0,Montgomery,Montgomery,Alabama,11-16-2020
4,Bevill State Community College,4,3211.0,3307.0,Jasper,Walker,Alabama,11-16-2020
5,Birmingham-Southern College,196,27679.0,28140.0,Birmingham,Jefferson,Alabama,11-16-2020
6,Calhoun Community College,36,3648.0,3689.0,Tanner,Limestone,Alabama,11-16-2020
7,Central Alabama Community College,24,1523.0,1611.0,Alexander City,Tallapoosa,Alabama,11-16-2020
8,Enterprise State Community College,32,2166.0,2180.0,Enterprise,Coffee,Alabama,11-16-2020
9,Gadsden State Community College,45,5321.0,5382.0,Gadsden,Etowah,Alabama,11-16-2020
10,Jacksonville State University,219,5589.0,5666.0,Jacksonville,Calhoun,Alabama,11-16-2020
11,Lurleen B. Wallace Community College,16,2011.0,2043.0,Andalusia,Covington,Alabama,11-16-2020
12,Marion Military Institute,5,635.0,641.0,Marion,Perry,Alabama,11-16-2020
13,Samford University,379,27679.0,28140.0,Birmingham,Jefferson,Alabama,11-16-2020
14,Snead State Community College,13,5321.0,5382.0,Boaz,Etowah,Alabama,11-16-2020
15,Southern Union State Community College,59,934.0,954.0,Wadley,Randolph,Alabama,11-16-2020
16,Spring Hill College,113,18225.0,18565.0,Mobile,Mobile,Alabama,11-16-2020
17,Troy University,628,1488.0,1502.0,Troy,Pike,Alabama,11-16-2020
18,Troy University Dothan,12,4754.0,4791.0,Dothan,Houston,Alabama,11-16-2020
19,Troy University Montgomery,16,11420.0,11644.0,Montgomery,Montgomery,Alabama,11-16-2020
20,Troy University-Phenix City Campus,8,,,Phenix,,Alabama,11-16-2020
21,Tuskegee University,69,,,Tuskeegee,,Alabama,11-16-2020
22,University of Alabama,"3,037",11738.0,11886.0,Tuscaloosa,Tuscaloosa,Alabama,11-16-2020
23,University of Alabama at Birmingham*,"1,779",27679.0,28140.0,Birmingham,Jefferson,Alabama,11-16-2020
24,University of Alabama in Huntsville,119,11320.0,11438.0,Huntsville,Madison,Alabama,11-16-2020
25,University of Montevallo,110,9013.0,9086.0,Montevallo,Shelby,Alabama,11-16-2020
26,University of North Alabama,370,3309.0,3360.0,Florence,Lauderdale,Alabama,11-16-2020
27,University of South Alabama,378,18225.0,18565.0,Mobile,Mobile,Alabama,11-16-2020
28,University of Alaska Anchorage,10,12712.0,12772.0,Anchorage,Anchorage,Alaska,11-16-2020
29,University of Alaska Fairbanks,94,2892.0,2909.0,Fairbanks,Fairbanks North Star,Alaska,11-16-2020
30,University of Alaska Southeast,1,751.0,755.0,Juneau,Juneau,Alaska,11-16-2020
31,Arizona State University,"2,518",173195.0,176993.0,Tempe,Maricopa,Arizona,11-16-2020
32,Arizona Western College,41,15157.0,15522.0,Yuma,Yuma,Arizona,11-16-2020
