,School,Cases,City,State,Date
457,Labette Community College,5,Parsons,Kansas,11-06-2020
458,Newman University,39,Whichita,Kansas,11-06-2020
459,Pittsburg State University,190,Pittsburg,Kansas,11-06-2020
460,Southwestern College,59,Winfield,Kansas,11-06-2020
461,Sterling College,9,Sterling,Kansas,11-06-2020
462,University of Kansas,"1,121",Lawrence,Kansas,11-06-2020
463,University of Saint Mary,4,Leavenworth,Kansas,11-06-2020
464,Washburn University,105,Topeka,Kansas,11-06-2020
465,Wichita State University,87,Wichita,Kansas,11-06-2020
466,Alice Lloyd College,76,Pippa Passes,Kentucky,11-06-2020
467,Asbury Theological Seminary,5,Wilmore,Kentucky,11-06-2020
468,Asbury University,9,Wilmore,Kentucky,11-06-2020
469,Ashland Community and Technical College,5,Ashland,Kentucky,11-06-2020
470,Beckfield College,1,Florence,Kentucky,11-06-2020
471,Bellarmine University,156,Louisville,Kentucky,11-06-2020
472,Berea College,7,Berea,Kentucky,11-06-2020
473,Big Sandy Community and Technical College,9,Prestonsburg,Kentucky,11-06-2020
474,Bluegrass Community and Technical College,136,Lexington,Kentucky,11-06-2020
475,Campbellsville University,67,Campbellsville,Kentucky,11-06-2020
476,Centre College,38,Danville,Kentucky,11-06-2020
477,Clear Creek Baptist Bible College,3,Pineville,Kentucky,11-06-2020
478,Eastern Kentucky University,281,Richmond,Kentucky,11-06-2020
479,Elizabethtown Community and Technical College,27,Elizabethtown,Kentucky,11-06-2020
480,Frontier Nursing University,1,Hyden,Kentucky,11-06-2020
481,Galen College of Nursing-Louisville,8,Louisville,Kentucky,11-06-2020
482,Gateway Community and Technical College,10,Florence,Kentucky,11-06-2020
483,Georgetown College,150,Georgetown,Kentucky,11-06-2020
484,Hazard Community and Technical College,11,Hazard,Kentucky,11-06-2020
485,Henderson Community College,29,Henderson,Kentucky,11-06-2020
486,Hopkinsville Community College,17,Hopkinsville,Kentucky,11-06-2020
487,Jefferson Community and Technical College,75,Louisville,Kentucky,11-06-2020
488,Kentucky Christian University,1,Grayson,Kentucky,11-06-2020
489,Kentucky State University,116,Frankfort,Kentucky,11-06-2020
490,Kentucky Wesleyan College,25,Owensboro,Kentucky,11-06-2020
491,Lexington Healing Arts Academy,1,Lexington,Kentucky,11-06-2020
492,Lexington Theological Seminary,1,Lexington,Kentucky,11-06-2020
493,Lindsey Wilson College,58,Columbia,Kentucky,11-06-2020
494,Madisonville Community College,22,Madisonville,Kentucky,11-06-2020
495,Maysville Community and Technical College,6,Maysville,Kentucky,11-06-2020
496,MedQuest College,5,Louisville,Kentucky,11-06-2020
497,Midway University,40,Midway,Kentucky,11-06-2020
498,Morehead State University,115,Morehead,Kentucky,11-06-2020
499,Murray State University,346,Murray,Kentucky,11-06-2020
500,Northern Kentucky University,57,Highland Heights,Kentucky,11-06-2020
501,Owensboro Community and Technical College,14,Owensboro,Kentucky,11-06-2020
502,Paul Mitchell the School-Lexington,3,Lexington,Kentucky,11-06-2020
503,Somerset Community College,28,Somerset,Kentucky,11-06-2020
504,Southcentral Kentucky Community and Technical College,62,Bowling Green,Kentucky,11-06-2020
505,Southeast Kentucky Community and Technical College,9,Cumberland,Kentucky,11-06-2020
506,Spalding University,10,Louisville,Kentucky,11-06-2020
507,Sullivan University,8,Louisville,Kentucky,11-06-2020
508,The Southern Baptist Theological Seminary,1,Louisville,Kentucky,11-06-2020
509,Thomas More University,79,Crestview Hills,Kentucky,11-06-2020
510,Transylvania University,87,Lexington,Kentucky,11-06-2020
511,Union College,47,Barbourville,Kentucky,11-06-2020
512,University of Kentucky,"2,475",Lexington,Kentucky,11-06-2020
513,University of Louisville,878,Louisville,Kentucky,11-06-2020
514,University of Pikeville,115,Pikeville,Kentucky,11-06-2020
515,University of the Cumberlands,92,Williamsburg,Kentucky,11-06-2020
516,West Kentucky Community and Technical College,27,Paducah,Kentucky,11-06-2020
517,Western Kentucky University,836,Bowling Green,Kentucky,11-06-2020
518,Centenary College of Louisiana,41,Shreveport,Louisiana,11-06-2020
519,Grambling State University,40,Grambling,Louisiana,11-06-2020
520,Louisiana State University,"1,248",Baton Rouge,Louisiana,11-06-2020
521,Louisiana State University Alexandria,55,Alexandria,Louisiana,11-06-2020
522,"Louisiana State University Health Sciences Center, New Orleans*",283,New Orleans,Louisiana,11-06-2020
523,"Louisiana State University Health Sciences Center, Shreveport*",1,Shreveport,Louisiana,11-06-2020
524,"Louisiana State University, Shreveport",39,Shreveport,Louisiana,11-06-2020
525,Louisiana Tech University,434,Ruston,Louisiana,11-06-2020
526,Loyola University New Orleans,90,New Orleans,Louisiana,11-06-2020
527,Nicholls State University,149,Thibodaux,Louisiana,11-06-2020
528,Northwestern State University of Louisiana,310,Natchitoches,Louisiana,11-06-2020
529,Southeastern Louisiana University,176,Hammond,Louisiana,11-06-2020
530,Southern University Law Center,8,Baton Rouge,Louisiana,11-06-2020
531,Southern University and A&M College,148,Baton Rouge,Louisiana,11-06-2020
532,Southern University at New Orleans,15,New Orleans,Louisiana,11-06-2020
533,Tulane University of Louisiana,887,New Orleans,Louisiana,11-06-2020
534,University of Louisiana Monroe,212,Monroe,Louisiana,11-06-2020
535,University of Louisiana at Lafayette,308,Lafeyette,Louisiana,11-06-2020
536,University of New Orleans,49,New Orleans,Louisiana,11-06-2020
537,Bates College,7,Lewiston,Maine,11-06-2020
538,Bowdoin College,3,Brunswick,Maine,11-06-2020
539,Colby College,14,Waterville,Maine,11-06-2020
540,Husson University,3,Bangor,Maine,11-06-2020
541,Maine Maritime Academy,4,Castine,Maine,11-06-2020
542,Saint Joseph's College of Maine,11,Standish,Maine,11-06-2020
543,University of Maine,26,Orono,Maine,11-06-2020
544,University of Maine Farmington,6,Farmington,Maine,11-06-2020
545,University of Maine at Augusta,7,Augusta,Maine,11-06-2020
546,University of Maine at Fort Kent,2,Fort Kent,Maine,11-06-2020
547,University of New England,23,Biddeford,Maine,11-06-2020
548,University of Southern Maine,14,Portland,Maine,11-06-2020
549,Bowie State University,47,Bowie,Maryland,11-06-2020
550,Coppin State University,8,Baltimore,Maryland,11-06-2020
551,Frostburg State University,98,Frostburg,Maryland,11-06-2020
552,Hood College,22,Frederick,Maryland,11-06-2020
553,Johns Hopkins University,477,Baltimore,Maryland,11-06-2020
554,McDaniel College,18,Westminster,Maryland,11-06-2020
555,Morgan State University,17,Baltimore,Maryland,11-06-2020
556,Mount St. Mary's University,24,Emmitsburg,Maryland,11-06-2020
557,Notre Dame of Maryland University,9,Baltimore,Maryland,11-06-2020
558,Salisbury University,454,Salisbury,Maryland,11-06-2020
559,St. Mary's College of Maryland,24,St. Mary's City,Maryland,11-06-2020
560,Stevenson University‡,53,Stevenson,Maryland,11-06-2020
561,Towson University,491,Towson,Maryland,11-06-2020
562,United States Naval Academy,8,Annapolis,Maryland,11-06-2020
563,University of Baltimore,1,Baltimore,Maryland,11-06-2020
564,University of Maryland Eastern Shore,37,Princess Anne,Maryland,11-06-2020
565,"University of Maryland, Baltimore",1,Baltimore,Maryland,11-06-2020
566,"University of Maryland, Baltimore County",41,Catonsville,Maryland,11-06-2020
567,"University of Maryland, College Park",826,College Park,Maryland,11-06-2020
568,Washington College,15,Chestertown,Maryland,11-06-2020
569,American International College,9,Springfield,Massachusetts,11-06-2020
570,Amherst College,5,Amherst,Massachusetts,11-06-2020
571,Anna Maria College,15,Paxton,Massachusetts,11-06-2020
572,Assumption College,22,Worcester,Massachusetts,11-06-2020
573,Babson College,16,Wellesley,Massachusetts,11-06-2020
574,Bay Path University,3,Longmeadow,Massachusetts,11-06-2020
575,Bentley University,64,Waltham,Massachusetts,11-06-2020
576,Boston College,255,Chestnut Hill,Massachusetts,11-06-2020
577,Boston University,252,Boston,Massachusetts,11-06-2020
578,Brandeis University,21,Waltham,Massachusetts,11-06-2020
579,Bridgewater State University,18,Bridgewater,Massachusetts,11-06-2020
580,Clark University,13,Worcester,Massachusetts,11-06-2020
581,College of Our Lady of the Elms,3,Chicopee,Massachusetts,11-06-2020
582,College of the Holy Cross,21,Worcester,Massachusetts,11-06-2020
583,Curry College,46,Milton,Massachusetts,11-06-2020
584,Eastern Nazarene College,9,Quincy,Massachusetts,11-06-2020
585,Emerson College,31,Boston,Massachusetts,11-06-2020
586,Emmanuel College,4,Boston,Massachusetts,11-06-2020
587,Endicott College,17,Beverly,Massachusetts,11-06-2020
588,Fitchburg State University,15,Fitchburg,Massachusetts,11-06-2020
589,Framingham State University,22,Framingham,Massachusetts,11-06-2020
590,Franklin W Olin College of Engineering,2,Needham,Massachusetts,11-06-2020
591,Gordon College,6,Wenham,Massachusetts,11-06-2020
592,Harvard University,105,Cambridge,Massachusetts,11-06-2020
593,Hebrew College,1,Newton Centre,Massachusetts,11-06-2020
594,Lasell University,7,Newton,Massachusetts,11-06-2020
595,Massachusetts College of Liberal Arts,4,North Adams,Massachusetts,11-06-2020
596,Massachusetts College of Pharmacy and Health Sciences*,25,Boston,Massachusetts,11-06-2020
597,Massachusetts Institute of Technology†,58,Cambridge,Massachusetts,11-06-2020
598,Massachusetts Maritime Academy,1,Buzzards Bay,Massachusetts,11-06-2020
599,Merrimack College‡,141,North Andover,Massachusetts,11-06-2020
600,Mount Holyoke College,3,South Hadley,Massachusetts,11-06-2020
601,Nichols College,9,Dudley,Massachusetts,11-06-2020
602,Northeastern University,172,Boston,Massachusetts,11-06-2020
603,Regis College,2,Weston,Massachusetts,11-06-2020
604,Salem State University,5,Salem,Massachusetts,11-06-2020
605,Simmons University,3,Boston,Massachusetts,11-06-2020
606,Smith College,2,Northampton,Massachusetts,11-06-2020
607,Springfield College,15,Springfield,Massachusetts,11-06-2020
608,Stonehill College‡,17,Easton,Massachusetts,11-06-2020
609,Suffolk University,38,Boston,Massachusetts,11-06-2020
610,Tufts University,50,Medford,Massachusetts,11-06-2020
611,University of Massachusetts Amherst,180,Amherst,Massachusetts,11-06-2020
612,University of Massachusetts Boston,27,Boston,Massachusetts,11-06-2020
613,University of Massachusetts Dartmouth,47,Dartmouth,Massachusetts,11-06-2020
614,University of Massachusetts Lowell,2,Lowell,Massachusetts,11-06-2020
615,University of Massachusetts Medical School*,16,Worcester,Massachusetts,11-06-2020
616,Wellesley College,4,Wellesley,Massachusetts,11-06-2020
617,Wentworth Institute of Technology,24,Boston,Massachusetts,11-06-2020
618,Western New England University,13,Springfield,Massachusetts,11-06-2020
619,Westfield State University‡,5,Westfield,Massachusetts,11-06-2020
620,Wheaton College,4,Norton,Massachusetts,11-06-2020
621,Williams College,6,Williamstown,Massachusetts,11-06-2020
622,Worcester Polytechnic Institute,19,Worcester,Massachusetts,11-06-2020
623,Worcester State University‡,27,Worcester,Massachusetts,11-06-2020
624,Adrian College,288,Adrian,Michigan,11-06-2020
625,Albion College,41,Albion,Michigan,11-06-2020
626,Alma College,66,Alma,Michigan,11-06-2020
627,Alpena Community College,4,Alpena,Michigan,11-06-2020
628,Andrews University,31,Berrien Springs,Michigan,11-06-2020
629,Aquinas College,33,Grand Rapids,Michigan,11-06-2020
630,Bay College,14,Escanaba,Michigan,11-06-2020
631,Bay Mills Community College,1,Brimley,Michigan,11-06-2020
632,Calvin University,72,Grand Rapids,Michigan,11-06-2020
633,Central Michigan University,405,Mount Pleasant,Michigan,11-06-2020
634,Cleary University,4,Howell,Michigan,11-06-2020
635,Concordia University Ann Arbor,4,Ann Arbor,Michigan,11-06-2020
636,Cornerstone University,8,Grand Rapids,Michigan,11-06-2020
637,Davenport University,7,Grand Rapids,Michigan,11-06-2020
638,Eastern Michigan University,169,Ypsilanti,Michigan,11-06-2020
639,Ferris State University,352,Big Rapids,Michigan,11-06-2020
640,Finlandia University,31,Hancock,Michigan,11-06-2020
641,Grand Rapids Community College,59,Grand Rapids,Michigan,11-06-2020
642,Grand Valley State University,"1,153",Allendale,Michigan,11-06-2020
643,Henry Ford College,6,Dearborn,Michigan,11-06-2020
644,Hope College,59,Holland,Michigan,11-06-2020
645,Jackson College,1,Jackson,Michigan,11-06-2020
646,Kalamazoo College,40,Kalamazoo,Michigan,11-06-2020
647,Kettering University,4,Flint,Michigan,11-06-2020
648,Kuyper College,6,Grand Rapids,Michigan,11-06-2020
649,Lake Michigan College,3,Benton Harbor,Michigan,11-06-2020
650,Lake Superior State University,15,Sault Ste. Marie,Michigan,11-06-2020
651,Lawrence Technological University,33,Southfield,Michigan,11-06-2020
652,Madonna University,14,Livonia,Michigan,11-06-2020
653,Michigan State University,"1,813",East Lansing,Michigan,11-06-2020
654,Michigan Technological University,225,Houghton,Michigan,11-06-2020
655,Mott Community College,3,Flint,Michigan,11-06-2020
656,Northern Michigan University,135,Marquette,Michigan,11-06-2020
657,Northwestern Michigan College,6,Traverse City,Michigan,11-06-2020
658,Northwood University,87,Midland,Michigan,11-06-2020
659,Oakland University,112,Rochester,Michigan,11-06-2020
660,Olivet College,63,Olivet,Michigan,11-06-2020
661,Saginaw Valley State University,141,University Center,Michigan,11-06-2020
662,Schoolcraft College*,13,Livonia,Michigan,11-06-2020
663,Siena Heights University,17,Adrian,Michigan,11-06-2020
664,Spring Arbor University,59,Spring Arbor,Michigan,11-06-2020
665,University of Detroit Mercy,69,Detroit,Michigan,11-06-2020
666,University of Michigan,"2,058",Ann Arbor,Michigan,11-06-2020
667,University of Michigan-Dearborn,10,Dearborn,Michigan,11-06-2020
668,University of Michigan-Flint,13,Flint,Michigan,11-06-2020
669,Washtenaw Community College,2,Ann Arbor,Michigan,11-06-2020
670,Wayne State University,147,Detroit,Michigan,11-06-2020
671,Western Michigan University,837,Kalamazoo,Michigan,11-06-2020
672,Alexandria Technical & Community College,22,Alexandria,Minnesota,11-06-2020
673,Anoka Technical College,12,Anoka,Minnesota,11-06-2020
674,Anoka-Ramsey Community College,31,Coon Rapids,Minnesota,11-06-2020
675,Augsburg University,50,Minneapolis,Minnesota,11-06-2020
676,Bemidji State University,139,Bemidji,Minnesota,11-06-2020
677,Bethany Lutheran College,27,Mankato,Minnesota,11-06-2020
678,Bethel University,118,Saint Paul,Minnesota,11-06-2020
679,Carleton College,16,Northfield,Minnesota,11-06-2020
680,Central Lakes College-Brainerd,14,Brainerd,Minnesota,11-06-2020
681,Central Lakes College-Staples,3,Staples,Minnesota,11-06-2020
682,Century College,39,White Bear Lake,Minnesota,11-06-2020
683,Concordia College at Moorhead,185,Moorhead,Minnesota,11-06-2020
684,"Concordia University, St. Paul",31,St. Paul,Minnesota,11-06-2020
685,Crown College,7,Saint Bonifacius,Minnesota,11-06-2020
686,Dakota County Technical College,13,Rosemount,Minnesota,11-06-2020
687,Fond du Lac Tribal and Community College,3,Cloquet,Minnesota,11-06-2020
688,Gustavus Adolphus College,42,Saint Peter,Minnesota,11-06-2020
689,Hamline University,33,St. Paul,Minnesota,11-06-2020
690,Hennepin Technical College,27,Brooklyn Park,Minnesota,11-06-2020
691,Hibbing Community College,12,Hibbing,Minnesota,11-06-2020
692,Inver Hills Community College,12,Inver Grove Heights,Minnesota,11-06-2020
693,Itasca Community College,10,Grand Rapids,Minnesota,11-06-2020
694,Lake Superior College,46,Duluth,Minnesota,11-06-2020
695,Macalester College,14,St. Paul,Minnesota,11-06-2020
696,Martin Luther College,34,New Ulm,Minnesota,11-06-2020
697,Mesabi Range College,11,Eveleth,Minnesota,11-06-2020
698,Metropolitan State University,44,Saint Paul,Minnesota,11-06-2020
699,Minneapolis Community and Technical College,30,Minneapolis,Minnesota,11-06-2020
700,Minnesota State College Southeast,18,Winona,Minnesota,11-06-2020
701,Minnesota State Community and Technical College,90,Fergus Falls,Minnesota,11-06-2020
702,Minnesota State University Moorhead,167,Moorhead,Minnesota,11-06-2020
703,"Minnesota State University, Mankato",302,Mankato,Minnesota,11-06-2020
704,Minnesota West Community and Technical College,30,Granite Falls,Minnesota,11-06-2020
705,Normandale Community College,19,Bloomington,Minnesota,11-06-2020
706,North Hennepin Community College,18,Brooklyn Park,Minnesota,11-06-2020
707,Northland Community and Technical College,28,Thief River Falls,Minnesota,11-06-2020
708,Northwest Technical College,7,Bemidji,Minnesota,11-06-2020
709,Pine Technical & Community College,7,Pine City,Minnesota,11-06-2020
710,Ridgewater College,27,Willmar,Minnesota,11-06-2020
711,Riverland Community College,24,Austin,Minnesota,11-06-2020
712,Rochester Community and Technical College,62,Rochester,Minnesota,11-06-2020
713,Saint Mary's University of Minnesota,36,Winona,Minnesota,11-06-2020
714,South Central College,5,North Mankato,Minnesota,11-06-2020
715,Southwest Minnesota State University,83,Marshall,Minnesota,11-06-2020
716,St. Catherine University,71,St. Paul,Minnesota,11-06-2020
717,St. Cloud State University,162,St. Cloud,Minnesota,11-06-2020
718,St. Cloud Technical and Community College,23,St. Cloud,Minnesota,11-06-2020
719,St. Olaf College,45,Northfield,Minnesota,11-06-2020
720,St. Paul College,17,St. Paul,Minnesota,11-06-2020
721,University of Minnesota Crookston,2,Crookston,Minnesota,11-06-2020
722,University of Minnesota Duluth,310,Duluth,Minnesota,11-06-2020
723,University of Minnesota Morris,12,Morris,Minnesota,11-06-2020
724,University of Minnesota Rochester,5,Rochester,Minnesota,11-06-2020
725,University of Minnesota Twin Cities,416,Minneapolis,Minnesota,11-06-2020
726,"University of Northwestern, St. Paul",20,St. Paul,Minnesota,11-06-2020
727,University of St. Thomas,288,St. Paul,Minnesota,11-06-2020
728,Winona State University,474,Winona,Minnesota,11-06-2020
729,Alcorn State University,112,Lorman,Mississippi,11-06-2020
730,Belhaven University,33,Jackson,Mississippi,11-06-2020
731,Delta State University,141,Cleveland,Mississippi,11-06-2020
732,Jackson State University,24,Jackson,Mississippi,11-06-2020
733,Millsaps College,47,Jackson,Mississippi,11-06-2020
734,Mississippi College,43,Clinton,Mississippi,11-06-2020
735,Mississippi Delta Community College,52,Moorhead,Mississippi,11-06-2020
736,Mississippi State University,607,Mississippi State,Mississippi,11-06-2020
737,Mississippi University for Women*,35,Columbus,Mississippi,11-06-2020
738,Mississippi Valley State University,113,Itta Bena,Mississippi,11-06-2020
739,Northeast Mississippi Community College,60,Booneville,Mississippi,11-06-2020
740,Rust College,1,Holly Springs,Mississippi,11-06-2020
741,University of Mississippi,781,Oxford,Mississippi,11-06-2020
742,University of Mississippi Medical Center*,539,Jackson,Mississippi,11-06-2020
743,University of Southern Mississippi,387,Hattiesburg,Mississippi,11-06-2020
744,Central Methodist University,259,Fayette,Missouri,11-06-2020
745,College of the Ozarks,2,Point Lookout,Missouri,11-06-2020
746,Crowder College,100,Neosho,Missouri,11-06-2020
747,Drury University,163,Springfield,Missouri,11-06-2020
748,Evangel University,153,Springfield,Missouri,11-06-2020
749,Fontbonne University,17,Saint Louis,Missouri,11-06-2020
750,Graceland University at Independence,3,Independence,Missouri,11-06-2020
751,Harris-Stowe State University,29,St. Louis,Missouri,11-06-2020
752,Kansas City Art Institute,6,Kansas City,Missouri,11-06-2020
753,Lincoln University of Missouri,8,Jefferson City,Missouri,11-06-2020
754,Lindenwood University,156,St. Charles,Missouri,11-06-2020
755,Maryville University Saint Louis,108,St. Louis,Missouri,11-06-2020
756,Missouri Baptist University,65,St. Louis,Missouri,11-06-2020
757,Missouri Southern State University,211,Joplin,Missouri,11-06-2020
758,Missouri State University,"1,305",Springfield,Missouri,11-06-2020
759,Missouri University of Science and Technology,185,Rolla,Missouri,11-06-2020
760,Missouri Western State University,24,St. Joseph,Missouri,11-06-2020
761,Northwest Missouri State University,567,Maryville,Missouri,11-06-2020
762,Ozarks Technical Community College,379,Springfield,Missouri,11-06-2020
763,Rockhurst University,30,Kansas City,Missouri,11-06-2020
764,Saint Louis University,266,St. Louis,Missouri,11-06-2020
765,Southeast Missouri State University,405,Cape Girardeau,Missouri,11-06-2020
766,Southwest Baptist University,148,Bolivar,Missouri,11-06-2020
767,St. Louis College of Pharmacy*,23,St. Louis,Missouri,11-06-2020
768,St. Louis Community College,47,St. Louis,Missouri,11-06-2020
769,State Fair Community College,111,Sedalia,Missouri,11-06-2020
770,Stephens College,20,Columbia,Missouri,11-06-2020
771,Truman State University,171,Kirksville,Missouri,11-06-2020
772,University of Central Missouri,619,Warrensburg,Missouri,11-06-2020
773,University of Missouri,"2,101",Columbia,Missouri,11-06-2020
774,University of Missouri-Kansas City,215,Kansas City,Missouri,11-06-2020
775,University of Missouri-St. Louis*,158,Bellerive Acres,Missouri,11-06-2020
776,Washington University in St. Louis*,109,St. Louis,Missouri,11-06-2020
777,Webster University,19,Saint Louis,Missouri,11-06-2020
778,Westminster College,75,Fulton,Missouri,11-06-2020
779,William Jewell College,25,Liberty,Missouri,11-06-2020
780,William Woods University,37,Fulton,Missouri,11-06-2020
781,Carroll College,47,Helena,Montana,11-06-2020
782,Flathead Valley Community College,2,Kalispell,Montana,11-06-2020
783,Great Falls College Montana State University,3,Great Falls,Montana,11-06-2020
784,Helena College,2,Helena,Montana,11-06-2020
785,Montana State University,513,Bozeman,Montana,11-06-2020
786,Montana State University Billings,38,Billings,Montana,11-06-2020
787,Montana State University Northern,29,Havre,Montana,11-06-2020
788,Montana Technological University,99,Butte,Montana,11-06-2020
789,Rocky Mountain College,15,Billings,Montana,11-06-2020
790,University of Montana,332,Missoula,Montana,11-06-2020
791,University of Montana Western,75,Dillon,Montana,11-06-2020
792,Chadron State College,73,Chadron,Nebraska,11-06-2020
793,"Concordia University, Nebraska",108,Seward,Nebraska,11-06-2020
794,Creighton University,481,Omaha,Nebraska,11-06-2020
795,Doane University,119,Crete,Nebraska,11-06-2020
796,Hastings College,45,Hastings,Nebraska,11-06-2020
797,Midland University,139,Fremont,Nebraska,11-06-2020
798,Nebraska Wesleyan University,258,Lincoln,Nebraska,11-06-2020
799,Peru State College,111,Peru,Nebraska,11-06-2020
800,University of Nebraska Medical Center*,20,Omaha,Nebraska,11-06-2020
801,University of Nebraska at Kearney,224,Kearney,Nebraska,11-06-2020
802,University of Nebraska at Omaha,270,Omaha,Nebraska,11-06-2020
803,University of Nebraska-Lincoln,"1,203",Lincoln,Nebraska,11-06-2020
804,Wayne State College,185,Wayne,Nebraska,11-06-2020
805,College of Southern Nevada,97,Las Vegas,Nevada,11-06-2020
806,Great Basin College,3,Elko,Nevada,11-06-2020
807,Nevada State College,16,Henderson,Nevada,11-06-2020
808,Truckee Meadows Community College,25,Reno,Nevada,11-06-2020
809,"University of Nevada, Las Vegas",325,Las Vegas,Nevada,11-06-2020
810,"University of Nevada, Reno",800,Reno,Nevada,11-06-2020
811,Western Nevada College,14,Carson City,Nevada,11-06-2020
812,Colby-Sawyer College,2,New London,New Hampshire,11-06-2020
813,Dartmouth College,23,Hanover,New Hampshire,11-06-2020
814,Franklin Pierce University,22,Rindge,New Hampshire,11-06-2020
815,Great Bay Community College,1,Portsmouth,New Hampshire,11-06-2020
816,Keene State College,13,Keene,New Hampshire,11-06-2020
817,Lakes Region Community College,2,Laconia,New Hampshire,11-06-2020
818,NHTI-Concord's Community College,1,Concord,New Hampshire,11-06-2020
819,Nashua Community College,2,Nashua,New Hampshire,11-06-2020
820,New England College,19,Henniker,New Hampshire,11-06-2020
821,Plymouth State University‡,26,Plymouth,New Hampshire,11-06-2020
822,Rivier University,8,Nashua,New Hampshire,11-06-2020
823,Saint Anselm College,24,Manchester,New Hampshire,11-06-2020
824,University of New Hampshire,275,Durham,New Hampshire,11-06-2020
825,Bloomfield College,15,Bloomfield,New Jersey,11-06-2020
826,Caldwell University,1,Caldwell,New Jersey,11-06-2020
827,Centenary University,1,Hackettstown,New Jersey,11-06-2020
828,College of Saint Elizabeth,5,Morristown,New Jersey,11-06-2020
829,Drew University,1,Madison,New Jersey,11-06-2020
830,Fairleigh Dickinson University‡,9,Teaneck,New Jersey,11-06-2020
831,Fairleigh Dickinson University Florham‡,7,Madison,New Jersey,11-06-2020
832,Felician University,1,Lodi,New Jersey,11-06-2020
833,Georgian Court University,25,Lakewood,New Jersey,11-06-2020
834,Kean University,28,Union,New Jersey,11-06-2020
835,Monmouth University,390,West Long Branch,New Jersey,11-06-2020
836,Montclair State University,83,Montclair,New Jersey,11-06-2020
837,New Jersey City University,2,Jersey City,New Jersey,11-06-2020
838,New Jersey Institute of Technology,18,Newark,New Jersey,11-06-2020
839,Princeton University,88,Princeton,New Jersey,11-06-2020
840,Ramapo College of New Jersey,21,Mahwah,New Jersey,11-06-2020
841,Rider University,19,Lawrenceville,New Jersey,11-06-2020
842,Rowan University,673,Glassboro,New Jersey,11-06-2020
843,Rutgers University,396,New Brunswick,New Jersey,11-06-2020
844,Saint Peter's University,6,Jersey City,New Jersey,11-06-2020
845,Seton Hall University,48,South Orange,New Jersey,11-06-2020
846,Stevens Institute of Technology,36,Hoboken,New Jersey,11-06-2020
847,Stockton University,143,Galloway,New Jersey,11-06-2020
848,The College of New Jersey,3,Ewing,New Jersey,11-06-2020
849,William Paterson University,23,Wayne,New Jersey,11-06-2020
850,Eastern New Mexico University,24,Portales,New Mexico,11-06-2020
851,Navajo Technical University,1,Crownpoint,New Mexico,11-06-2020
852,New Mexico Highlands University,10,Las Vegas,New Mexico,11-06-2020
853,New Mexico Institute of Mining and Technology,6,Socorro,New Mexico,11-06-2020
854,New Mexico Military Institute,8,Roswell,New Mexico,11-06-2020
855,New Mexico State University,226,Las Cruces,New Mexico,11-06-2020
856,San Juan College,10,Farmington,New Mexico,11-06-2020
857,Santa Fe Community College,7,Santa Fe,New Mexico,11-06-2020
858,University of New Mexico*,136,Albuquerque,New Mexico,11-06-2020
859,Western New Mexico University,37,Silver City,New Mexico,11-06-2020
860,Adelphi University,31,Garden City,New York,11-06-2020
861,Adirondack Community College,3,Queensbury,New York,11-06-2020
862,Albany College of Pharmacy and Health Sciences*,1,Albany,New York,11-06-2020
863,Albany Medical College,1,Albany,New York,11-06-2020
864,Alfred University,18,Alfred,New York,11-06-2020
865,Bard College,1,Annadale-on-Hudson,New York,11-06-2020
866,Barnard College‡,2,New York City,New York,11-06-2020
867,Bryant & Stratton College,3,Syracuse,New York,11-06-2020
868,CUNY Baruch College,32,New York City,New York,11-06-2020
869,CUNY Borough of Manhattan Community College,22,New York City,New York,11-06-2020
870,CUNY Bronx Community College,12,New York City,New York,11-06-2020
871,CUNY Brooklyn College,25,New York City,New York,11-06-2020
872,CUNY City College of New York,24,New York City,New York,11-06-2020
873,CUNY College of Staten Island,7,New York City,New York,11-06-2020
874,CUNY Guttman Community College,1,New York City,New York,11-06-2020
875,CUNY Hostos Community College,1,New York City,New York,11-06-2020
876,CUNY Hunter College,58,New York City,New York,11-06-2020
877,CUNY John Jay College of Criminal Justice,6,New York City,New York,11-06-2020
878,CUNY Kingsborough Community College,8,New York City,New York,11-06-2020
879,CUNY LaGuardia Community College,37,New York City,New York,11-06-2020
880,CUNY Lehman College,8,New York City,New York,11-06-2020
881,CUNY Medgar Evers College,2,New York City,New York,11-06-2020
882,CUNY New York City College of Technology,10,New York City,New York,11-06-2020
883,CUNY Queens College,19,New York City,New York,11-06-2020
884,CUNY Queensborough Community College,6,New York City,New York,11-06-2020
885,CUNY York College,35,New York City,New York,11-06-2020
886,Canisius College,50,Buffalo,New York,11-06-2020
887,Cazenovia College,4,Cazenovia,New York,11-06-2020
888,Clarkson University,8,Potsdam,New York,11-06-2020
889,Clinton Community College,1,Plattsburgh,New York,11-06-2020
890,Colgate University,51,Hamilton,New York,11-06-2020
891,College of Mount Saint Vincent,8,New York City,New York,11-06-2020
892,Columbia University,98,New York City,New York,11-06-2020
893,Columbia-Greene Community College,3,Hudson,New York,11-06-2020
894,Concordia College New York,11,Bronxville,New York,11-06-2020
895,Cornell University,185,Ithaca,New York,11-06-2020
896,D'Youville College,20,Buffalo,New York,11-06-2020
897,Daemen College,15,Amherst,New York,11-06-2020
898,Dominican College,2,Orangeburg,New York,11-06-2020
899,Dutchess Community College,8,Poughkeepsie,New York,11-06-2020
900,Elmira College,167,Elmira,New York,11-06-2020
