,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,17,0.0,7754.0,Huntsville,Madison,Alabama,09-24-2020
1,Athens State University,2,0.0,2061.0,Athens,Limestone,Alabama,09-24-2020
2,Auburn University*,"1,672",0.0,5829.0,Auburn,Lee,Alabama,09-24-2020
3,Birmingham-Southern College,64,0.0,19441.0,Birmingham,Jefferson,Alabama,09-24-2020
4,Calhoun Community College,20,0.0,2061.0,Tanner,Limestone,Alabama,09-24-2020
5,Central Alabama Community College,16,0.0,1146.0,Alexander City,Tallapoosa,Alabama,09-24-2020
6,Enterprise State Community College,5,0.0,1307.0,Enterprise,Coffee,Alabama,09-24-2020
7,Gadsden State Community College,25,0.0,3420.0,Gadsden,Etowah,Alabama,09-24-2020
8,Jacksonville State University,219,0.0,3466.0,Jacksonville,Calhoun,Alabama,09-24-2020
9,Lurleen B. Wallace Community College,7,0.0,1344.0,Andalusia,Covington,Alabama,09-24-2020
10,Marion Military Institute,3,0.0,540.0,Marion,Perry,Alabama,09-24-2020
11,Samford University,199,0.0,19441.0,Birmingham,Jefferson,Alabama,09-24-2020
12,Snead State Community College,11,0.0,3420.0,Boaz,Etowah,Alabama,09-24-2020
13,Southern Union State Community College,45,0.0,637.0,Wadley,Randolph,Alabama,09-24-2020
14,Troy University,112,0.0,1187.0,Troy,Pike,Alabama,09-24-2020
15,Troy University Dothan,6,0.0,2781.0,Dothan,Houston,Alabama,09-24-2020
16,Troy University Montgomery,4,0.0,8778.0,Montgomery,Montgomery,Alabama,09-24-2020
17,Troy University-Phenix City Campus,6,,,Phenix,,Alabama,09-24-2020
18,Tuskegee University,41,,,Tuskeegee,,Alabama,09-24-2020
19,University of Alabama,"2,225",0.0,7496.0,Tuscaloosa,Tuscaloosa,Alabama,09-24-2020
20,University of Alabama at Birmingham*,"1,105",0.0,19441.0,Birmingham,Jefferson,Alabama,09-24-2020
21,University of Alabama in Huntsville,24,0.0,7754.0,Huntsville,Madison,Alabama,09-24-2020
22,University of Montevallo,63,0.0,5849.0,Montevallo,Shelby,Alabama,09-24-2020
