,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,11187.0,11305.0,Huntsville,Madison,Alabama,11-15-2020
1,Athens State University,23,3612.0,3653.0,Athens,Limestone,Alabama,11-15-2020
2,Auburn University*,"2,047",7147.0,7212.0,Auburn,Lee,Alabama,11-15-2020
3,Auburn University at Montgomery,80,11372.0,11596.0,Montgomery,Montgomery,Alabama,11-15-2020
4,Bevill State Community College,4,3198.0,3294.0,Jasper,Walker,Alabama,11-15-2020
5,Birmingham-Southern College,196,27423.0,27884.0,Birmingham,Jefferson,Alabama,11-15-2020
6,Calhoun Community College,36,3612.0,3653.0,Tanner,Limestone,Alabama,11-15-2020
7,Central Alabama Community College,24,1516.0,1604.0,Alexander City,Tallapoosa,Alabama,11-15-2020
8,Enterprise State Community College,32,2156.0,2170.0,Enterprise,Coffee,Alabama,11-15-2020
9,Gadsden State Community College,45,5287.0,5348.0,Gadsden,Etowah,Alabama,11-15-2020
10,Jacksonville State University,219,5531.0,5608.0,Jacksonville,Calhoun,Alabama,11-15-2020
11,Lurleen B. Wallace Community College,16,2007.0,2039.0,Andalusia,Covington,Alabama,11-15-2020
12,Marion Military Institute,5,633.0,639.0,Marion,Perry,Alabama,11-15-2020
13,Samford University,379,27423.0,27884.0,Birmingham,Jefferson,Alabama,11-15-2020
14,Snead State Community College,13,5287.0,5348.0,Boaz,Etowah,Alabama,11-15-2020
15,Southern Union State Community College,59,930.0,950.0,Wadley,Randolph,Alabama,11-15-2020
16,Spring Hill College,113,18185.0,18524.0,Mobile,Mobile,Alabama,11-15-2020
17,Troy University,628,1480.0,1494.0,Troy,Pike,Alabama,11-15-2020
18,Troy University Dothan,12,4724.0,4761.0,Dothan,Houston,Alabama,11-15-2020
19,Troy University Montgomery,16,11372.0,11596.0,Montgomery,Montgomery,Alabama,11-15-2020
20,Troy University-Phenix City Campus,8,,,Phenix,,Alabama,11-15-2020
21,Tuskegee University,69,,,Tuskeegee,,Alabama,11-15-2020
22,University of Alabama,"3,037",11662.0,11810.0,Tuscaloosa,Tuscaloosa,Alabama,11-15-2020
23,University of Alabama at Birmingham*,"1,779",27423.0,27884.0,Birmingham,Jefferson,Alabama,11-15-2020
24,University of Alabama in Huntsville,119,11187.0,11305.0,Huntsville,Madison,Alabama,11-15-2020
25,University of Montevallo,110,8938.0,9011.0,Montevallo,Shelby,Alabama,11-15-2020
26,University of North Alabama,370,3247.0,3298.0,Florence,Lauderdale,Alabama,11-15-2020
27,University of South Alabama,378,18185.0,18524.0,Mobile,Mobile,Alabama,11-15-2020
28,University of Alaska Anchorage,10,12302.0,12362.0,Anchorage,Anchorage,Alaska,11-15-2020
29,University of Alaska Fairbanks,94,2874.0,2891.0,Fairbanks,Fairbanks North Star,Alaska,11-15-2020
30,University of Alaska Southeast,1,742.0,746.0,Juneau,Juneau,Alaska,11-15-2020
31,Arizona State University,"2,518",172406.0,176204.0,Tempe,Maricopa,Arizona,11-15-2020
32,Arizona Western College,41,14997.0,15362.0,Yuma,Yuma,Arizona,11-15-2020
33,Dine College,7,4202.0,4391.0,Tsaile,Apache,Arizona,11-15-2020
34,Embry-Riddle Aeronautical University at Prescott,37,3533.0,3637.0,Prescott,Yavapai,Arizona,11-15-2020
35,Grand Canyon University,230,172406.0,176204.0,Phoenix,Maricopa,Arizona,11-15-2020
36,Midwestern University at Glendale,72,172406.0,176204.0,Glendale,Maricopa,Arizona,11-15-2020
37,Northern Arizona University,268,6159.0,6318.0,Flagstaff,Coconino,Arizona,11-15-2020
38,University of Arizona,"2,517",32132.0,32802.0,Tucson,Pima,Arizona,11-15-2020
39,Arkansas Northeastern College,28,2743.0,2818.0,Blytheville,Mississippi,Arkansas,11-15-2020
40,Arkansas State University,692,5931.0,5993.0,Jonesboro,Craighead,Arkansas,11-15-2020
41,Arkansas Tech University,340,3174.0,3213.0,Russellville,Pope,Arkansas,11-15-2020
42,Black River Technical College,56,930.0,950.0,Pocahontas,Randolph,Arkansas,11-15-2020
43,Harding University,300,2272.0,2314.0,Searcy,White,Arkansas,11-15-2020
