,School,Cases,City,State,Date
913,Gardner-Webb University,109,Boiling Springs,North Carolina,10-16-2020
914,Greensboro College,13,Greensboro,North Carolina,10-16-2020
915,Guilford College,19,Greensboro,North Carolina,10-16-2020
916,High Point University,153,High Point,North Carolina,10-16-2020
917,Johnson & Wales University-Charlotte,2,Charlotte,North Carolina,10-16-2020
918,Johnson C Smith University,1,Charlotte,North Carolina,10-16-2020
919,Lees-McRae College,15,Banner Elk,North Carolina,10-16-2020
920,Lenoir-Rhyne University,14,Hickory,North Carolina,10-16-2020
921,Mars Hill University,6,Mars Hill,North Carolina,10-16-2020
922,Meredith College,43,Raleigh,North Carolina,10-16-2020
923,Methodist University,37,Fayetteville,North Carolina,10-16-2020
924,Montreat College,8,Montreat,North Carolina,10-16-2020
925,North Carolina A&T State University,123,Greensboro,North Carolina,10-16-2020
926,North Carolina Central University,76,Durham,North Carolina,10-16-2020
927,North Carolina State University,"1,134",Raleigh,North Carolina,10-16-2020
928,North Carolina Wesleyan College,11,Rocky Mount,North Carolina,10-16-2020
929,Pfeiffer University,25,Misenheimer,North Carolina,10-16-2020
930,Shaw University,4,Raleigh,North Carolina,10-16-2020
931,University of Mount Olive,25,Mount Olive,North Carolina,10-16-2020
932,University of North Carolina Asheville,16,Asheville,North Carolina,10-16-2020
933,University of North Carolina School of the Arts,4,Winston Salem,North Carolina,10-16-2020
934,University of North Carolina Wilmington,536,Wilmington,North Carolina,10-16-2020
935,University of North Carolina at Chapel Hill,"1,229",Chapel Hill,North Carolina,10-16-2020
936,University of North Carolina at Charlotte,217,Charlotte,North Carolina,10-16-2020
937,University of North Carolina at Greensboro,112,Greensboro,North Carolina,10-16-2020
938,University of North Carolina at Pembroke,279,Pembroke,North Carolina,10-16-2020
939,Wake Forest University,142,Winston-Salem,North Carolina,10-16-2020
940,Wake Technical Community College,27,Raleigh,North Carolina,10-16-2020
941,Western Carolina University,150,Cullowhee,North Carolina,10-16-2020
942,William Peace University,7,Raleigh,North Carolina,10-16-2020
943,Wingate University,82,Wingate,North Carolina,10-16-2020
944,Winston-Salem State University,42,Winston-Salem,North Carolina,10-16-2020
945,Bismarck State College,91,Bismarck,North Dakota,10-16-2020
946,Dakota College at Bottineau,13,Bottineau,North Dakota,10-16-2020
947,Dickinson State University,81,Dickinson,North Dakota,10-16-2020
948,Lake Region State College,17,Devils Lake,North Dakota,10-16-2020
949,Mayville State University,15,Mayville,North Dakota,10-16-2020
950,Minot State University,212,Minot,North Dakota,10-16-2020
951,North Dakota State College of Science,72,Wahpeton,North Dakota,10-16-2020
952,North Dakota State University,306,Fargo,North Dakota,10-16-2020
953,University of North Dakota,890,Grand Forks,North Dakota,10-16-2020
954,Valley City State University,34,Valley City,North Dakota,10-16-2020
955,Williston State College,80,Williston,North Dakota,10-16-2020
956,Ashland University,44,Ashland,Ohio,10-16-2020
957,Baldwin Wallace University,45,Berea,Ohio,10-16-2020
958,Bowling Green State University,443,Bowling Green,Ohio,10-16-2020
959,Bowling Green State University Firelands,2,Huron,Ohio,10-16-2020
960,Capital University,4,Columbus,Ohio,10-16-2020
961,Case Western Reserve University,38,Cleveland,Ohio,10-16-2020
962,Cedarville University,28,Cedarville,Ohio,10-16-2020
963,Central State University,10,Wilberforce,Ohio,10-16-2020
964,Cleveland State University,1,Cleveland,Ohio,10-16-2020
965,Columbus College of Art and Design,1,Columbus,Ohio,10-16-2020
966,Cuyahoga Community College District,3,Cleveland,Ohio,10-16-2020
967,Denison University,10,Granville,Ohio,10-16-2020
968,Franciscan University of Steubenville,12,Steubenville,Ohio,10-16-2020
969,Heidelberg University,51,Tiffin,Ohio,10-16-2020
970,Hiram College,9,Hiram,Ohio,10-16-2020
971,John Carroll University,117,University Heights,Ohio,10-16-2020
972,Kent State University,165,Kent,Ohio,10-16-2020
973,Kenyon College,2,Gambier,Ohio,10-16-2020
974,Lake Erie College,9,Painesville,Ohio,10-16-2020
975,Malone University,5,Canton,Ohio,10-16-2020
976,Marietta College,2,Marietta,Ohio,10-16-2020
977,Miami University (Ohio),"1,805",Oxford,Ohio,10-16-2020
978,Mount Saint Joseph University,1,Cincinnati,Ohio,10-16-2020
979,Northeast Ohio Medical University*,11,Rootstown,Ohio,10-16-2020
980,Notre Dame College,7,Cleveland,Ohio,10-16-2020
981,Oberlin College,13,Oberlin,Ohio,10-16-2020
982,Ohio Dominican University,67,Columbus,Ohio,10-16-2020
983,Ohio Northern University,31,Ada,Ohio,10-16-2020
984,Ohio State University,"3,051",Columbus,Ohio,10-16-2020
985,Ohio University,173,Athens,Ohio,10-16-2020
986,Ohio University-Southern,3,Irontown,Ohio,10-16-2020
987,Ohio Wesleyan University,91,Delaware,Ohio,10-16-2020
988,Otterbein University,17,Westerville,Ohio,10-16-2020
989,Shawnee State University,16,Portsmouth,Ohio,10-16-2020
990,Sinclair Community College,13,Dayton,Ohio,10-16-2020
991,The College of Wooster,9,Wooster,Ohio,10-16-2020
992,The University of Findlay,42,Findlay,Ohio,10-16-2020
993,Tiffin University,53,Tiffin,Ohio,10-16-2020
994,University of Akron,61,Akron,Ohio,10-16-2020
995,University of Cincinnati,585,Cincinnati,Ohio,10-16-2020
996,University of Dayton,"1,299",Dayton,Ohio,10-16-2020
997,University of Mount Union,37,Alliance,Ohio,10-16-2020
998,University of Toledo,358,Toledo,Ohio,10-16-2020
999,Ursuline College,4,Pepper Pike,Ohio,10-16-2020
1000,Walsh University,17,North Canton,Ohio,10-16-2020
1001,Wilmington College,4,Wilmington,Ohio,10-16-2020
1002,Wittenberg University,178,Springfield,Ohio,10-16-2020
1003,Wright State University,34,Dayton,Ohio,10-16-2020
1004,Xavier University,42,Cincinnati,Ohio,10-16-2020
1005,Youngstown State University,17,Youngstown,Ohio,10-16-2020
1006,Cameron University,50,Lawton,Oklahoma,10-16-2020
1007,East Central University,3,Ada,Oklahoma,10-16-2020
1008,Langston University,28,Langston,Oklahoma,10-16-2020
1009,Northern Oklahoma College,71,Tonkawa,Oklahoma,10-16-2020
1010,Northwestern Oklahoma State University,19,Alva,Oklahoma,10-16-2020
1011,Oklahoma Christian University,99,Edmond,Oklahoma,10-16-2020
1012,Oklahoma City University,36,Oklahoma City,Oklahoma,10-16-2020
1013,Oklahoma State University,"1,485",Stillwater,Oklahoma,10-16-2020
1014,Oklahoma State University Center for Health Sciences,23,Tulsa,Oklahoma,10-16-2020
1015,Oklahoma State University Institute of Technology,23,Okmulgee,Oklahoma,10-16-2020
1016,Oklahoma State University-Oklahoma City,6,Oklahoma City,Oklahoma,10-16-2020
1017,Oral Roberts University,1,Tulsa,Oklahoma,10-16-2020
1018,Southeastern Oklahoma State University,68,Durant,Oklahoma,10-16-2020
1019,Southwestern Oklahoma State University,222,Weatherford,Oklahoma,10-16-2020
1020,University of Central Oklahoma,321,Edmond,Oklahoma,10-16-2020
1021,University of Oklahoma,515,Norman,Oklahoma,10-16-2020
1022,University of Science and Arts of Oklahoma,12,Chickasha,Oklahoma,10-16-2020
1023,University of Tulsa,81,Tulsa,Oklahoma,10-16-2020
1024,Eastern Oregon University,13,La Grande,Oregon,10-16-2020
1025,George Fox University,1,Newberg,Oregon,10-16-2020
1026,Lane Community College,1,Eugene,Oregon,10-16-2020
1027,Lewis & Clark College,3,Portland,Oregon,10-16-2020
1028,Linfield University,5,McMinnville,Oregon,10-16-2020
1029,Linfield University-School of Nursing,1,Portland,Oregon,10-16-2020
1030,Oregon Health & Science University*,131,Portland,Oregon,10-16-2020
1031,Oregon Institute of Technology,8,Klamath Falls,Oregon,10-16-2020
1032,Oregon State University,99,Corvallis,Oregon,10-16-2020
1033,Pacific University,1,Forest Grove,Oregon,10-16-2020
1034,Portland State University,2,Portland,Oregon,10-16-2020
1035,Reed College,12,Portland,Oregon,10-16-2020
1036,Southern Oregon University,5,Ashland,Oregon,10-16-2020
1037,University of Oregon,208,Eugene,Oregon,10-16-2020
1038,Western Oregon University,5,Mounmouth,Oregon,10-16-2020
1039,Willamette University,9,Salem,Oregon,10-16-2020
1040,Albright College,1,Reading,Pennsylvania,10-16-2020
1041,Allegheny College,29,Meadville,Pennsylvania,10-16-2020
1042,Alvernia University,2,Reading,Pennsylvania,10-16-2020
1043,Arcadia University,6,Glenslide,Pennsylvania,10-16-2020
1044,Bloomsburg University of Pennsylvania,362,Bloomsburg,Pennsylvania,10-16-2020
1045,Bryn Mawr College,2,Bryn Mawr,Pennsylvania,10-16-2020
1046,Bucknell University,19,Lewisburg,Pennsylvania,10-16-2020
1047,Cabrini University,6,Radnor,Pennsylvania,10-16-2020
1048,California University of Pennsylvania,7,California,Pennsylvania,10-16-2020
1049,Carnegie Mellon University,57,Pittsburgh,Pennsylvania,10-16-2020
1050,Cedar Crest College,1,Allentown,Pennsylvania,10-16-2020
1051,Chatham University,3,Pittsburgh,Pennsylvania,10-16-2020
1052,Clarion University of Pennsylvania,2,Clarion,Pennsylvania,10-16-2020
1053,Community College of Allegheny County,1,Pittsburgh,Pennsylvania,10-16-2020
1054,DeSales University,5,Center Valley,Pennsylvania,10-16-2020
1055,Delaware Valley University,16,Doylestown,Pennsylvania,10-16-2020
1056,Drexel University,28,Philadelphia,Pennsylvania,10-16-2020
1057,Duquesne University,27,Pittsburgh,Pennsylvania,10-16-2020
1058,East Stroudsburg University,6,East Stroudsburg,Pennsylvania,10-16-2020
1059,Eastern University,8,St. Davids,Pennsylvania,10-16-2020
1060,Edinboro University,4,Edinboro,Pennsylvania,10-16-2020
1061,Elizabethtown College,11,Elizabethtown,Pennsylvania,10-16-2020
1062,Franklin and Marshall College,13,Lancaster,Pennsylvania,10-16-2020
1063,Gannon University,40,Erie,Pennsylvania,10-16-2020
1064,Geneva College,6,Beaver Falls,Pennsylvania,10-16-2020
1065,Gettysburg College,87,Gettysburg,Pennsylvania,10-16-2020
1066,Grove City College,3,Grove City,Pennsylvania,10-16-2020
1067,Haverford College,4,Haverford,Pennsylvania,10-16-2020
1068,Holy Family University,3,Philadelphia,Pennsylvania,10-16-2020
1069,Immaculata University,1,Immaculata,Pennsylvania,10-16-2020
1070,Indiana University of Pennsylvania,234,Indiana,Pennsylvania,10-16-2020
1071,Juniata College,8,Huntingdom,Pennsylvania,10-16-2020
1072,King's College,8,Wilkes-Barre,Pennsylvania,10-16-2020
1073,Kutztown University,334,Kutztown,Pennsylvania,10-16-2020
1074,La Roche University,1,Pittsburgh,Pennsylvania,10-16-2020
1075,La Salle University,15,Philadelphia,Pennsylvania,10-16-2020
1076,Lafayette College,8,Easton,Pennsylvania,10-16-2020
1077,Lancaster Bible College,2,Lancaster,Pennsylvania,10-16-2020
1078,Lehigh University,102,Bethlehem,Pennsylvania,10-16-2020
1079,Lock Haven University,61,Lock Haven,Pennsylvania,10-16-2020
1080,Lycoming College,5,Williamsport,Pennsylvania,10-16-2020
1081,Mansfield University of Pennsylvania,6,Mansfield,Pennsylvania,10-16-2020
1082,Marywood University,10,Scranton,Pennsylvania,10-16-2020
1083,Mercyhurst University,8,Erie,Pennsylvania,10-16-2020
1084,Messiah University,20,Mechanicsburg,Pennsylvania,10-16-2020
1085,Millersville University of Pennsylvania,61,Millersville,Pennsylvania,10-16-2020
1086,Misericordia University,3,Dallas,Pennsylvania,10-16-2020
1087,Moravian College,6,Bethlehem,Pennsylvania,10-16-2020
1088,Mount Aloysius College,5,Cresson,Pennsylvania,10-16-2020
1089,Muhlenberg College,3,Allentown,Pennsylvania,10-16-2020
1090,Neumann University,3,Aston,Pennsylvania,10-16-2020
1091,Penn State University,"2,682",State College,Pennsylvania,10-16-2020
1092,Penn State University Altoona,126,Altoona,Pennsylvania,10-16-2020
1093,Penn State University Beaver,1,Monaca,Pennsylvania,10-16-2020
1094,Penn State University Behrend,22,Erie,Pennsylvania,10-16-2020
1095,Penn State University Berks,4,Reading,Pennsylvania,10-16-2020
1096,Penn State University Brandywine,2,Media,Pennsylvania,10-16-2020
1097,Penn State University College of Medicine*,16,Hershey,Pennsylvania,10-16-2020
1098,Penn State University Fayette,2,Lemont Furnace,Pennsylvania,10-16-2020
1099,Penn State University Harrisburg,4,Middletown,Pennsylvania,10-16-2020
1100,Penn State University Hazleton,2,Hazleton,Pennsylvania,10-16-2020
1101,Penn State University New Kensington,2,New Kensington,Pennsylvania,10-16-2020
1102,Penn State University Schuylkill,1,Schuylkill Haven,Pennsylvania,10-16-2020
1103,Penn State University Scranton,12,Dunmore,Pennsylvania,10-16-2020
1104,Pennsylvania College of Technology,58,Williamsport,Pennsylvania,10-16-2020
1105,Point Park University,13,Pittsburgh,Pennsylvania,10-16-2020
1106,Robert Morris University,14,Moon Township,Pennsylvania,10-16-2020
1107,Rosemont College,3,Rosemont,Pennsylvania,10-16-2020
1108,Saint Francis University,4,Loretto,Pennsylvania,10-16-2020
1109,Saint Joseph's University,224,Philadelphia,Pennsylvania,10-16-2020
1110,Seton Hill University,8,Greensburg,Pennsylvania,10-16-2020
1111,Shippensburg University of Pennsylvania,33,Shippensburg,Pennsylvania,10-16-2020
1112,Slippery Rock University of Pennsylvania,128,Slippery Rock,Pennsylvania,10-16-2020
1113,Susquehanna University,1,Selinsgrove,Pennsylvania,10-16-2020
1114,Swarthmore College,9,Swarthmore,Pennsylvania,10-16-2020
1115,Temple University,528,Philadelphia,Pennsylvania,10-16-2020
1116,Thiel College,1,Greenville,Pennsylvania,10-16-2020
1117,Thomas Jefferson University,77,Philadelphia,Pennsylvania,10-16-2020
1118,University of Pennsylvania,376,Philadelphia,Pennsylvania,10-16-2020
1119,University of Pittsburgh,326,Pittsburgh,Pennsylvania,10-16-2020
1120,University of Pittsburgh Johnstown,5,Johnstown,Pennsylvania,10-16-2020
1121,University of Pittsburgh at Greensburg,1,Greensburg,Pennsylvania,10-16-2020
1122,University of Scranton,380,Scranton,Pennsylvania,10-16-2020
1123,University of the Sciences,10,Philadelphia,Pennsylvania,10-16-2020
1124,Ursinus College,19,Collegeville,Pennsylvania,10-16-2020
1125,Villanova University,193,Villanova,Pennsylvania,10-16-2020
1126,Waynesburg University,5,Waynesburg,Pennsylvania,10-16-2020
1127,West Chester University,94,West Chester,Pennsylvania,10-16-2020
1128,Westminster College,11,New Wilmington,Pennsylvania,10-16-2020
1129,Widener University,25,Chester,Pennsylvania,10-16-2020
1130,Wilkes University,34,Wilkes-Barre,Pennsylvania,10-16-2020
1131,York College of Pennsylvania,27,York,Pennsylvania,10-16-2020
1132,University of Puerto Rico at Cayey,2,Cayey,Puerto Rico,10-16-2020
1133,Brown University,24,Providence,Rhode Island,10-16-2020
1134,Bryant University,28,Smithfield,Rhode Island,10-16-2020
1135,Johnson & Wales University,47,Providence,Rhode Island,10-16-2020
1136,Providence College,229,Providence,Rhode Island,10-16-2020
1137,Rhode Island College,7,Providence,Rhode Island,10-16-2020
1138,Rhode Island School of Design,4,Providence,Rhode Island,10-16-2020
1139,Roger Williams University,21,Bristol,Rhode Island,10-16-2020
1140,Salve Regina University,2,Newport,Rhode Island,10-16-2020
1141,University of Rhode Island,192,Kingston,Rhode Island,10-16-2020
1142,Anderson University,38,Anderson,South Carolina,10-16-2020
1143,Benedict College,6,Columbia,South Carolina,10-16-2020
1144,Charleston Southern University,23,North Charleston,South Carolina,10-16-2020
1145,Claflin University,1,Orangeburg,South Carolina,10-16-2020
1146,Clemson University,"3,770",Clemson,South Carolina,10-16-2020
1147,Coastal Carolina University,306,Conway,South Carolina,10-16-2020
1148,Coker University,6,Hartsville,South Carolina,10-16-2020
1149,College of Charleston,414,Charleston,South Carolina,10-16-2020
1150,Converse College,5,Spartanburg,South Carolina,10-16-2020
1151,Francis Marion University,39,Florence,South Carolina,10-16-2020
1152,Furman University,80,Greenville,South Carolina,10-16-2020
1153,Greenville Technical College,202,Greenville,South Carolina,10-16-2020
1154,Lander University,84,Greenwood,South Carolina,10-16-2020
1155,Limestone College,16,Gaffney,South Carolina,10-16-2020
1156,Medical University of South Carolina*,249,Charleston,South Carolina,10-16-2020
1157,Newberry College,23,Newberry,South Carolina,10-16-2020
1158,North Greenville University,34,Tigerville,South Carolina,10-16-2020
1159,Presbyterian College,21,Clinton,South Carolina,10-16-2020
1160,Southern Wesleyan University,6,Central,South Carolina,10-16-2020
1161,The Citadel,121,Charleston,South Carolina,10-16-2020
1162,University of South Carolina,"2,494",Columbia,South Carolina,10-16-2020
1163,University of South Carolina Aiken*,18,Aiken,South Carolina,10-16-2020
1164,University of South Carolina Beaufort,46,Blufton,South Carolina,10-16-2020
1165,University of South Carolina Upstate,50,Spartanburg,South Carolina,10-16-2020
1166,Winthrop University,30,Rock Hill,South Carolina,10-16-2020
1167,Wofford College,69,Spartanburg,South Carolina,10-16-2020
1168,Augustana University,132,Sioux Falls,South Dakota,10-16-2020
1169,Black Hills State University,22,Spearfish,South Dakota,10-16-2020
1170,Dakota State University,8,Madison,South Dakota,10-16-2020
1171,Mount Marty College,21,Yankton,South Dakota,10-16-2020
1172,Northern State University,45,Aberdeen,South Dakota,10-16-2020
1173,South Dakota School of Mines and Technology,41,Rapid City,South Dakota,10-16-2020
1174,South Dakota State University,91,Brookings,South Dakota,10-16-2020
1175,University of Sioux Falls,31,Sioux Falls,South Dakota,10-16-2020
1176,University of South Dakota,243,Vermillion,South Dakota,10-16-2020
1177,Austin Peay State University,136,Clarksville,Tennessee,10-16-2020
1178,Belmont University,45,Nashville,Tennessee,10-16-2020
1179,Bethel University,90,McKenzie,Tennessee,10-16-2020
1180,Carson-Newman University,129,Jefferson City,Tennessee,10-16-2020
1181,Chattanooga State Community College,50,Chattanooga,Tennessee,10-16-2020
1182,Christian Brothers University,33,Memphis,Tennessee,10-16-2020
1183,Cleveland State Community College,41,Cleveland,Tennessee,10-16-2020
1184,Columbia State Community College,46,Columbia,Tennessee,10-16-2020
1185,Cumberland University,50,Lebanon,Tennessee,10-16-2020
1186,Dyersburg State Community College,36,Dyersburg,Tennessee,10-16-2020
1187,East Tennessee State University,240,Johnson City,Tennessee,10-16-2020
1188,Jackson State Community College,39,Jackson,Tennessee,10-16-2020
1189,King University,2,Bristol,Tennessee,10-16-2020
1190,Lincoln Memorial University,72,Harrogate,Tennessee,10-16-2020
1191,Lipscomb University,90,Nashville,Tennessee,10-16-2020
1192,Middle Tennessee State University,277,Murfreesboro,Tennessee,10-16-2020
1193,Milligan University,23,Milligan College,Tennessee,10-16-2020
1194,Motlow State Community College,26,Tullahoma,Tennessee,10-16-2020
1195,Nashville State Community College,35,Nashville,Tennessee,10-16-2020
1196,Northeast State Community College,41,Blountville,Tennessee,10-16-2020
1197,Pellissippi State Community College,23,Knoxville,Tennessee,10-16-2020
1198,Rhodes College,5,Memphis,Tennessee,10-16-2020
1199,Roane State Community College,48,Harriman,Tennessee,10-16-2020
1200,Southern Adventist University,19,Collegedale,Tennessee,10-16-2020
1201,Southwest Tennessee Community College,25,Memphis,Tennessee,10-16-2020
1202,Tennessee College of Applied Technology-Athens,5,Athens,Tennessee,10-16-2020
1203,Tennessee College of Applied Technology-Covington,6,Covington,Tennessee,10-16-2020
1204,Tennessee College of Applied Technology-Crossville,19,Crossville,Tennessee,10-16-2020
1205,Tennessee College of Applied Technology-Crump,18,Crump,Tennessee,10-16-2020
1206,Tennessee College of Applied Technology-Dickson,27,Dickson,Tennessee,10-16-2020
1207,Tennessee College of Applied Technology-Elizabethton,1,Elizabethton,Tennessee,10-16-2020
1208,Tennessee College of Applied Technology-Harriman,8,Harriman,Tennessee,10-16-2020
1209,Tennessee College of Applied Technology-Hartsville,3,Hartsville,Tennessee,10-16-2020
1210,Tennessee College of Applied Technology-Jacksboro,4,Jacksboro,Tennessee,10-16-2020
1211,Tennessee College of Applied Technology-Jackson,5,Jackson,Tennessee,10-16-2020
1212,Tennessee College of Applied Technology-Knoxville,9,Knoxville,Tennessee,10-16-2020
1213,Tennessee College of Applied Technology-Livingston,13,Livingston,Tennessee,10-16-2020
1214,Tennessee College of Applied Technology-McKenzie,8,McKenzie,Tennessee,10-16-2020
1215,Tennessee College of Applied Technology-McMinnville,5,McMinnville,Tennessee,10-16-2020
1216,Tennessee College of Applied Technology-Memphis,2,Memphis,Tennessee,10-16-2020
1217,Tennessee College of Applied Technology-Morristown,12,Morristown,Tennessee,10-16-2020
1218,Tennessee College of Applied Technology-Murfreesboro,22,Murfreesboro,Tennessee,10-16-2020
1219,Tennessee College of Applied Technology-Nashville,16,Nashville,Tennessee,10-16-2020
1220,Tennessee College of Applied Technology-Newbern,14,Newbern,Tennessee,10-16-2020
1221,Tennessee College of Applied Technology-Oneida/Huntsville,4,Huntsville,Tennessee,10-16-2020
1222,Tennessee College of Applied Technology-Paris,5,Paris,Tennessee,10-16-2020
1223,Tennessee College of Applied Technology-Pulaski,3,Pulaski,Tennessee,10-16-2020
1224,Tennessee College of Applied Technology-Ripley,15,Ripley,Tennessee,10-16-2020
1225,Tennessee College of Applied Technology-Shelbyville,2,Shelbyville,Tennessee,10-16-2020
1226,Tennessee College of Applied Technology-Whiteville,15,Whiteville,Tennessee,10-16-2020
1227,Tennessee State University,1,Nashville,Tennessee,10-16-2020
1228,Tennessee Technological University,408,Cookeville,Tennessee,10-16-2020
1229,The University of the South,30,Sewanee,Tennessee,10-16-2020
1230,Trevecca Nazarene University,9,Nashville,Tennessee,10-16-2020
1231,Tusculum University,5,Greenville,Tennessee,10-16-2020
1232,Union University,62,Jackson,Tennessee,10-16-2020
1233,University of Memphis,256,Memphis,Tennessee,10-16-2020
1234,University of Tennessee Health Science Center*,157,Memphis,Tennessee,10-16-2020
1235,University of Tennessee at Chattanooga,478,Chattanooga,Tennessee,10-16-2020
1236,University of Tennessee at Martin,266,Martin,Tennessee,10-16-2020
1237,"University of Tennessee, Knoxville","1,562",Knoxville,Tennessee,10-16-2020
1238,Vanderbilt University,252,Nashville,Tennessee,10-16-2020
1239,Volunteer State Community College,54,Gallatin,Tennessee,10-16-2020
1240,Walters State Community College,23,Morristown,Tennessee,10-16-2020
1241,Abilene Christian University,101,Abilene,Texas,10-16-2020
1242,Angelo State University,127,San Angelo,Texas,10-16-2020
1243,Austin College,77,Sherman,Texas,10-16-2020
1244,Austin Community College District,14,Austin,Texas,10-16-2020
1245,Baylor University,"1,102",Waco,Texas,10-16-2020
1246,Blinn College,158,Brenham,Texas,10-16-2020
1247,Brazosport College,1,Richwood,Texas,10-16-2020
1248,Collin College McKinney,6,McKinney,Texas,10-16-2020
1249,Concordia University Texas,5,Austin,Texas,10-16-2020
1250,Dallas Baptist University,46,Dallas,Texas,10-16-2020
1251,East Texas Baptist University,1,Marshall,Texas,10-16-2020
1252,Galveston College,4,Galveston,Texas,10-16-2020
1253,Grayson College,19,Dension,Texas,10-16-2020
1254,Hardin-Simmons University,16,Abilene,Texas,10-16-2020
1255,Hill College,8,Hillsboro,Texas,10-16-2020
1256,Houston Baptist University,2,Houston,Texas,10-16-2020
1257,Lamar University,163,Beaumont,Texas,10-16-2020
1258,LeTourneau University,47,Longview,Texas,10-16-2020
1259,Lubbock Christian University,25,Lubbock,Texas,10-16-2020
1260,McLennan Community College,101,Waco,Texas,10-16-2020
1261,McMurry University,10,Abilene,Texas,10-16-2020
1262,Midland College,16,Midland,Texas,10-16-2020
1263,Midwestern State University,51,Wichita Falls,Texas,10-16-2020
1264,Odessa College,29,Odessa,Texas,10-16-2020
1265,Prairie View A&M University,178,Prairie View,Texas,10-16-2020
1266,Rice University,105,Houston,Texas,10-16-2020
1267,Saint Edward's University,15,Austin,Texas,10-16-2020
1268,Sam Houston State University,476,Huntsville,Texas,10-16-2020
1269,Schreiner University,22,Kerriville,Texas,10-16-2020
1270,South Texas College,154,McAllen,Texas,10-16-2020
1271,Southern Methodist University,665,Dallas,Texas,10-16-2020
1272,Southwestern University,29,Georgetown,Texas,10-16-2020
1273,St. Mary's University,27,San Antonio,Texas,10-16-2020
1274,Stephen F. Austin State University,231,Nacogdoches,Texas,10-16-2020
1275,Sul Ross State University,82,Alpine,Texas,10-16-2020
1276,Tarleton State University,277,Stephenville,Texas,10-16-2020
1277,Texas A&M International University,74,Laredo,Texas,10-16-2020
1278,Texas A&M University,"1,661",College Station,Texas,10-16-2020
1279,Texas A&M University-Central Texas,11,Kileen,Texas,10-16-2020
1280,Texas A&M University-Commerce,200,Commerce,Texas,10-16-2020
1281,Texas A&M University-Corpus Christi,107,Corpus Christi,Texas,10-16-2020
1282,Texas A&M University-Kingsville,88,Kingsville,Texas,10-16-2020
1283,Texas A&M University-San Antonio,54,San Antonio,Texas,10-16-2020
1284,Texas A&M University-Texarkana,24,Texarkana,Texas,10-16-2020
1285,Texas Christian University,"1,167",Fort Worth,Texas,10-16-2020
1286,Texas College,1,Tyler,Texas,10-16-2020
1287,Texas Lutheran University,9,Seguin,Texas,10-16-2020
1288,Texas Southern University,1,Houston,Texas,10-16-2020
1289,Texas State University,674,San Marcos,Texas,10-16-2020
1290,Texas Tech University,"1,768",Lubbock,Texas,10-16-2020
1291,Texas Tech University Health Sciences Center*,304,Lubbock,Texas,10-16-2020
1292,Texas Tech University Health Sciences Center El Paso*,100,El Paso,Texas,10-16-2020
1293,Texas Wesleyan University,31,Fort Worth,Texas,10-16-2020
1294,Texas Woman’s University,31,Denton,Texas,10-16-2020
1295,Trinity University,13,San Antonia,Texas,10-16-2020
1296,Tyler Junior College,97,Tyler,Texas,10-16-2020
1297,University of Dallas,8,Irving,Texas,10-16-2020
1298,University of Houston,245,Houston,Texas,10-16-2020
1299,University of Houston-Clear Lake,46,Houston,Texas,10-16-2020
1300,University of Houston-Downtown,15,Houston,Texas,10-16-2020
1301,University of Houston-Victoria,30,Victoria,Texas,10-16-2020
1302,University of Mary Hardin at Baylor,119,Belton,Texas,10-16-2020
1303,University of North Texas,277,Denton,Texas,10-16-2020
1304,University of North Texas Health Science Center,39,Fort Worth,Texas,10-16-2020
1305,University of North Texas at Dallas,10,Dallas,Texas,10-16-2020
1306,University of Texas Health Science Center at Houston*,286,Houston,Texas,10-16-2020
1307,University of Texas Health Science Center at San Antonio*,228,San Antonio,Texas,10-16-2020
1308,University of Texas Health Science Center at Tyler*,28,Tyler,Texas,10-16-2020
1309,University of Texas MD Anderson Cancer Center,11,Houston,Texas,10-16-2020
1310,University of Texas Medical Branch at Galveston,52,Galveston,Texas,10-16-2020
1311,University of Texas Permian Basin,32,Odessa,Texas,10-16-2020
1312,University of Texas Rio Grande Valley,119,Edinburg,Texas,10-16-2020
1313,University of Texas Southwestern Medical Center*,315,Dallas,Texas,10-16-2020
1314,University of Texas at Arlington,104,Arlington,Texas,10-16-2020
1315,University of Texas at Austin,"1,361",Austin,Texas,10-16-2020
1316,University of Texas at Dallas,50,Dallas,Texas,10-16-2020
1317,University of Texas at El Paso,197,El Paso,Texas,10-16-2020
1318,University of Texas at San Antonio,19,San Antonio,Texas,10-16-2020
1319,University of Texas at Tyler,96,Tyler,Texas,10-16-2020
1320,University of the Incarnate Word,37,San Antonio,Texas,10-16-2020
1321,Wayland Baptist University,51,Plainview,Texas,10-16-2020
1322,West Texas A&M University,46,Canyon,Texas,10-16-2020
1323,Brigham Young University,"1,801",Provo,Utah,10-16-2020
1324,Dixie State University,110,St. George,Utah,10-16-2020
1325,Salt Lake Community College,124,Salt Lake City,Utah,10-16-2020
1326,Snow College,8,Ephraim,Utah,10-16-2020
1327,Southern Utah University,41,Cedar City,Utah,10-16-2020
1328,University of Utah,694,Salt Lake City,Utah,10-16-2020
1329,Utah State University,638,Logan,Utah,10-16-2020
1330,Utah Valley University,311,Orem,Utah,10-16-2020
1331,Weber State University,88,Ogden,Utah,10-16-2020
1332,Westminster College,18,Salt Lake City,Utah,10-16-2020
1333,Bennington College,3,Bennington,Vermont,10-16-2020
1334,Castleton University,2,Castleton,Vermont,10-16-2020
1335,Champlain College,2,Burlington,Vermont,10-16-2020
