,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,41,11812.0,11958.0,Huntsville,Madison,Alabama,11-20-2020
1,Alabama State University,2,11671.0,11903.0,Montgomery,Montgomery,Alabama,11-20-2020
2,Athens State University,33,3857.0,3901.0,Athens,Limestone,Alabama,11-20-2020
3,Auburn University*,"2,079",7357.0,7421.0,Auburn,Lee,Alabama,11-20-2020
4,Auburn University at Montgomery,101,11671.0,11903.0,Montgomery,Montgomery,Alabama,11-20-2020
5,Bevill State Community College,4,3328.0,3424.0,Jasper,Walker,Alabama,11-20-2020
6,Birmingham-Southern College,214,29135.0,29626.0,Birmingham,Jefferson,Alabama,11-20-2020
7,Calhoun Community College,45,3857.0,3901.0,Tanner,Limestone,Alabama,11-20-2020
8,Central Alabama Community College,34,1579.0,1668.0,Alexander City,Tallapoosa,Alabama,11-20-2020
9,Enterprise State Community College,36,2250.0,2265.0,Enterprise,Coffee,Alabama,11-20-2020
10,Gadsden State Community College,52,5677.0,5741.0,Gadsden,Etowah,Alabama,11-20-2020
11,Jacksonville State University,219,5783.0,5896.0,Jacksonville,Calhoun,Alabama,11-20-2020
12,Lurleen B. Wallace Community College,16,2071.0,2104.0,Andalusia,Covington,Alabama,11-20-2020
13,Marion Military Institute,6,650.0,656.0,Marion,Perry,Alabama,11-20-2020
14,Samford University,461,29135.0,29626.0,Birmingham,Jefferson,Alabama,11-20-2020
15,Snead State Community College,13,5677.0,5741.0,Boaz,Etowah,Alabama,11-20-2020
16,Southern Union State Community College,59,951.0,972.0,Wadley,Randolph,Alabama,11-20-2020
17,Spring Hill College,119,18734.0,19090.0,Mobile,Mobile,Alabama,11-20-2020
18,Troy University,715,1515.0,1529.0,Troy,Pike,Alabama,11-20-2020
19,Troy University Dothan,13,4907.0,4945.0,Dothan,Houston,Alabama,11-20-2020
20,Troy University Montgomery,18,11671.0,11903.0,Montgomery,Montgomery,Alabama,11-20-2020
21,Troy University-Phenix City Campus,9,,,Phenix,,Alabama,11-20-2020
22,Tuskegee University,110,,,Tuskeegee,,Alabama,11-20-2020
23,University of Alabama,"3,219",12125.0,12274.0,Tuscaloosa,Tuscaloosa,Alabama,11-20-2020
24,University of Alabama at Birmingham*,"2,119",29135.0,29626.0,Birmingham,Jefferson,Alabama,11-20-2020
25,University of Alabama in Huntsville,173,11812.0,11958.0,Huntsville,Madison,Alabama,11-20-2020
26,University of Montevallo,130,9462.0,9537.0,Montevallo,Shelby,Alabama,11-20-2020
27,University of North Alabama,426,3600.0,3653.0,Florence,Lauderdale,Alabama,11-20-2020
28,University of South Alabama,457,18734.0,19090.0,Mobile,Mobile,Alabama,11-20-2020
29,University of West Alabama,27,525.0,547.0,Livingston,Sumter,Alabama,11-20-2020
30,University of Alaska Anchorage,11,14001.0,14063.0,Anchorage,Anchorage,Alaska,11-20-2020
31,University of Alaska Fairbanks,104,3017.0,3034.0,Fairbanks,Fairbanks North Star,Alaska,11-20-2020
32,University of Alaska Southeast,1,772.0,776.0,Juneau,Juneau,Alaska,11-20-2020
33,Arizona State University,"2,862",181702.0,185580.0,Tempe,Maricopa,Arizona,11-20-2020
34,Arizona Western College,41,15671.0,16042.0,Yuma,Yuma,Arizona,11-20-2020
35,Dine College,5,4549.0,4741.0,Tsaile,Apache,Arizona,11-20-2020
36,Embry-Riddle Aeronautical University at Prescott,45,3990.0,4095.0,Prescott,Yavapai,Arizona,11-20-2020
37,Grand Canyon University,474,181702.0,185580.0,Phoenix,Maricopa,Arizona,11-20-2020
38,Midwestern University at Glendale,96,181702.0,185580.0,Glendale,Maricopa,Arizona,11-20-2020
39,Northern Arizona University,278,6603.0,6765.0,Flagstaff,Coconino,Arizona,11-20-2020
40,University of Arizona,"2,643",34312.0,34985.0,Tucson,Pima,Arizona,11-20-2020
41,Arkansas Northeastern College,28,2881.0,2960.0,Blytheville,Mississippi,Arkansas,11-20-2020
42,Arkansas State University,"1,026",6352.0,6423.0,Jonesboro,Craighead,Arkansas,11-20-2020
43,Arkansas State University-Newport,43,2813.0,2837.0,Newport,Jackson,Arkansas,11-20-2020
44,Arkansas Tech University,402,3372.0,3413.0,Russellville,Pope,Arkansas,11-20-2020
45,Black River Technical College,56,951.0,972.0,Pocahontas,Randolph,Arkansas,11-20-2020
46,Harding University,340,2617.0,2663.0,Searcy,White,Arkansas,11-20-2020
47,Henderson State University,128,725.0,734.0,Arkadelphia,Clark,Arkansas,11-20-2020
48,Hendrix College,20,4292.0,4342.0,Conway,Faulkner,Arkansas,11-20-2020
49,John Brown University,47,10765.0,10906.0,Siloam Springs,Benton,Arkansas,11-20-2020
50,Lyon College,15,1852.0,1923.0,Batesville,Independence,Arkansas,11-20-2020
51,National Park College,39,,,Hot Springs,,Arkansas,11-20-2020
52,NorthWest Arkansas Community College,23,10765.0,10906.0,Bentonville,Benton,Arkansas,11-20-2020
53,Ouachita Baptist University,183,725.0,734.0,Arkadelphia,Clark,Arkansas,11-20-2020
54,Southern Arkansas University,184,928.0,952.0,Magnolia,Columbia,Arkansas,11-20-2020
55,University of Arkansas,"2,452",873.0,891.0,Fayetteville,Washington,Arkansas,11-20-2020
56,University of Arkansas Community College Rich Mountain,19,666.0,673.0,Mena,Polk,Arkansas,11-20-2020
57,University of Arkansas Community College at Hope - Texarkana,32,1995.0,2017.0,Texarkana,Miller,Arkansas,11-20-2020
58,University of Arkansas Community College-Morrilton,34,576.0,582.0,Morrilton,Conway,Arkansas,11-20-2020
59,University of Arkansas at Fort Smith,133,6348.0,6467.0,Fort Smith,Sebastian,Arkansas,11-20-2020
60,University of Arkansas at Little Rock,183,15004.0,15255.0,Little Rock,Pulaski,Arkansas,11-20-2020
61,University of Arkansas at Monticello,68,551.0,558.0,Monticello,Drew,Arkansas,11-20-2020
62,University of Arkansas at Pine Bluff,184,29135.0,29626.0,Pine Bluff,Jefferson,Arkansas,11-20-2020
63,University of Arkansas for Medical Sciences,88,15004.0,15255.0,Little Rock,Pulaski,Arkansas,11-20-2020
64,University of Arkansas-Pulaski Technical College,66,15004.0,15255.0,North Little Rock,Pulaski,Arkansas,11-20-2020
65,University of Central Arkansas,481,4292.0,4342.0,Conway,Faulkner,Arkansas,11-20-2020
66,University of the Ozarks,55,1180.0,1191.0,Clarksville,Johnson,Arkansas,11-20-2020
67,Antelope Valley College,15,350055.0,357451.0,Lancaster,Los Angeles,California,11-20-2020
68,Azusa Pacific University,17,350055.0,357451.0,Azusa,Los Angeles,California,11-20-2020
69,Biola University,9,350055.0,357451.0,La Mirada,Los Angeles,California,11-20-2020
70,California Baptist University,10,77135.0,78535.0,Riverside,Riverside,California,11-20-2020
71,California Institute of Technology,32,350055.0,357451.0,Pasadena,Los Angeles,California,11-20-2020
