,School,Cases,City,State,Date
633,University of Maine at Presque Isle,6,Presque Isle,Maine,04-03-2021
634,University of New England,54,Biddeford,Maine,04-03-2021
635,University of Southern Maine,54,Portland,Maine,04-03-2021
636,Bowie State University,75,Bowie,Maryland,04-03-2021
637,Coppin State University,8,Baltimore,Maryland,04-03-2021
638,Frostburg State University,231,Frostburg,Maryland,04-03-2021
639,Hood College,30,Frederick,Maryland,04-03-2021
640,Johns Hopkins University,799,Baltimore,Maryland,04-03-2021
641,McDaniel College,28,Westminster,Maryland,04-03-2021
642,Morgan State University,29,Baltimore,Maryland,04-03-2021
643,Mount St. Mary's University,24,Emmitsburg,Maryland,04-03-2021
644,Notre Dame of Maryland University,17,Baltimore,Maryland,04-03-2021
645,Salisbury University,578,Salisbury,Maryland,04-03-2021
646,St. Mary's College of Maryland,41,St. Mary's City,Maryland,04-03-2021
647,Stevenson University‡,163,Stevenson,Maryland,04-03-2021
648,Towson University,521,Towson,Maryland,04-03-2021
649,United States Naval Academy,8,Annapolis,Maryland,04-03-2021
650,University of Baltimore,4,Baltimore,Maryland,04-03-2021
651,University of Maryland Eastern Shore,45,Princess Anne,Maryland,04-03-2021
652,"University of Maryland, Baltimore",1,Baltimore,Maryland,04-03-2021
653,"University of Maryland, Baltimore County",66,Catonsville,Maryland,04-03-2021
654,"University of Maryland, College Park","1,065",College Park,Maryland,04-03-2021
655,Washington College,17,Chestertown,Maryland,04-03-2021
656,American International College,44,Springfield,Massachusetts,04-03-2021
657,Amherst College,15,Amherst,Massachusetts,04-03-2021
658,Anna Maria College,31,Paxton,Massachusetts,04-03-2021
659,Assumption College,55,Worcester,Massachusetts,04-03-2021
660,Babson College,72,Wellesley,Massachusetts,04-03-2021
661,Bay Path University,14,Longmeadow,Massachusetts,04-03-2021
662,Bentley University,114,Waltham,Massachusetts,04-03-2021
663,Boston College,445,Chestnut Hill,Massachusetts,04-03-2021
664,Boston University,600,Boston,Massachusetts,04-03-2021
665,Brandeis University,66,Waltham,Massachusetts,04-03-2021
666,Bridgewater State University,73,Bridgewater,Massachusetts,04-03-2021
667,Clark University,49,Worcester,Massachusetts,04-03-2021
668,College of Our Lady of the Elms,5,Chicopee,Massachusetts,04-03-2021
669,College of the Holy Cross,37,Worcester,Massachusetts,04-03-2021
670,Curry College,94,Milton,Massachusetts,04-03-2021
671,Eastern Nazarene College,12,Quincy,Massachusetts,04-03-2021
672,Emerson College,59,Boston,Massachusetts,04-03-2021
673,Emmanuel College,4,Boston,Massachusetts,04-03-2021
674,Endicott College,74,Beverly,Massachusetts,04-03-2021
675,Fitchburg State University,48,Fitchburg,Massachusetts,04-03-2021
676,Framingham State University,33,Framingham,Massachusetts,04-03-2021
677,Franklin W Olin College of Engineering,4,Needham,Massachusetts,04-03-2021
678,Gordon College,9,Wenham,Massachusetts,04-03-2021
679,Hampshire College‡,8,Amherst,Massachusetts,04-03-2021
680,Harvard University,318,Cambridge,Massachusetts,04-03-2021
681,Hebrew College,1,Newton Centre,Massachusetts,04-03-2021
682,Lasell University,40,Newton,Massachusetts,04-03-2021
683,Massachusetts College of Art and Design,10,Boston,Massachusetts,04-03-2021
684,Massachusetts College of Liberal Arts,11,North Adams,Massachusetts,04-03-2021
685,Massachusetts College of Pharmacy and Health Sciences*,118,Boston,Massachusetts,04-03-2021
686,Massachusetts Institute of Technology†,252,Cambridge,Massachusetts,04-03-2021
687,Massachusetts Maritime Academy,10,Buzzards Bay,Massachusetts,04-03-2021
688,Merrimack College‡,244,North Andover,Massachusetts,04-03-2021
689,Mount Holyoke College,5,South Hadley,Massachusetts,04-03-2021
690,Nichols College,28,Dudley,Massachusetts,04-03-2021
691,Northeastern University,479,Boston,Massachusetts,04-03-2021
692,Regis College,8,Weston,Massachusetts,04-03-2021
693,Salem State University,46,Salem,Massachusetts,04-03-2021
694,Simmons University,8,Boston,Massachusetts,04-03-2021
695,Smith College,5,Northampton,Massachusetts,04-03-2021
696,Springfield College,67,Springfield,Massachusetts,04-03-2021
697,Stonehill College‡,36,Easton,Massachusetts,04-03-2021
698,Suffolk University,89,Boston,Massachusetts,04-03-2021
699,Tufts University,190,Medford,Massachusetts,04-03-2021
700,University of Massachusetts Amherst,410,Amherst,Massachusetts,04-03-2021
701,University of Massachusetts Boston,45,Boston,Massachusetts,04-03-2021
702,University of Massachusetts Dartmouth,127,Dartmouth,Massachusetts,04-03-2021
703,University of Massachusetts Lowell,38,Lowell,Massachusetts,04-03-2021
704,University of Massachusetts Medical School*,36,Worcester,Massachusetts,04-03-2021
705,Wellesley College,14,Wellesley,Massachusetts,04-03-2021
706,Wentworth Institute of Technology,67,Boston,Massachusetts,04-03-2021
707,Western New England University,62,Springfield,Massachusetts,04-03-2021
708,Westfield State University‡,124,Westfield,Massachusetts,04-03-2021
709,Wheaton College,23,Norton,Massachusetts,04-03-2021
710,Williams College,13,Williamstown,Massachusetts,04-03-2021
711,Worcester Polytechnic Institute,83,Worcester,Massachusetts,04-03-2021
712,Worcester State University‡,62,Worcester,Massachusetts,04-03-2021
713,Adrian College,322,Adrian,Michigan,04-03-2021
714,Albion College,63,Albion,Michigan,04-03-2021
715,Alma College,172,Alma,Michigan,04-03-2021
716,Alpena Community College,11,Alpena,Michigan,04-03-2021
717,Andrews University,90,Berrien Springs,Michigan,04-03-2021
718,Aquinas College,84,Grand Rapids,Michigan,04-03-2021
719,Bay College,14,Escanaba,Michigan,04-03-2021
720,Bay Mills Community College,1,Brimley,Michigan,04-03-2021
721,Calvin University,231,Grand Rapids,Michigan,04-03-2021
722,Central Michigan University,719,Mount Pleasant,Michigan,04-03-2021
723,Cleary University,7,Howell,Michigan,04-03-2021
724,Concordia University Ann Arbor,42,Ann Arbor,Michigan,04-03-2021
725,Cornerstone University,18,Grand Rapids,Michigan,04-03-2021
726,Davenport University,18,Grand Rapids,Michigan,04-03-2021
727,Eastern Michigan University,396,Ypsilanti,Michigan,04-03-2021
728,Ferris State University,525,Big Rapids,Michigan,04-03-2021
729,Finlandia University,67,Hancock,Michigan,04-03-2021
730,Glen Oaks Community College,9,Centreville,Michigan,04-03-2021
731,Grand Rapids Community College,137,Grand Rapids,Michigan,04-03-2021
732,Grand Valley State University,"1,921",Allendale,Michigan,04-03-2021
733,Great Lakes Christian College,18,Lansing,Michigan,04-03-2021
734,Hillsdale College,221,Hillsdale,Michigan,04-03-2021
735,Hope College,182,Holland,Michigan,04-03-2021
736,Jackson College,8,Jackson,Michigan,04-03-2021
737,Kalamazoo College,71,Kalamazoo,Michigan,04-03-2021
738,Kettering University,47,Flint,Michigan,04-03-2021
739,Kuyper College,6,Grand Rapids,Michigan,04-03-2021
740,Lake Michigan College,29,Benton Harbor,Michigan,04-03-2021
741,Lake Superior State University,58,Sault Ste. Marie,Michigan,04-03-2021
742,Lawrence Technological University,62,Southfield,Michigan,04-03-2021
743,Madonna University,130,Livonia,Michigan,04-03-2021
744,Michigan State University,"2,350",East Lansing,Michigan,04-03-2021
745,Michigan Technological University,287,Houghton,Michigan,04-03-2021
746,Mid Michigan College,38,Harrison,Michigan,04-03-2021
747,Mott Community College,12,Flint,Michigan,04-03-2021
748,Northern Michigan University,282,Marquette,Michigan,04-03-2021
749,Northwestern Michigan College,16,Traverse City,Michigan,04-03-2021
750,Northwood University,132,Midland,Michigan,04-03-2021
751,Oakland University,322,Rochester,Michigan,04-03-2021
752,Olivet College,113,Olivet,Michigan,04-03-2021
753,Rochester University,29,Rochester Hills,Michigan,04-03-2021
754,Saginaw Valley State University,329,University Center,Michigan,04-03-2021
755,Schoolcraft College*,77,Livonia,Michigan,04-03-2021
756,Siena Heights University,60,Adrian,Michigan,04-03-2021
757,Spring Arbor University,101,Spring Arbor,Michigan,04-03-2021
758,University of Detroit Mercy,175,Detroit,Michigan,04-03-2021
759,University of Michigan,"3,034",Ann Arbor,Michigan,04-03-2021
760,University of Michigan-Dearborn,17,Dearborn,Michigan,04-03-2021
761,University of Michigan-Flint,48,Flint,Michigan,04-03-2021
762,Washtenaw Community College,2,Ann Arbor,Michigan,04-03-2021
763,Wayne State University,302,Detroit,Michigan,04-03-2021
764,Western Michigan University,"1,226",Kalamazoo,Michigan,04-03-2021
765,Alexandria Technical & Community College,95,Alexandria,Minnesota,04-03-2021
766,Anoka Technical College,36,Anoka,Minnesota,04-03-2021
767,Anoka-Ramsey Community College,127,Coon Rapids,Minnesota,04-03-2021
768,Augsburg University,131,Minneapolis,Minnesota,04-03-2021
769,Bemidji State University,298,Bemidji,Minnesota,04-03-2021
770,Bethany Lutheran College,69,Mankato,Minnesota,04-03-2021
771,Bethel University,363,Saint Paul,Minnesota,04-03-2021
772,Carleton College,40,Northfield,Minnesota,04-03-2021
773,Central Lakes College-Brainerd,31,Brainerd,Minnesota,04-03-2021
774,Central Lakes College-Staples,6,Staples,Minnesota,04-03-2021
775,Century College,131,White Bear Lake,Minnesota,04-03-2021
776,Concordia College at Moorhead,275,Moorhead,Minnesota,04-03-2021
777,"Concordia University, St. Paul",129,St. Paul,Minnesota,04-03-2021
778,Crown College,12,Saint Bonifacius,Minnesota,04-03-2021
779,Dakota County Technical College,46,Rosemount,Minnesota,04-03-2021
780,Fond du Lac Tribal and Community College,13,Cloquet,Minnesota,04-03-2021
781,Gustavus Adolphus College,191,Saint Peter,Minnesota,04-03-2021
782,Hamline University,116,St. Paul,Minnesota,04-03-2021
783,Hennepin Technical College,55,Brooklyn Park,Minnesota,04-03-2021
784,Hibbing Community College,27,Hibbing,Minnesota,04-03-2021
785,Inver Hills Community College,37,Inver Grove Heights,Minnesota,04-03-2021
786,Itasca Community College,16,Grand Rapids,Minnesota,04-03-2021
787,Lake Superior College,113,Duluth,Minnesota,04-03-2021
788,Macalester College,49,St. Paul,Minnesota,04-03-2021
789,Martin Luther College,78,New Ulm,Minnesota,04-03-2021
790,Mesabi Range College,27,Virginia,Minnesota,04-03-2021
791,Metropolitan State University,134,Saint Paul,Minnesota,04-03-2021
792,Minneapolis Community and Technical College,143,Minneapolis,Minnesota,04-03-2021
793,Minnesota State College Southeast,50,Winona,Minnesota,04-03-2021
794,Minnesota State Community and Technical College,152,Fergus Falls,Minnesota,04-03-2021
795,Minnesota State University Moorhead,263,Moorhead,Minnesota,04-03-2021
796,"Minnesota State University, Mankato",481,Mankato,Minnesota,04-03-2021
797,Minnesota West Community and Technical College,61,Granite Falls,Minnesota,04-03-2021
798,Normandale Community College,29,Bloomington,Minnesota,04-03-2021
799,North Hennepin Community College,49,Brooklyn Park,Minnesota,04-03-2021
800,Northland Community and Technical College,133,Thief River Falls,Minnesota,04-03-2021
801,Northwest Technical College,23,Bemidji,Minnesota,04-03-2021
802,Pine Technical & Community College,20,Pine City,Minnesota,04-03-2021
803,Rainy River Community College,1,International Falls,Minnesota,04-03-2021
804,Ridgewater College,92,Willmar,Minnesota,04-03-2021
805,Riverland Community College,37,Austin,Minnesota,04-03-2021
806,Rochester Community and Technical College,123,Rochester,Minnesota,04-03-2021
807,Saint Mary's University of Minnesota,113,Winona,Minnesota,04-03-2021
808,South Central College,38,North Mankato,Minnesota,04-03-2021
809,Southwest Minnesota State University,183,Marshall,Minnesota,04-03-2021
810,St. Catherine University,208,St. Paul,Minnesota,04-03-2021
811,St. Cloud State University,414,St. Cloud,Minnesota,04-03-2021
812,St. Cloud Technical and Community College,60,St. Cloud,Minnesota,04-03-2021
813,St. Olaf College,60,Northfield,Minnesota,04-03-2021
814,St. Paul College,54,St. Paul,Minnesota,04-03-2021
815,The College of Saint Scholastica,152,Duluth,Minnesota,04-03-2021
816,University of Minnesota Crookston,2,Crookston,Minnesota,04-03-2021
817,University of Minnesota Duluth,450,Duluth,Minnesota,04-03-2021
818,University of Minnesota Morris,54,Morris,Minnesota,04-03-2021
819,University of Minnesota Rochester,5,Rochester,Minnesota,04-03-2021
820,University of Minnesota Twin Cities,"1,601",Minneapolis,Minnesota,04-03-2021
821,"University of Northwestern, St. Paul",126,St. Paul,Minnesota,04-03-2021
822,University of St. Thomas,702,St. Paul,Minnesota,04-03-2021
823,Vermilion Community College,4,Ely,Minnesota,04-03-2021
824,Winona State University,600,Winona,Minnesota,04-03-2021
825,Alcorn State University,140,Lorman,Mississippi,04-03-2021
826,Belhaven University,113,Jackson,Mississippi,04-03-2021
827,Delta State University,158,Cleveland,Mississippi,04-03-2021
828,Jackson State University,56,Jackson,Mississippi,04-03-2021
829,Millsaps College,62,Jackson,Mississippi,04-03-2021
830,Mississippi College,178,Clinton,Mississippi,04-03-2021
831,Mississippi Delta Community College,66,Moorhead,Mississippi,04-03-2021
832,Mississippi State University,799,Mississippi State,Mississippi,04-03-2021
833,Mississippi University for Women*,79,Columbus,Mississippi,04-03-2021
834,Mississippi Valley State University,116,Itta Bena,Mississippi,04-03-2021
835,Northeast Mississippi Community College,120,Booneville,Mississippi,04-03-2021
836,Rust College,39,Holly Springs,Mississippi,04-03-2021
837,University of Mississippi,938,Oxford,Mississippi,04-03-2021
838,University of Mississippi Medical Center*,877,Jackson,Mississippi,04-03-2021
839,University of Southern Mississippi,494,Hattiesburg,Mississippi,04-03-2021
840,Central Methodist University,360,Fayette,Missouri,04-03-2021
841,College of the Ozarks,2,Point Lookout,Missouri,04-03-2021
842,Crowder College,199,Neosho,Missouri,04-03-2021
843,Drury University,234,Springfield,Missouri,04-03-2021
844,Evangel University,213,Springfield,Missouri,04-03-2021
845,Fontbonne University,33,Saint Louis,Missouri,04-03-2021
846,Graceland University at Independence,9,Independence,Missouri,04-03-2021
847,Harris-Stowe State University,55,St. Louis,Missouri,04-03-2021
848,Kansas City Art Institute,21,Kansas City,Missouri,04-03-2021
849,Lincoln University of Missouri,14,Jefferson City,Missouri,04-03-2021
850,Lindenwood University,253,St. Charles,Missouri,04-03-2021
851,Maryville University Saint Louis,151,St. Louis,Missouri,04-03-2021
852,Missouri Baptist University,134,St. Louis,Missouri,04-03-2021
853,Missouri Southern State University,276,Joplin,Missouri,04-03-2021
854,Missouri State University,"1,591",Springfield,Missouri,04-03-2021
855,Missouri University of Science and Technology,360,Rolla,Missouri,04-03-2021
856,Missouri Western State University,322,St. Joseph,Missouri,04-03-2021
857,Northwest Missouri State University,747,Maryville,Missouri,04-03-2021
858,Ozarks Technical Community College,607,Springfield,Missouri,04-03-2021
859,Rockhurst University,40,Kansas City,Missouri,04-03-2021
860,Saint Louis University,504,St. Louis,Missouri,04-03-2021
861,Southeast Missouri State University,668,Cape Girardeau,Missouri,04-03-2021
862,Southwest Baptist University,213,Bolivar,Missouri,04-03-2021
863,St. Louis College of Pharmacy*,83,St. Louis,Missouri,04-03-2021
864,St. Louis Community College,108,St. Louis,Missouri,04-03-2021
865,State Fair Community College,197,Sedalia,Missouri,04-03-2021
866,Stephens College,29,Columbia,Missouri,04-03-2021
867,Truman State University,293,Kirksville,Missouri,04-03-2021
868,University of Central Missouri,826,Warrensburg,Missouri,04-03-2021
869,University of Missouri*,"2,899",Columbia,Missouri,04-03-2021
870,University of Missouri-Kansas City,352,Kansas City,Missouri,04-03-2021
871,University of Missouri-St. Louis*,324,Bellerive Acres,Missouri,04-03-2021
872,Washington University in St. Louis*,364,St. Louis,Missouri,04-03-2021
873,Webster University,48,Saint Louis,Missouri,04-03-2021
874,Westminster College,105,Fulton,Missouri,04-03-2021
875,William Jewell College,80,Liberty,Missouri,04-03-2021
876,William Woods University,54,Fulton,Missouri,04-03-2021
877,Carroll College,120,Helena,Montana,04-03-2021
878,Dawson Community College,15,Glendive,Montana,04-03-2021
879,Flathead Valley Community College,14,Kalispell,Montana,04-03-2021
880,Great Falls College Montana State University,5,Great Falls,Montana,04-03-2021
881,Helena College,4,Helena,Montana,04-03-2021
882,Little Big Horn College,2,Crow Agency,Montana,04-03-2021
883,Miles Community College,8,Miles City,Montana,04-03-2021
884,Montana Bible College,1,Bozeman,Montana,04-03-2021
885,Montana State University,"1,420",Bozeman,Montana,04-03-2021
886,Montana State University Billings,58,Billings,Montana,04-03-2021
887,Montana State University Northern,58,Havre,Montana,04-03-2021
888,Montana Technological University,169,Butte,Montana,04-03-2021
889,Pima Medical Institute-Dillon,2,Dillon,Montana,04-03-2021
890,Rocky Mountain College,71,Billings,Montana,04-03-2021
891,University of Montana,480,Missoula,Montana,04-03-2021
892,University of Montana Western,101,Dillon,Montana,04-03-2021
893,Chadron State College,141,Chadron,Nebraska,04-03-2021
894,"Concordia University, Nebraska",132,Seward,Nebraska,04-03-2021
895,Creighton University,760,Omaha,Nebraska,04-03-2021
896,Doane University,168,Crete,Nebraska,04-03-2021
897,Hastings College,103,Hastings,Nebraska,04-03-2021
898,Midland University,139,Fremont,Nebraska,04-03-2021
899,Nebraska Wesleyan University,381,Lincoln,Nebraska,04-03-2021
900,Peru State College,135,Peru,Nebraska,04-03-2021
901,Southeast Community College,402,Lincoln,Nebraska,04-03-2021
902,University of Nebraska Medical Center*,247,Omaha,Nebraska,04-03-2021
903,University of Nebraska at Kearney,433,Kearney,Nebraska,04-03-2021
904,University of Nebraska at Omaha,518,Omaha,Nebraska,04-03-2021
905,University of Nebraska-Lincoln,"1,935",Lincoln,Nebraska,04-03-2021
906,Wayne State College,263,Wayne,Nebraska,04-03-2021
907,College of Southern Nevada,240,Las Vegas,Nevada,04-03-2021
908,Great Basin College,26,Elko,Nevada,04-03-2021
909,Nevada State College,38,Henderson,Nevada,04-03-2021
910,Truckee Meadows Community College,43,Reno,Nevada,04-03-2021
911,"University of Nevada, Las Vegas",507,Las Vegas,Nevada,04-03-2021
912,"University of Nevada, Reno","1,209",Reno,Nevada,04-03-2021
913,Western Nevada College,49,Carson City,Nevada,04-03-2021
914,Colby-Sawyer College,10,New London,New Hampshire,04-03-2021
915,Dartmouth College,58,Hanover,New Hampshire,04-03-2021
916,Franklin Pierce University,22,Rindge,New Hampshire,04-03-2021
917,Great Bay Community College,3,Portsmouth,New Hampshire,04-03-2021
918,Keene State College,46,Keene,New Hampshire,04-03-2021
919,Lakes Region Community College,3,Laconia,New Hampshire,04-03-2021
920,NHTI-Concord's Community College,3,Concord,New Hampshire,04-03-2021
921,Nashua Community College,3,Nashua,New Hampshire,04-03-2021
922,New England College,31,Henniker,New Hampshire,04-03-2021
923,Plymouth State University‡,79,Plymouth,New Hampshire,04-03-2021
924,Rivier University,13,Nashua,New Hampshire,04-03-2021
925,Saint Anselm College,53,Manchester,New Hampshire,04-03-2021
926,University of New Hampshire,620,Durham,New Hampshire,04-03-2021
927,White Mountains Community College,3,Berlin,New Hampshire,04-03-2021
928,Berkeley College New Jersey campuses,21,Woodland Park,New Jersey,04-03-2021
929,Bloomfield College,34,Bloomfield,New Jersey,04-03-2021
930,Caldwell University,13,Caldwell,New Jersey,04-03-2021
931,Centenary University,22,Hackettstown,New Jersey,04-03-2021
932,College of Saint Elizabeth,18,Morristown,New Jersey,04-03-2021
933,Drew University,5,Madison,New Jersey,04-03-2021
934,Fairleigh Dickinson University,16,Teaneck,New Jersey,04-03-2021
935,Fairleigh Dickinson University Florham,16,Madison,New Jersey,04-03-2021
936,Felician University,21,Lodi,New Jersey,04-03-2021
937,Georgian Court University,64,Lakewood,New Jersey,04-03-2021
938,Kean University,101,Union,New Jersey,04-03-2021
939,Monmouth University,514,West Long Branch,New Jersey,04-03-2021
940,Montclair State University,186,Montclair,New Jersey,04-03-2021
941,New Jersey City University,31,Jersey City,New Jersey,04-03-2021
942,New Jersey Institute of Technology,79,Newark,New Jersey,04-03-2021
943,Princeton University,161,Princeton,New Jersey,04-03-2021
944,Ramapo College of New Jersey,53,Mahwah,New Jersey,04-03-2021
945,Rider University,78,Lawrenceville,New Jersey,04-03-2021
946,Rowan University,953,Glassboro,New Jersey,04-03-2021
947,Rutgers University,530,New Brunswick,New Jersey,04-03-2021
948,Rutgers University-Camden,47,Camden,New Jersey,04-03-2021
949,Rutgers University-Newark,49,Newark,New Jersey,04-03-2021
950,Saint Peter's University,15,Jersey City,New Jersey,04-03-2021
951,Seton Hall University,185,South Orange,New Jersey,04-03-2021
952,Stevens Institute of Technology,102,Hoboken,New Jersey,04-03-2021
953,Stockton University,258,Galloway,New Jersey,04-03-2021
954,The College of New Jersey,11,Ewing,New Jersey,04-03-2021
955,William Paterson University,77,Wayne,New Jersey,04-03-2021
956,Eastern New Mexico University,24,Portales,New Mexico,04-03-2021
957,Institute of American Indian Arts,1,Santa Fe,New Mexico,04-03-2021
958,Navajo Technical University,21,Crownpoint,New Mexico,04-03-2021
959,New Mexico Highlands University,21,Las Vegas,New Mexico,04-03-2021
960,New Mexico Institute of Mining and Technology,23,Socorro,New Mexico,04-03-2021
961,New Mexico Military Institute,110,Roswell,New Mexico,04-03-2021
962,New Mexico State University,371,Las Cruces,New Mexico,04-03-2021
963,Northern New Mexico College,1,Española,New Mexico,04-03-2021
964,San Juan College,28,Farmington,New Mexico,04-03-2021
965,Santa Fe Community College,25,Santa Fe,New Mexico,04-03-2021
966,University of New Mexico*,349,Albuquerque,New Mexico,04-03-2021
967,Western New Mexico University,50,Silver City,New Mexico,04-03-2021
968,ASA College,10,New York City,New York,04-03-2021
969,Adelphi University,60,Garden City,New York,04-03-2021
970,Adirondack Community College,8,Queensbury,New York,04-03-2021
971,Albany College of Pharmacy and Health Sciences*,21,Albany,New York,04-03-2021
972,Albany Medical College,10,Albany,New York,04-03-2021
973,Albert Einstein College of Medicine,47,New York City,New York,04-03-2021
974,Alfred University,31,Alfred,New York,04-03-2021
975,Bank Street College of Education,5,New York City,New York,04-03-2021
976,Bard College,2,Annadale-on-Hudson,New York,04-03-2021
977,Barnard College‡,11,New York City,New York,04-03-2021
978,Berkeley College New York campuses,7,New York City,New York,04-03-2021
979,Bryant & Stratton College,4,Syracuse,New York,04-03-2021
980,Bryant & Stratton College-Albany,24,Albany,New York,04-03-2021
981,Bryant & Stratton College-Amherst,4,Getzville,New York,04-03-2021
982,Bryant & Stratton College-Buffalo,8,Buffalo,New York,04-03-2021
983,Bryant & Stratton College-Greece,2,Rochester,New York,04-03-2021
984,Bryant & Stratton College-Henrietta,1,Rochester,New York,04-03-2021
985,Bryant & Stratton College-Southtowns,8,Orchard Park,New York,04-03-2021
986,Bryant & Stratton College-Syracuse North,2,Liverpool,New York,04-03-2021
987,CUNY Baruch College,33,New York City,New York,04-03-2021
988,CUNY Borough of Manhattan Community College,28,New York City,New York,04-03-2021
989,CUNY Bronx Community College,14,New York City,New York,04-03-2021
990,CUNY Brooklyn College,26,New York City,New York,04-03-2021
991,CUNY City College of New York,30,New York City,New York,04-03-2021
992,CUNY College of Staten Island,29,New York City,New York,04-03-2021
993,CUNY Guttman Community College,1,New York City,New York,04-03-2021
994,CUNY Hostos Community College,6,New York City,New York,04-03-2021
995,CUNY Hunter College,63,New York City,New York,04-03-2021
996,CUNY John Jay College of Criminal Justice,8,New York City,New York,04-03-2021
997,CUNY Kingsborough Community College,12,New York City,New York,04-03-2021
998,CUNY LaGuardia Community College,40,New York City,New York,04-03-2021
999,CUNY Lehman College,22,New York City,New York,04-03-2021
1000,CUNY Medgar Evers College,4,New York City,New York,04-03-2021
1001,CUNY New York City College of Technology,15,New York City,New York,04-03-2021
1002,CUNY Queens College,25,New York City,New York,04-03-2021
1003,CUNY Queensborough Community College,9,New York City,New York,04-03-2021
1004,CUNY School of Law,2,New York City,New York,04-03-2021
1005,CUNY York College,39,New York City,New York,04-03-2021
1006,Canisius College,142,Buffalo,New York,04-03-2021
1007,Cayuga County Community College,14,Auburn,New York,04-03-2021
1008,Cazenovia College,12,Cazenovia,New York,04-03-2021
1009,Clarkson University,21,Potsdam,New York,04-03-2021
1010,Clinton Community College,1,Plattsburgh,New York,04-03-2021
1011,Colgate University,54,Hamilton,New York,04-03-2021
1012,College of Mount Saint Vincent,44,New York City,New York,04-03-2021
1013,Columbia University,285,New York City,New York,04-03-2021
1014,Columbia-Greene Community College,8,Hudson,New York,04-03-2021
1015,Concordia College New York,29,Bronxville,New York,04-03-2021
1016,Cornell University,308,Ithaca,New York,04-03-2021
1017,Culinary Institute of America,17,Hyde Park,New York,04-03-2021
1018,D'Youville College,27,Buffalo,New York,04-03-2021
1019,Daemen College,46,Amherst,New York,04-03-2021
1020,Dominican College,31,Orangeburg,New York,04-03-2021
1021,Dutchess Community College,23,Poughkeepsie,New York,04-03-2021
1022,Elim Bible Institute and College,38,Lima,New York,04-03-2021
1023,Elmira College,172,Elmira,New York,04-03-2021
1024,Erie Community College,47,Buffalo,New York,04-03-2021
1025,Farmingdale State College,102,Farmingdale,New York,04-03-2021
1026,Fashion Institute of Technology,29,New York City,New York,04-03-2021
1027,Finger Lakes Community College,26,Canandaigua,New York,04-03-2021
1028,Finger Lakes Health College of Nursing & Health Sciences,5,Geneva,New York,04-03-2021
1029,Five Towns College,22,Dix Hills,New York,04-03-2021
1030,Fordham University,205,New York City,New York,04-03-2021
1031,Fulton-Montgomery Community College,7,Johnstown,New York,04-03-2021
1032,Genesee Community College,28,Batavia,New York,04-03-2021
1033,Hamilton College,29,Clinton,New York,04-03-2021
1034,Hartwick College,73,Oneonta,New York,04-03-2021
1035,Helene Fuld College of Nursing,3,New York City,New York,04-03-2021
1036,Herkimer County Community College,11,Herkimer,New York,04-03-2021
1037,Hilbert College,14,Hamburg,New York,04-03-2021
1038,Hobart William Smith Colleges,61,Geneva,New York,04-03-2021
1039,Hofstra University,184,Hempstead,New York,04-03-2021
1040,Houghton College,1,Houghton,New York,04-03-2021
1041,Hudson Valley Community College,56,Troy,New York,04-03-2021
1042,Icahn School of Medicine at Mount Sinai,8,New York City,New York,04-03-2021
1043,Iona College,168,New Rochelle,New York,04-03-2021
1044,Ithaca College,102,Ithaca,New York,04-03-2021
1045,Jamestown Community College,25,Jamestown,New York,04-03-2021
1046,Jefferson Community College,13,Watertown,New York,04-03-2021
1047,Keuka College,123,Keuka Park,New York,04-03-2021
1048,Le Moyne College,78,Syracuse,New York,04-03-2021
1049,Long Island University,158,Brookville,New York,04-03-2021
1050,Manhattan College,70,New York City,New York,04-03-2021
1051,Manhattanville College,8,Purchase,New York,04-03-2021
1052,Maria College of Albany,12,Albany,New York,04-03-2021
1053,Marist College,178,Poughkeepsie,New York,04-03-2021
1054,Marymount Manhattan College,9,New York City,New York,04-03-2021
1055,Medaille College,59,Buffalo,New York,04-03-2021
1056,Mercy College,50,Dobbs Ferry,New York,04-03-2021
1057,Mildred Elley School-Albany Campus,2,Albany,New York,04-03-2021
1058,Mohawk Valley Community College,9,Utica,New York,04-03-2021
1059,Molloy College,64,Rockville Centre,New York,04-03-2021
1060,Monroe College,46,New York City,New York,04-03-2021
1061,Monroe Community College,177,Rochester,New York,04-03-2021
1062,Mount Saint Mary College,35,Newburgh,New York,04-03-2021
1063,Nassau Community College,61,Garden City,New York,04-03-2021
1064,Nazareth College,113,Rochester,New York,04-03-2021
1065,New York Chiropractic College,7,Seneca Falls,New York,04-03-2021
1066,New York College of Health Professions,9,Syosset,New York,04-03-2021
1067,New York College of Podiatric Medicine,2,New York City,New York,04-03-2021
1068,New York Institute of Technology,23,Old Westbury,New York,04-03-2021
1069,New York Law School,3,New York City,New York,04-03-2021
1070,New York Medical College*,14,Valhalla,New York,04-03-2021
1071,New York School of Interior Design,1,New York City,New York,04-03-2021
1072,New York University,790,New York City,New York,04-03-2021
1073,Niagara County Community College,103,Sanborn,New York,04-03-2021
1074,Niagara University,198,Niagara,New York,04-03-2021
1075,Northeastern Seminary,3,Rochester,New York,04-03-2021
1076,Nyack College,9,New York City,New York,04-03-2021
1077,Onondaga Community College,59,Syracuse,New York,04-03-2021
1078,Orange County Community College,15,Middletown,New York,04-03-2021
1079,Pace University,144,New York City,New York,04-03-2021
1080,Pacific College of Oriental Medicine,3,New York City,New York,04-03-2021
1081,Paul Smiths College,1,Paul Smiths,New York,04-03-2021
