,School,Cases,County_Active_Cases,County_Total_Cases,City,County,State,Date
0,Alabama A&M University,17,6684.0,6748.0,Huntsville,Madison,Alabama,09-11-2020
1,Athens State University,2,1734.0,1752.0,Athens,Limestone,Alabama,09-11-2020
2,Auburn University*,"1,672",3536.0,3585.0,Auburn,Lee,Alabama,09-11-2020
3,Birmingham-Southern College,64,16847.0,17157.0,Birmingham,Jefferson,Alabama,09-11-2020
4,Calhoun Community College,20,1734.0,1752.0,Tanner,Limestone,Alabama,09-11-2020
5,Central Alabama Community College,16,866.0,949.0,Alexander City,Tallapoosa,Alabama,09-11-2020
6,Enterprise State Community College,5,1025.0,1030.0,Enterprise,Coffee,Alabama,09-11-2020
7,Gadsden State Community College,25,2802.0,2844.0,Gadsden,Etowah,Alabama,09-11-2020
8,Jacksonville State University,219,2648.0,2679.0,Jacksonville,Calhoun,Alabama,09-11-2020
9,Lurleen B. Wallace Community College,7,812.0,837.0,Andalusia,Covington,Alabama,09-11-2020
10,Marion Military Institute,3,480.0,485.0,Marion,Perry,Alabama,09-11-2020
11,Samford University,199,16847.0,17157.0,Birmingham,Jefferson,Alabama,09-11-2020
12,Snead State Community College,11,2802.0,2844.0,Boaz,Etowah,Alabama,09-11-2020
13,Southern Union State Community College,45,490.0,501.0,Wadley,Randolph,Alabama,09-11-2020
14,Troy University,112,865.0,872.0,Troy,Pike,Alabama,09-11-2020
15,Troy University Dothan,6,1954.0,1969.0,Dothan,Houston,Alabama,09-11-2020
16,Troy University Montgomery,4,7889.0,8055.0,Montgomery,Montgomery,Alabama,09-11-2020
17,Troy University-Phenix City Campus,6,,,Phenix,,Alabama,09-11-2020
18,Tuskegee University,41,,,Tuskeegee,,Alabama,09-11-2020
19,University of Alabama,"2,225",5367.0,5463.0,Tuscaloosa,Tuscaloosa,Alabama,09-11-2020
20,University of Alabama at Birmingham*,"1,105",16847.0,17157.0,Birmingham,Jefferson,Alabama,09-11-2020
21,University of Alabama in Huntsville,24,6684.0,6748.0,Huntsville,Madison,Alabama,09-11-2020
22,University of Montevallo,63,4495.0,4535.0,Montevallo,Shelby,Alabama,09-11-2020
23,University of North Alabama,189,1483.0,1512.0,Florence,Lauderdale,Alabama,09-11-2020
24,University of South Alabama,169,12160.0,12435.0,Mobile,Mobile,Alabama,09-11-2020
25,University of Alaska Anchorage,4,3424.0,3450.0,Anchorage,Anchorage,Alaska,09-11-2020
26,University of Alaska Fairbanks,35,827.0,836.0,Fairbanks,Fairbanks North Star,Alaska,09-11-2020
27,University of Alaska Southeast,1,222.0,223.0,Juneau,Juneau,Alaska,09-11-2020
28,Arizona State University,"1,330",133747.0,136887.0,Tempe,Maricopa,Arizona,09-11-2020
29,Arizona Western College,4,12042.0,12374.0,Yuma,Yuma,Arizona,09-11-2020
30,Embry-Riddle Aeronautical University at Prescott,21,2329.0,2408.0,Prescott,Yavapai,Arizona,09-11-2020
31,Grand Canyon University,46,133747.0,136887.0,Phoenix,Maricopa,Arizona,09-11-2020
32,Midwestern University at Glendale,55,133747.0,136887.0,Glendale,Maricopa,Arizona,09-11-2020
33,Northern Arizona University,37,3323.0,3454.0,Flagstaff,Coconino,Arizona,09-11-2020
34,University of Arizona,709,21647.0,22247.0,Tucson,Pima,Arizona,09-11-2020
35,Arkansas State University,143,2260.0,2276.0,Jonesboro,Craighead,Arkansas,09-11-2020
36,Arkansas Tech University,6,1897.0,1919.0,Russellville,Pope,Arkansas,09-11-2020
37,Harding University,1,573.0,587.0,Searcy,White,Arkansas,09-11-2020
38,Henderson State University,29,266.0,270.0,Arkadelphia,Clark,Arkansas,09-11-2020
39,John Brown University,26,5691.0,5752.0,Siloam Springs,Benton,Arkansas,09-11-2020
40,Lyon College,4,851.0,863.0,Batesville,Independence,Arkansas,09-11-2020
41,National Park College,2,,,Hot Springs,,Arkansas,09-11-2020
42,NorthWest Arkansas Community College,2,5691.0,5752.0,Bentonville,Benton,Arkansas,09-11-2020
43,Southern Arkansas University,87,315.0,331.0,Magnolia,Columbia,Arkansas,09-11-2020
44,University of Arkansas,888,490.0,503.0,Fayetteville,Washington,Arkansas,09-11-2020
45,University of Arkansas Community College Rich Mountain,2,240.0,244.0,Mena,Polk,Arkansas,09-11-2020
46,University of Arkansas at Little Rock,52,7677.0,7795.0,Little Rock,Pulaski,Arkansas,09-11-2020
47,University of Arkansas at Monticello,14,321.0,326.0,Monticello,Drew,Arkansas,09-11-2020
48,University of Arkansas at Pine Bluff,77,16847.0,17157.0,Pine Bluff,Jefferson,Arkansas,09-11-2020
49,University of Arkansas-Fort Smith,27,3089.0,3128.0,Fort Smith,Sebastian,Arkansas,09-11-2020
50,University of Central Arkansas,60,1863.0,1873.0,Conway,Faulkner,Arkansas,09-11-2020
51,University of the Ozarks,35,791.0,795.0,Clarksville,Johnson,Arkansas,09-11-2020
52,Antelope Valley College,5,245895.0,252066.0,Lancaster,Los Angeles,California,09-11-2020
53,Biola University,2,245895.0,252066.0,La Mirada,Los Angeles,California,09-11-2020
54,California Institute of Technology,21,245895.0,252066.0,Pasadena,Los Angeles,California,09-11-2020
55,California Lutheran University,5,11471.0,11600.0,Thousand Oaks,Ventura,California,09-11-2020
