,School,Cases,City,State,Date
454,Salisbury University‡,423,Salisbury,Maryland,10-01-2020
455,St. Mary's College of Maryland,11,St. Mary's City,Maryland,10-01-2020
456,Stevenson University‡,45,Stevenson,Maryland,10-01-2020
457,Towson University,448,Towson,Maryland,10-01-2020
458,United States Naval Academy,7,Annapolis,Maryland,10-01-2020
459,University of Maryland Eastern Shore,30,Princess Anne,Maryland,10-01-2020
460,"University of Maryland, Baltimore",1,Baltimore,Maryland,10-01-2020
461,"University of Maryland, Baltimore County",35,Catonsville,Maryland,10-01-2020
462,"University of Maryland, College Park",287,College Park,Maryland,10-01-2020
463,American International College,5,Springfield,Massachusetts,10-01-2020
464,Amherst College,3,Amherst,Massachusetts,10-01-2020
465,Anna Maria College,6,Paxton,Massachusetts,10-01-2020
466,Assumption College,3,Worcester,Massachusetts,10-01-2020
467,Babson College,7,Wellesley,Massachusetts,10-01-2020
468,Bentley University,2,Waltham,Massachusetts,10-01-2020
469,Boston College,130,Chestnut Hill,Massachusetts,10-01-2020
470,Boston University,108,Boston,Massachusetts,10-01-2020
471,Brandeis University,11,Waltham,Massachusetts,10-01-2020
472,Bridgewater State University,5,Bridgewater,Massachusetts,10-01-2020
473,Clark University,4,Worcester,Massachusetts,10-01-2020
474,College of Our Lady of the Elms,1,Chicopee,Massachusetts,10-01-2020
475,College of the Holy Cross,16,Worcester,Massachusetts,10-01-2020
476,Eastern Nazarene College,8,Quincy,Massachusetts,10-01-2020
477,Emerson College,4,Boston,Massachusetts,10-01-2020
478,Emmanuel College,4,Boston,Massachusetts,10-01-2020
479,Endicott College‡,6,Beverly,Massachusetts,10-01-2020
480,Fitchburg State University,4,Fitchburg,Massachusetts,10-01-2020
481,Framingham State University,15,Framingham,Massachusetts,10-01-2020
482,Franklin W Olin College of Engineering,1,Needham,Massachusetts,10-01-2020
483,Gordon College,6,Wenham,Massachusetts,10-01-2020
484,Harvard University,58,Cambridge,Massachusetts,10-01-2020
485,Hebrew College,1,Newton Centre,Massachusetts,10-01-2020
486,Lasell University,4,Newton,Massachusetts,10-01-2020
487,Massachusetts College of Liberal Arts,1,North Adams,Massachusetts,10-01-2020
488,Massachusetts College of Pharmacy and Health Sciences*,10,Boston,Massachusetts,10-01-2020
489,Massachusetts Institute of Technology,26,Cambridge,Massachusetts,10-01-2020
490,Massachusetts Maritime Academy,1,Buzzards Bay,Massachusetts,10-01-2020
491,Merrimack College‡,35,North Andover,Massachusetts,10-01-2020
492,Mount Holyoke College,2,South Hadley,Massachusetts,10-01-2020
493,Nichols College,4,Dudley,Massachusetts,10-01-2020
494,Northeastern University,64,Boston,Massachusetts,10-01-2020
495,Salem State University,1,Salem,Massachusetts,10-01-2020
496,Smith College,1,Northampton,Massachusetts,10-01-2020
497,Springfield College,2,Springfield,Massachusetts,10-01-2020
498,Suffolk University,11,Boston,Massachusetts,10-01-2020
499,Tufts University,28,Medford,Massachusetts,10-01-2020
500,University of Massachusetts Amherst,19,Amherst,Massachusetts,10-01-2020
501,University of Massachusetts Boston,19,Boston,Massachusetts,10-01-2020
502,University of Massachusetts Dartmouth,4,Dartmouth,Massachusetts,10-01-2020
503,University of Massachusetts Lowell,2,Lowell,Massachusetts,10-01-2020
504,University of Massachusetts Medical School*,12,Worcester,Massachusetts,10-01-2020
505,Wellesley College,2,Wellesley,Massachusetts,10-01-2020
506,Wentworth Institute of Technology,6,Boston,Massachusetts,10-01-2020
507,Western New England University,4,Springfield,Massachusetts,10-01-2020
508,Wheaton College,2,Norton,Massachusetts,10-01-2020
509,Williams College,4,Williamstown,Massachusetts,10-01-2020
510,Worcester Polytechnic Institute,10,Worcester,Massachusetts,10-01-2020
511,Adrian College,251,Adrian,Michigan,10-01-2020
512,Albion College,9,Albion,Michigan,10-01-2020
513,Alma College,10,Alma,Michigan,10-01-2020
514,Alpena Community College,3,Alpena,Michigan,10-01-2020
515,Andrews University,6,Berrien Springs,Michigan,10-01-2020
516,Aquinas College,10,Grand Rapids,Michigan,10-01-2020
517,Calvin University,38,Grand Rapids,Michigan,10-01-2020
518,Central Michigan University,271,Mount Pleasant,Michigan,10-01-2020
519,Concordia University Ann Arbor,4,Ann Arbor,Michigan,10-01-2020
520,Davenport University,6,Grand Rapids,Michigan,10-01-2020
521,Eastern Michigan University,19,Ypsilanti,Michigan,10-01-2020
522,Ferris State University,54,Big Rapids,Michigan,10-01-2020
523,Finlandia University,2,Hancock,Michigan,10-01-2020
524,Grand Rapids Community College,11,Grand Rapids,Michigan,10-01-2020
525,Grand Valley State University,442,Allendale,Michigan,10-01-2020
526,Henry Ford College,5,Dearborn,Michigan,10-01-2020
527,Hope College,35,Holland,Michigan,10-01-2020
528,Kettering University,3,Flint,Michigan,10-01-2020
529,Lake Superior State University,8,Sault Ste. Marie,Michigan,10-01-2020
530,Lawrence Technological University,6,Southfield,Michigan,10-01-2020
531,Michigan State University,340,East Lansing,Michigan,10-01-2020
532,Michigan Technological University,136,Houghton,Michigan,10-01-2020
533,Northern Michigan University,56,Marquette,Michigan,10-01-2020
534,Northwestern Michigan College,3,Traverse City,Michigan,10-01-2020
535,Northwood University,71,Midland,Michigan,10-01-2020
536,Oakland University,26,Rochester,Michigan,10-01-2020
537,Olivet College,7,Olivet,Michigan,10-01-2020
538,Saginaw Valley State University,38,University Center,Michigan,10-01-2020
539,Siena Heights University,15,Adrian,Michigan,10-01-2020
540,Spring Arbor University,9,Spring Arbor,Michigan,10-01-2020
541,University of Detroit Mercy,27,Detroit,Michigan,10-01-2020
542,University of Michigan,419,Ann Arbor,Michigan,10-01-2020
543,University of Michigan-Flint,2,Flint,Michigan,10-01-2020
544,Wayne State University,53,Detroit,Michigan,10-01-2020
545,Western Michigan University,293,Kalamazoo,Michigan,10-01-2020
546,Augsburg University,6,Minneapolis,Minnesota,10-01-2020
547,Bemidji State University,44,Bemidji,Minnesota,10-01-2020
548,Bethany Lutheran College,9,Mankato,Minnesota,10-01-2020
549,Bethel University,38,Saint Paul,Minnesota,10-01-2020
550,Carleton College,10,Northfield,Minnesota,10-01-2020
551,Concordia College at Moorhead,110,Moorhead,Minnesota,10-01-2020
552,"Concordia University, St. Paul",9,St. Paul,Minnesota,10-01-2020
553,Crown College,7,Saint Bonifacius,Minnesota,10-01-2020
554,DRI 9/22,149,Minneapolis,Minnesota,10-01-2020
555,Gustavus Adolphus College,9,Saint Peter,Minnesota,10-01-2020
556,Macalester College,7,St. Paul,Minnesota,10-01-2020
557,Martin Luther College,2,New Ulm,Minnesota,10-01-2020
558,Metropolitan State University,16,Saint Paul,Minnesota,10-01-2020
559,Minnesota State University Moorhead,84,Moorhead,Minnesota,10-01-2020
560,"Minnesota State University, Mankato",129,Mankato,Minnesota,10-01-2020
561,Saint Mary's University of Minnesota,24,Winona,Minnesota,10-01-2020
562,Southwest Minnesota State University,16,Marshall,Minnesota,10-01-2020
563,St. Catherine University,21,St. Paul,Minnesota,10-01-2020
564,St. Cloud State University,19,St. Cloud,Minnesota,10-01-2020
565,St. Olaf College,39,Northfield,Minnesota,10-01-2020
566,University of Minnesota Duluth,12,Duluth,Minnesota,10-01-2020
567,University of Minnesota-Rochester,1,Rochester,Minnesota,10-01-2020
568,"University of Northwestern, St. Paul‡",3,St. Paul,Minnesota,10-01-2020
569,University of St. Thomas,43,St. Paul,Minnesota,10-01-2020
570,Winona State University,346,Winona,Minnesota,10-01-2020
571,Alcorn State University,6,Lorman,Mississippi,10-01-2020
572,Belhaven University,5,Jackson,Mississippi,10-01-2020
573,Delta State University,108,Cleveland,Mississippi,10-01-2020
574,Jackson State University,9,Jackson,Mississippi,10-01-2020
575,Millsaps College,27,Jackson,Mississippi,10-01-2020
576,Mississippi College,28,Clinton,Mississippi,10-01-2020
577,Mississippi Delta Community College,22,Moorhead,Mississippi,10-01-2020
578,Mississippi State University,492,Mississippi State,Mississippi,10-01-2020
579,Mississippi University for Women*,29,Columbus,Mississippi,10-01-2020
580,Mississippi Valley State University,20,Itta Bena,Mississippi,10-01-2020
581,Northeast Mississippi Community College,47,Booneville,Mississippi,10-01-2020
582,Rust College,1,Holly Springs,Mississippi,10-01-2020
583,University of Mississippi,627,Oxford,Mississippi,10-01-2020
584,University of Mississippi Medical Center*,446,Jackson,Mississippi,10-01-2020
585,University of Southern Mississippi,199,Hattiesburg,Mississippi,10-01-2020
586,Central Methodist University,138,Fayette,Missouri,10-01-2020
587,College of the Ozarks,2,Point Lookout,Missouri,10-01-2020
588,Crowder College,37,Neosho,Missouri,10-01-2020
589,Drury University,70,Springfield,Missouri,10-01-2020
590,Evangel University,107,Springfield,Missouri,10-01-2020
591,Fontbonne University,8,Saint Louis,Missouri,10-01-2020
592,Harris-Stowe State University,23,St. Louis,Missouri,10-01-2020
593,Kansas City Art Institute,4,Kansas City,Missouri,10-01-2020
594,Lincoln University of Missouri,4,Jefferson City,Missouri,10-01-2020
595,Lindenwood University,89,St. Charles,Missouri,10-01-2020
596,Maryville University Saint Louis,68,St. Louis,Missouri,10-01-2020
597,Missouri Baptist University,36,St. Louis,Missouri,10-01-2020
598,Missouri Southern State University,136,Joplin,Missouri,10-01-2020
599,Missouri State University,"1,093",Springfield,Missouri,10-01-2020
600,Missouri University of Science and Technology,97,Rolla,Missouri,10-01-2020
601,Missouri Western State University,24,St. Joseph,Missouri,10-01-2020
602,Northwest Missouri State University,387,Maryville,Missouri,10-01-2020
603,Rockhurst University,30,Kansas City,Missouri,10-01-2020
604,Saint Louis University,97,St. Louis,Missouri,10-01-2020
605,Southeast Missouri State University,112,Cape Girardeau,Missouri,10-01-2020
606,Southwest Baptist University,64,Bolivar,Missouri,10-01-2020
607,St. Louis College of Pharmacy*,11,St. Louis,Missouri,10-01-2020
608,St. Louis Community College,9,St. Louis,Missouri,10-01-2020
609,State Fair Community College,47,Sedalia,Missouri,10-01-2020
610,Stephens College,13,Columbia,Missouri,10-01-2020
611,Truman State University,84,Kirksville,Missouri,10-01-2020
612,University of Central Missouri,407,Warrensburg,Missouri,10-01-2020
613,University of Missouri,"1,558",Columbia,Missouri,10-01-2020
614,University of Missouri-Kansas City,96,Kansas City,Missouri,10-01-2020
615,University of Missouri-St. Louis*,46,Bellerive Acres,Missouri,10-01-2020
616,Washington University in St. Louis*,74,St. Louis,Missouri,10-01-2020
617,Webster University,38,Saint Louis,Missouri,10-01-2020
618,Westminster College,63,Fulton,Missouri,10-01-2020
619,William Jewell College,12,Liberty,Missouri,10-01-2020
620,William Woods University,34,Fulton,Missouri,10-01-2020
621,Carroll College,8,Helena,Montana,10-01-2020
622,Montana State University,41,Bozeman,Montana,10-01-2020
623,Montana State University Billings,7,Billings,Montana,10-01-2020
624,Montana State University Northern,2,Havre,Montana,10-01-2020
625,Montana Technological University,34,Butte,Montana,10-01-2020
626,University of Montana,6,Missoula,Montana,10-01-2020
627,Chadron State College,46,Chadron,Nebraska,10-01-2020
628,"Concordia University, Nebraska",60,Seward,Nebraska,10-01-2020
629,Creighton University,181,Omaha,Nebraska,10-01-2020
630,Doane University,42,Crete,Nebraska,10-01-2020
631,Hastings College,13,Hastings,Nebraska,10-01-2020
632,Midland University,17,Fremont,Nebraska,10-01-2020
633,Nebraska Wesleyan University,138,Lincoln,Nebraska,10-01-2020
634,Peru State College,60,Peru,Nebraska,10-01-2020
635,University of Nebraska Medical Center*,24,Omaha,Nebraska,10-01-2020
636,University of Nebraska at Kearney,68,Kearney,Nebraska,10-01-2020
637,University of Nebraska at Omaha,103,Omaha,Nebraska,10-01-2020
638,University of Nebraska-Lincoln‡,737,Lincoln,Nebraska,10-01-2020
639,Wayne State College,28,Wayne,Nebraska,10-01-2020
640,College of Southern Nevada,52,Las Vegas,Nevada,10-01-2020
641,Great Basin College,2,Elko,Nevada,10-01-2020
642,Nevada State College,13,Henderson,Nevada,10-01-2020
643,Truckee Meadows Community College,6,Reno,Nevada,10-01-2020
644,"University of Nevada, Las Vegas",96,Las Vegas,Nevada,10-01-2020
645,"University of Nevada, Reno",250,Reno,Nevada,10-01-2020
646,Colby-Sawyer College,1,New London,New Hampshire,10-01-2020
647,Dartmouth College,11,Hanover,New Hampshire,10-01-2020
648,Franklin Pierce University,11,Rindge,New Hampshire,10-01-2020
649,Keene State College,5,Keene,New Hampshire,10-01-2020
650,New England College,12,Henniker,New Hampshire,10-01-2020
651,Plymouth State University,14,Plymouth,New Hampshire,10-01-2020
652,Rivier University,1,Nashua,New Hampshire,10-01-2020
653,Saint Anselm College,6,Manchester,New Hampshire,10-01-2020
654,University of New Hampshire‡,54,Durham,New Hampshire,10-01-2020
655,"University of New Hampshire, Franklin Pierce School of Law‡",2,Concord,New Hampshire,10-01-2020
656,Bloomfield College,3,Bloomfield,New Jersey,10-01-2020
657,Caldwell University,1,Caldwell,New Jersey,10-01-2020
658,Centenary University,1,Hackettstown,New Jersey,10-01-2020
659,Drew University,1,Madison,New Jersey,10-01-2020
660,Fairleigh Dickinson University,5,Teaneck,New Jersey,10-01-2020
661,Fairleigh Dickinson University Florham,3,Madison,New Jersey,10-01-2020
662,Kean University,5,Union,New Jersey,10-01-2020
663,Monmouth University,7,West Long Branch,New Jersey,10-01-2020
664,Montclair State University,15,Montclair,New Jersey,10-01-2020
665,New Jersey City University,1,Jersey City,New Jersey,10-01-2020
666,New Jersey Institute of Technology,9,Newark,New Jersey,10-01-2020
667,Princeton University,50,Princeton,New Jersey,10-01-2020
668,Ramapo College of New Jersey,15,Mahwah,New Jersey,10-01-2020
669,Rider University,9,Lawrenceville,New Jersey,10-01-2020
670,Rowan University,197,Glassboro,New Jersey,10-01-2020
671,Rutgers University†,115,New Brunswick,New Jersey,10-01-2020
672,Saint Peter's University,4,Jersey City,New Jersey,10-01-2020
673,Seton Hall University,10,South Orange,New Jersey,10-01-2020
674,Stevens Institute of Technology,11,Hoboken,New Jersey,10-01-2020
675,Stockton University,3,Galloway,New Jersey,10-01-2020
676,The College of New Jersey,2,Ewing,New Jersey,10-01-2020
677,William Paterson University,1,Wayne,New Jersey,10-01-2020
678,Eastern New Mexico University,3,Portales,New Mexico,10-01-2020
679,New Mexico Highlands University,7,Las Vegas,New Mexico,10-01-2020
680,New Mexico Military Institute,2,Roswell,New Mexico,10-01-2020
681,New Mexico State University,59,Las Cruces,New Mexico,10-01-2020
682,San Juan College,5,Farmington,New Mexico,10-01-2020
683,Santa Fe Community College,2,Santa Fe,New Mexico,10-01-2020
684,University of New Mexico*,42,Albuquerque,New Mexico,10-01-2020
685,Western New Mexico University,11,Silver City,New Mexico,10-01-2020
686,Adelphi University,8,Garden City,New York,10-01-2020
687,Adirondack Community College,1,Queensbury,New York,10-01-2020
688,Barnard College,1,New York City,New York,10-01-2020
689,CUNY Baruch College,32,New York City,New York,10-01-2020
690,CUNY Borough of Manhattan Community College,18,New York City,New York,10-01-2020
691,CUNY Bronx Community College,11,New York City,New York,10-01-2020
692,CUNY Brooklyn College,23,New York City,New York,10-01-2020
693,CUNY City College of New York,22,New York City,New York,10-01-2020
694,CUNY College of Staten Island,1,New York City,New York,10-01-2020
695,CUNY Guttman Community College,1,New York City,New York,10-01-2020
696,CUNY Hostos Community College,1,New York City,New York,10-01-2020
697,CUNY Hunter College,51,New York City,New York,10-01-2020
698,CUNY John Jay College of Criminal Justice,6,New York City,New York,10-01-2020
699,CUNY Kingsborough Community College,6,New York City,New York,10-01-2020
700,CUNY LaGuardia Community College,36,New York City,New York,10-01-2020
701,CUNY Lehman College,8,New York City,New York,10-01-2020
702,CUNY Medgar Evers College,1,New York City,New York,10-01-2020
703,CUNY New York City College of Technology,9,New York City,New York,10-01-2020
704,CUNY Queens College,19,New York City,New York,10-01-2020
705,CUNY Queensborough Community College,5,New York City,New York,10-01-2020
706,CUNY York College,35,New York City,New York,10-01-2020
707,Cazenovia College,2,Cazenovia,New York,10-01-2020
708,Clarkson University,3,Potsdam,New York,10-01-2020
709,Clinton Community College,1,Plattsburgh,New York,10-01-2020
710,Colgate University,46,Hamilton,New York,10-01-2020
711,College of Mount Saint Vincent,2,New York City,New York,10-01-2020
712,Columbia University,13,New York City,New York,10-01-2020
713,Concordia College New York,7,Bronxville,New York,10-01-2020
714,Cornell University,148,Ithaca,New York,10-01-2020
715,D'Youville College,1,Buffalo,New York,10-01-2020
716,Daemen College,3,Amherst,New York,10-01-2020
717,Dominican College,1,Orangeburg,New York,10-01-2020
718,Dutchess Community College,7,Poughkeepsie,New York,10-01-2020
719,Elmira College,8,Elmira,New York,10-01-2020
720,Erie Community College,12,Buffalo,New York,10-01-2020
721,Farmingdale State College,38,Farmingdale,New York,10-01-2020
722,Fashion Institute of Technology,12,New York City,New York,10-01-2020
723,Finger Lakes Community College,14,Canandaigua,New York,10-01-2020
724,Fordham University‡,5,New York City,New York,10-01-2020
725,Fulton-Montgomery Community College,1,Johnstown,New York,10-01-2020
726,Genesee Community College,3,Batavia,New York,10-01-2020
727,Hamilton College,1,Clinton,New York,10-01-2020
728,Hartwick College,16,Oneonta,New York,10-01-2020
729,Herkimer County Community College,2,Herkimer,New York,10-01-2020
730,Hobart William Smith Colleges,34,Geneva,New York,10-01-2020
731,Hofstra University,100,Hempstead,New York,10-01-2020
732,Houghton College,1,Houghton,New York,10-01-2020
733,Hudson Valley Community College,12,Troy,New York,10-01-2020
734,Iona College,12,New Rochelle,New York,10-01-2020
735,Ithaca College,8,Ithaca,New York,10-01-2020
736,Jamestown Community College,3,Jamestown,New York,10-01-2020
737,Keuka College,1,Keuka Park,New York,10-01-2020
738,Le Moyne College,9,Syracuse,New York,10-01-2020
739,Long Island University,1,Brookville,New York,10-01-2020
740,Manhattan College,23,New York City,New York,10-01-2020
741,Manhattanville College,1,Purchase,New York,10-01-2020
742,Marist College,4,Poughkeepsie,New York,10-01-2020
743,Medaille College,11,Buffalo,New York,10-01-2020
744,Mercy College,20,Dobbs Ferry,New York,10-01-2020
745,Mohawk Valley Community College,2,Utica,New York,10-01-2020
746,Molloy College,3,Rockville Centre,New York,10-01-2020
747,Monroe Community College,29,Rochester,New York,10-01-2020
748,Nassau Community College,33,Garden City,New York,10-01-2020
749,Nazareth College,9,Rochester,New York,10-01-2020
750,New York University,90,New York City,New York,10-01-2020
751,Niagara County Community College,2,Sanborn,New York,10-01-2020
752,Onondaga Community College,5,Syracuse,New York,10-01-2020
753,Orange County Community College,5,Middletown,New York,10-01-2020
754,Pace University,8,New York,New York,10-01-2020
755,Pratt Institute,2,New York City,New York,10-01-2020
756,Rensselaer Polytechnic Institute,4,Troy,New York,10-01-2020
757,Roberts Wesleyan College,4,Rochester,New York,10-01-2020
758,Rochester Institute of Technology,15,Rochester,New York,10-01-2020
759,Rockland Community College,3,Suffern,New York,10-01-2020
760,Russell Sage College,1,Troy,New York,10-01-2020
761,SUNY Albany,107,Albany,New York,10-01-2020
762,SUNY Alfred State College of Technology,5,Alfred,New York,10-01-2020
763,SUNY Binghamton,64,Vestal,New York,10-01-2020
764,SUNY Brockport,8,Brockport,New York,10-01-2020
765,SUNY Broome Community College,5,Binghamton,New York,10-01-2020
766,SUNY Buffalo State,28,Buffalo,New York,10-01-2020
767,SUNY Canton,2,Canton,New York,10-01-2020
768,SUNY Cobleskill,7,Cobleskill,New York,10-01-2020
769,SUNY College at Potsdam,12,Potsdam,New York,10-01-2020
770,SUNY College of Environmental Science and Forestry,3,Syracuse,New York,10-01-2020
771,SUNY College of Optometry,13,New York City,New York,10-01-2020
772,SUNY Cortland,75,Cortland,New York,10-01-2020
773,SUNY Delhi,5,Delhi,New York,10-01-2020
774,SUNY Downstate Health Sciences University*,67,New York City,New York,10-01-2020
775,SUNY Empire State College,27,Saratoga Springs,New York,10-01-2020
776,SUNY Geneseo,15,Geneseo,New York,10-01-2020
777,SUNY Maritime College,24,New York City,New York,10-01-2020
778,SUNY New Paltz,43,New Paltz,New York,10-01-2020
779,SUNY Old Westbury,23,Old Westbury,New York,10-01-2020
780,SUNY Oneonta,679,Oneonta,New York,10-01-2020
781,SUNY Oswego,191,Oswego,New York,10-01-2020
782,SUNY Plattsburgh,3,Plattsburgh,New York,10-01-2020
783,SUNY Polytechnic Institute,3,Utica,New York,10-01-2020
784,SUNY Purchase College,18,Purchase,New York,10-01-2020
785,SUNY University at Buffalo,104,Buffalo,New York,10-01-2020
786,SUNY Westchester Community College,56,Valhalla,New York,10-01-2020
787,SUNY at Fredonia,95,Fredonia,New York,10-01-2020
788,Schenectady County Community College,4,Schenectady,New York,10-01-2020
789,Siena College,10,Loudonville,New York,10-01-2020
790,Skidmore College‡,3,Saratoga Springs,New York,10-01-2020
791,St. Bonaventure University,7,St. Bonaventure,New York,10-01-2020
792,St. Francis College,2,New York City,New York,10-01-2020
793,St. John Fisher College,2,Rocheser,New York,10-01-2020
794,St. John's University,41,New York City,New York,10-01-2020
795,St. Joseph's College Long Island,1,Patchogue,New York,10-01-2020
796,St. Lawrence University,2,Canton,New York,10-01-2020
797,St. Thomas Aquinas College,4,Sparkill,New York,10-01-2020
798,Stony Brook University*,500,Stony Brook,New York,10-01-2020
799,Suffolk County Community College,131,Selden,New York,10-01-2020
800,Syracuse University,78,Syracuse,New York,10-01-2020
801,The College of Saint Rose,3,Albany,New York,10-01-2020
802,"The Graduate Center, CUNY",1,New York City,New York,10-01-2020
803,The New School,2,New York City,New York,10-01-2020
804,Tompkins Cortland Community College,8,Dryden,New York,10-01-2020
805,Ulster County Community College,2,Stone Ridge,New York,10-01-2020
806,Union College,6,Schenectady,New York,10-01-2020
807,United States Merchant Marine Academy,3,Kings Point,New York,10-01-2020
808,United States Military Academy West Point,109,West Point,New York,10-01-2020
809,University of Rochester,14,Rochester,New York,10-01-2020
810,Upstate Medical University*,31,Syracuse,New York,10-01-2020
811,Utica College,9,Utica,New York,10-01-2020
812,Vassar College,25,Poughkeepsie,New York,10-01-2020
813,Wagner College,12,New York City,New York,10-01-2020
814,Yeshiva University,3,New York City,New York,10-01-2020
815,Appalachian State University,461,Boone,North Carolina,10-01-2020
816,Barton College,10,Wilson,North Carolina,10-01-2020
817,Belmont Abbey College,62,Belmont,North Carolina,10-01-2020
818,Brevard College,1,Brevard,North Carolina,10-01-2020
819,Campbell University,17,Bules Creek,North Carolina,10-01-2020
820,Carolinas College of Health Sciences*,3,Charlotte,North Carolina,10-01-2020
821,Catawba College,5,Salisbury,North Carolina,10-01-2020
822,Chowan University,2,Murfreesboro,North Carolina,10-01-2020
823,Davidson College,23,Davidson,North Carolina,10-01-2020
824,Duke University,93,Durham,North Carolina,10-01-2020
825,Durham Technical Community College,3,Durham,North Carolina,10-01-2020
826,East Carolina University,"1,279",Greenville,North Carolina,10-01-2020
827,Elizabeth City State University,23,Elizabeth City,North Carolina,10-01-2020
828,Elon University,133,Elon,North Carolina,10-01-2020
829,Fayetteville State University,101,Fayetteville,North Carolina,10-01-2020
830,Gardner-Webb University,50,Boiling Springs,North Carolina,10-01-2020
831,Greensboro College,12,Greensboro,North Carolina,10-01-2020
832,Guilford College,12,Greensboro,North Carolina,10-01-2020
833,High Point University,153,High Point,North Carolina,10-01-2020
834,Johnson & Wales University-Charlotte,2,Charlotte,North Carolina,10-01-2020
835,Johnson C Smith University,1,Charlotte,North Carolina,10-01-2020
836,Lees-McRae College,1,Banner Elk,North Carolina,10-01-2020
837,Lenoir-Rhyne University,9,Hickory,North Carolina,10-01-2020
838,Mars Hill University,2,Mars Hill,North Carolina,10-01-2020
839,Meredith College,38,Raleigh,North Carolina,10-01-2020
840,Methodist University,37,Fayetteville,North Carolina,10-01-2020
841,North Carolina A&T State University,62,Greensboro,North Carolina,10-01-2020
842,North Carolina Central University,61,Durham,North Carolina,10-01-2020
843,North Carolina State University,"1,094",Raleigh,North Carolina,10-01-2020
844,North Carolina Wesleyan College,10,Rocky Mount,North Carolina,10-01-2020
845,Pfeiffer University,2,Misenheimer,North Carolina,10-01-2020
846,Shaw University,3,Raleigh,North Carolina,10-01-2020
847,University of Mount Olive,2,Mount Olive,North Carolina,10-01-2020
848,University of North Carolina Asheville,14,Asheville,North Carolina,10-01-2020
849,University of North Carolina School of the Arts,4,Winston Salem,North Carolina,10-01-2020
850,University of North Carolina Wilmington,275,Wilmington,North Carolina,10-01-2020
851,University of North Carolina at Chapel Hill,"1,199",Chapel Hill,North Carolina,10-01-2020
852,University of North Carolina at Charlotte,166,Charlotte,North Carolina,10-01-2020
853,University of North Carolina at Greensboro,87,Greensboro,North Carolina,10-01-2020
854,University of North Carolina at Pembroke,253,Pembroke,North Carolina,10-01-2020
855,Wake Forest University,121,Winston-Salem,North Carolina,10-01-2020
856,Wake Technical Community College,23,Raleigh,North Carolina,10-01-2020
857,Western Carolina University,129,Cullowhee,North Carolina,10-01-2020
858,William Peace University,6,Raleigh,North Carolina,10-01-2020
859,Wingate University,6,Wingate,North Carolina,10-01-2020
860,Winston-Salem State University,37,Winston-Salem,North Carolina,10-01-2020
861,Bismarck State College,63,Bismarck,North Dakota,10-01-2020
862,Dakota College at Bottineau,9,Bottineau,North Dakota,10-01-2020
863,Dickinson State University,58,Dickinson,North Dakota,10-01-2020
864,Lake Region State College,6,Devils Lake,North Dakota,10-01-2020
865,Mayville State University,8,Mayville,North Dakota,10-01-2020
866,Minot State University,47,Minot,North Dakota,10-01-2020
867,North Dakota State College of Science,20,Wahpeton,North Dakota,10-01-2020
868,North Dakota State University,198,Fargo,North Dakota,10-01-2020
869,University of North Dakota,790,Grand Forks,North Dakota,10-01-2020
870,Valley City State University,36,Valley City,North Dakota,10-01-2020
871,Williston State College,74,Williston,North Dakota,10-01-2020
872,Ashland University,8,Ashland,Ohio,10-01-2020
873,Baldwin Wallace University,32,Berea,Ohio,10-01-2020
874,Bowling Green State University,198,Bowling Green,Ohio,10-01-2020
875,Bowling Green State University Firelands,1,Huron,Ohio,10-01-2020
876,Capital University,4,Columbus,Ohio,10-01-2020
877,Case Western Reserve University,30,Cleveland,Ohio,10-01-2020
878,Cedarville University,4,Cedarville,Ohio,10-01-2020
879,Cleveland State University,1,Cleveland,Ohio,10-01-2020
880,Columbus College of Art and Design,1,Columbus,Ohio,10-01-2020
881,Cuyahoga Community College District,3,Cleveland,Ohio,10-01-2020
882,Denison University,9,Granville,Ohio,10-01-2020
883,Franciscan University of Steubenville,12,Steubenville,Ohio,10-01-2020
884,Heidelberg University,8,Tiffin,Ohio,10-01-2020
885,Hiram College,9,Hiram,Ohio,10-01-2020
886,John Carroll University,102,University Heights,Ohio,10-01-2020
887,Kent State University,94,Kent,Ohio,10-01-2020
888,Kenyon College,2,Gambier,Ohio,10-01-2020
889,Lake Erie College,9,Painesville,Ohio,10-01-2020
890,Malone University,4,Canton,Ohio,10-01-2020
891,Marietta College,2,Marietta,Ohio,10-01-2020
892,Miami University Oxford,"1,392",Oxford,Ohio,10-01-2020
893,Mount Saint Joseph University,1,Cincinnati,Ohio,10-01-2020
894,Northeast Ohio Medical University*,11,Rootstown,Ohio,10-01-2020
895,Notre Dame College,6,Cleveland,Ohio,10-01-2020
896,Oberlin College,9,Oberlin,Ohio,10-01-2020
897,Ohio Dominican University,64,Columbus,Ohio,10-01-2020
898,Ohio Northern University,28,Ada,Ohio,10-01-2020
899,Ohio State University,"2,678",Columbus,Ohio,10-01-2020
900,Ohio University,146,Athens,Ohio,10-01-2020
901,Ohio Wesleyan University,57,Delaware,Ohio,10-01-2020
902,Otterbein University,9,Westerville,Ohio,10-01-2020
903,Shawnee State University,13,Portsmouth,Ohio,10-01-2020
904,Sinclair Community College,13,Dayton,Ohio,10-01-2020
905,The College of Wooster,8,Wooster,Ohio,10-01-2020
906,The University of Findlay,37,Findlay,Ohio,10-01-2020
907,Tiffin University,49,Tiffin,Ohio,10-01-2020
908,University of Akron,26,Akron,Ohio,10-01-2020
909,University of Cincinnati,335,Cincinnati,Ohio,10-01-2020
